,Unnamed: 0.1,Unnamed: 0,text,label,category,PET,euph_status,sentence,orig_text
2888,2888,2888,"56: I think 5 depends on your preferences. I jumped into bed with a lot of guys after only one date, and it was pretty easy to weed out the ones with you'd rather [PET_BOUNDARY]sleep with[PET_BOUNDARY] someone once before dumping them or not. No one ever got to EXPECT sex from me, though.",1,,sleep with,sometimes_euph,,"56 : I think 5 depends on your preferences . I jumped into bed with a lot of guys after only one date , and it was pretty easy to weed out the ones with you 'd rather sleep with someone once before dumping them or not . No one ever got to EXPECT sex from me , though ."
1343,1343,1343,"As the social debate intensified, and as my wife and I continued our discussions about separating @ @ @ @ @ @ @ @ @ @ struck like some form of natural disaster, leveling one house while leaving the next intact. Our daughter's nursery school teacher, a vivacious woman with dark eyes and [PET_BOUNDARY]plump[PET_BOUNDARY] legs, was the first person my wife and I knew, the first of our age, to get divorced; she and her husband, she later explained to my wife, simply didn't get along. One day our daughter came home to tell us that the teacher, while leading the class in song, had burst into tears. ",1,physical/mental attributes,plump,sometimes_euph,Our daughter's nursery school teacher a vivacious woman with dark eyes and plump legs was the first person my wife and I knew the first of our age to get divorced; she and her husband she later explained to my wife simply didn't get along,
2051,2051,2051,"One comment: I am amazed at the hiring and promotion practices of some firms. These practices, particularily in areas that require some skill/talent are of major importance to a firms well being yet I see time and again extremely qualified people being [PET_BOUNDARY]downsize[PET_BOUNDARY]d, often the wrong ones, then taking a very long time to be hired and then being underemployed. Employees often have high transaction costs too, sometimes almost insurmountable to make a change to a different employer.",1,,downsize,sometimes_euph,,"One comment : I am amazed at the hiring and promotion practices of some firms . These practices , particularily in areas that require some skill/talent are of major importance to a firms well being yet I see time and again extremely qualified people being downsized , often the wrong ones , then taking a very long time to be hired and then being underemployed . Employees often have high transaction costs too , sometimes almost insurmountable to make a change to a different employer ."
2853,2853,2853,"The world's wealthiest CEOs share a few things in common. All are billionaires, male and have either started companies or at least built them out of almost nothing. Most of them are [PET_BOUNDARY]seasoned[PET_BOUNDARY] business veterans, but there is one who hasn't yet blown out 30 candles on his birthday cake.",1,,seasoned,sometimes_euph,,"The world 's wealthiest CEOs share a few things in common . All are billionaires , male and have either started companies or at least built them out of almost nothing . Most of them are seasoned business veterans , but there is one who has n't yet blown out 30 candles on his birthday cake ."
2037,2037,2037,"I have ) which my wife can not use since she was [PET_BOUNDARY]downsize[PET_BOUNDARY]d. If anyone would like to purchase it, the price is going down every day. Check Craigslist for' Metra Ticket' in South Chicagoland. We really need to recoup whatever we can for bills. Or, you can contact me through this site, if possible. Thank you!",1,,downsize,sometimes_euph,,"I have ) which my wife can not use since she was downsized . If anyone would like to purchase it , the price is going down every day . Check Craigslist for ' Metra Ticket ' in South Chicagoland . We really need to recoup whatever we can for bills . Or , you can contact me through this site , if possible . Thank you !"
902,902,902,"Some states have adopted laws counting any sexual act committed on a female while she is [PET_BOUNDARY]intoxicated[PET_BOUNDARY] as rape regardless of whether she gives consent. While the law is specifically gender neutral, the only instances that it has been applied in (to my knowledge) involves cases of date rape against women, not date rape against men or boys. ",1,substances,intoxicated,sometimes_euph,Some states have adopted laws counting any sexual act committed on a female while she is intoxicated as rape regardless of whether she gives consent,
1311,1311,1311,"It certainly has never sneered at the floating ax, nor the fleece of Gideon, nor the story of Jonah, nor any others. Nor has it set itself up as a judge of what might be ethically proper or improper for the Ruler of this earth to do in dealing with the vile and utterly-depraved inhabitants of Canaan, with Sodom and other scenes of catastrophes in which thousands of the innocent have suffered and [PET_BOUNDARY]perished[PET_BOUNDARY]; it still holds fast to the theory that what is done by the Judge of all the earth is right. ",1,death,perish,sometimes_euph,Nor has it set itself up as a judge of what might be ethically proper or improper for the Ruler of this earth to do in dealing with the vile and utterly-depraved inhabitants of Canaan with Sodom and other scenes of catastrophes in which thousands of the innocent have suffered and perished ; it still holds fast to the theory that what is done by the Judge of all the earth is right,
2067,2067,2067,"Once rumors circulate that there will be a [PET_BOUNDARY]downsizing[PET_BOUNDARY], employee morale plummets. Vent at home, but stay upbeat with colleagues. Management knows that negativity is toxic and will be less inclined to keep on the person who is viewed as stirring the pot.",1,,downsizing,sometimes_euph,,"Once rumors circulate that there will be a downsizing , employee morale plummets . Vent at home , but stay upbeat with colleagues . Management knows that negativity is toxic and will be less inclined to keep on the person who is viewed as stirring the pot ."
1470,1470,1470,"So, for instance, when the study finds that children who have had a parent in a [PET_BOUNDARY]same-sex[PET_BOUNDARY] romantic relationship are much more likely to suffer from depression as young adults than the children who come from IBFs, this does not claim that the gay parent was the cause of the depression in his or her child; simply that such children on average have more depression, for reasons unidentified by the study.",1,sexual activity,same-sex,sometimes_euph,So for instance when the study finds that children who have had a parent in a same-sex romantic relationship are much more likely to suffer from depression as young adults than the children who come from IBFs this does not claim that the gay parent was the cause of the depression in his or her child; simply that such children on average have more depression for reasons unidentified by the study,
2168,2168,2168,"On the morning of October 2, Mrs. Wilson found her husband unconscious on the bathroom floor of their private White House quarters bleeding from a cut on his head. Wilson had suffered a stroke - a massive attack that left his left side paralyzed and impaired his vision. She immediately summoned Dr. Grayson. Then the conspiracy began. The two of them formed a bulwark between the [PET_BOUNDARY]invalid[PET_BOUNDARY] President and the and hiding his condition from outsiders.",1,,invalid,sometimes_euph,,"On the morning of October 2 , Mrs. Wilson found her husband unconscious on the bathroom floor of their private White House quarters bleeding from a cut on his head . Wilson had suffered a stroke - a massive attack that left his left side paralyzed and impaired his vision . She immediately summoned Dr. Grayson . Then the conspiracy began . The two of them formed a bulwark between the invalid President and the and hiding his condition from outsiders ."
2643,2643,2643,"I am not hostile toward the Reds, other than rooting for Cueto to catch every [PET_BOUNDARY]venereal disease[PET_BOUNDARY] known to man, and a few that are unknown.",1,,venereal disease,sometimes_euph,,"I am not hostile toward the Reds , other than rooting for Cueto to catch every venereal disease known to man , and a few that are unknown ."
1831,1831,1831,"I'm twenty-years-old, a little late to the show with psychedelics but have entertained the idea of doing them for a long time in part because of my interest in philosophy, altered states of consciousness and the fact that I smoke [PET_BOUNDARY]weed[PET_BOUNDARY] regularly which I think has opened the door to a better understanding of myself and my relation to the world. This was my first time taking any psychedelics and I took them two days ago. ",1,substances,weed,sometimes_euph,I'm twenty-years-old a little late to the show with psychedelics but have entertained the idea of doing them for a long time in part because of my interest in philosophy altered states of consciousness and the fact that I smoke weed regularly which I think has opened the door to a better understanding of myself and my relation to the world,
449,449,449,"The past truly comes alive in this ambitious course, as Professor Garland takes a series of imaginative leaps to put you inside the world of history's anonymous citizens, providing you with a fuller understanding of the distant past. You'll see what daily life was like for workers, the poor, the elderly, the sick, the [PET_BOUNDARY]disabled[PET_BOUNDARY], refugees, women, children, slaves, and soldiers. Through the professor's engaging stories and with the aid of dazzling graphics, you'll experience the texture of daily life in these civilizations like never before-- and you'll be delighted by the ways you'll identify and empathize with people from another world. ",1,physical/mental attributes,disabled,sometimes_euph,You'll see what daily life was like for workers the poor the elderly the sick the disabled refugees women children slaves and soldiers,
2484,2484,2484,"I'm stating that the argument for human rights alone is compelling and motivating, but that the combination in any formulation of single state with human rights is an advocacy for the elimination of Israel, revolution, externally coerced [PET_BOUNDARY]regime change[PET_BOUNDARY].",1,,regime change,sometimes_euph,,"I 'm stating that the argument for human rights alone is compelling and motivating , but that the combination in any formulation of single state with human rights is an advocacy for the elimination of Israel , revolution , externally coerced regime change ."
1342,1342,1342,"Alana's family is overweight, and the most recent episode featured them chowing down at a local BBQ joint. Alana was all about the meat, even going so far as to describe her family as ""fat."" (Sugar Bear countered that they're ""pleasingly [PET_BOUNDARY]plump[PET_BOUNDARY]."") However, slamming a child's future self is @ @ @ @ @ @ @ @ @ @? Source: Huffington Post Fall in Like with us! ",1,physical/mental attributes,plump,sometimes_euph,Sugar Bear countered that they're pleasingly plump,
1253,1253,1253,"My dads house had a ghost.... it would turn off and on lights on occassion, open the basement door if it was closed, messed with pictures by turning them just enough to drive a person crazy enough to fix it then they would unstraighten them. I had a dream about my MIL after she [PET_BOUNDARY]passed away[PET_BOUNDARY] that was sooooo real i still felt the big hug she was giving me when i woke up. I do nt feel ghosts will hurt ya but i do nt feel they r very real lol. ",1,death,pass away,sometimes_euph,I had a dream about my MIL after she passed away that was sooooo real i still felt the big hug she was giving me when i woke up,
1336,1336,1336,"""Hello, Mr. Biddle!"" chirped a beautiful blonde [PET_BOUNDARY]plump[PET_BOUNDARY]-faced concierge. ""Welcome to the American Club. Would you like a glass of champagne?"" NO NO I WOULD NOT GO TO HELL PR SPAWN YOU DON'T OWN ME. ""Wow, yeah, that'd be great,"" I managed, and smiled as if I were stifling an 8th grade erection. ",1,physical/mental attributes,plump,sometimes_euph,chirped a beautiful blonde plump-faced concierge,
10,10,10,"Additonally, once individuals reached [PET_BOUNDARY]a certain age[PET_BOUNDARY] and their rank progression had stopped, again due to the fact there was no place to move them higher-- their ranking inevitably deteriorated. After all, there's only so many CEO positions available. ",1,physical/mental attributes,a certain age,sometimes_euph,Additonally once individuals reached a certain age and their rank progression had stopped again due to the fact there was no place to move them higher-- their ranking inevitably deteriorated,
240,240,240,"The anti-American backlash caused by the drones was emphasized by Imran Khan in a CNN interview Oct. 10 with Christiane Amanpour. She grilled Khan about allegations from his opponents that he is ""pro-Taliban"" because he tries to engage with individuals affiliated with the movement @ @ @ @ @ @ @ @ @ @ a military solution can never work and that people join the Taliban for different reasons. (The same is very true for Hamas.) The ""hearts and minds"" of those who join out of a sense of survival, or because of anger at the [PET_BOUNDARY]collateral damage[PET_BOUNDARY] from the drones, can be won over, Khan insisted. But first, the drone strikes that serve so effectively as recruiting tools must stop. ",1,death,collateral damage,sometimes_euph,The hearts and minds of those who join out of a sense of survival or because of anger at the collateral damage from the drones can be won over Khan insisted,
207,207,207,"She had a 15 x 7 cm labial swelling on the left side and a 9 x 5 cm labial swelling on the right side (Figure 6 ) @ @ @ @ @ @ @ @ @ @ had the puckered scars of healed sinuses without any palpable lymph node in the inguinal and cervical regions ( Figures 7 and 8). The rest of the physical examination, including her vaginal wall, [PET_BOUNDARY]chest[PET_BOUNDARY] and abdomen, was normal. ",1,body functions/parts,chest,sometimes_euph,The rest of the physical examination including her vaginal wall chest and abdomen was normal,
2483,2483,2483,"Today the Federal Government funds a program of flying Drones and killing people and destroying property in nations such as Yemen, Afghanistan, Pakistan, Somalia, Iraq, Libya and others. It also exports military equipment for others to use to kill and maim and supports ""[PET_BOUNDARY]regime change[PET_BOUNDARY]"" wherever it sees fit. Vietnam was a fabrication from a false flag incident that never happened. 140 military bases overseas.",1,,regime change,sometimes_euph,,"Today the Federal Government funds a program of flying Drones and killing people and destroying property in nations such as Yemen , Afghanistan , Pakistan , Somalia , Iraq , Libya and others . It also exports military equipment for others to use to kill and maim and supports "" regime change "" wherever it sees fit . Vietnam was a fabrication from a false flag incident that never happened . 140 military bases overseas ."
161,161,161,"The first is voluntary unemployment. This occurs when a person is [PET_BOUNDARY]between jobs[PET_BOUNDARY], or has decided not to work, for whatever reason. Nothing can be done about voluntary employment except to raise the cost or expense of being unemployed, or raise the amount of income that a person can earn if they take a job. ",1,employment/finances,between jobs,sometimes_euph,This occurs when a person is between jobs or has decided not to work for whatever reason,
1706,1706,1706,"Titled ""Fighting Corruption and Improving Transparency,"" the document proposes a @ @ @ @ @ @ @ @ @ @ crime and real transparency in reporting on revenues derived from extractive industries such as energy and mining. Such a measure is directly pertinent to governance in [PET_BOUNDARY]troubled[PET_BOUNDARY] societies such as Sudan, Indonesia, Kazakhstan, Nigeria, and Colombia. What is less clear is whether the g-8 governments will place a high priority on implementing its important provisions. ",1,physical/mental attributes,troubled,sometimes_euph,Such a measure is directly pertinent to governance in troubled societies such as Sudan Indonesia Kazakhstan Nigeria and Colombia,
2474,2474,2474,You won't find a good home for an older dog. It's sad that you weren't as loyal to him as he was to you. He will likely be [PET_BOUNDARY]put to sleep[PET_BOUNDARY]. That would be the best scenario. The worst would be that he would be mistreated for awhile before being put down,1,,put to sleep,sometimes_euph,,You wo n't find a good home for an older dog . It 's sad that you were n't as loyal to him as he was to you . He will likely be put to sleep . That would be the best scenario . The worst would be that he would be mistreated for awhile before being put down
2347,2347,2347,"The only possible conclusion is that millions of people cast fraudulent votes, and the Obama campaign [PET_BOUNDARY]paid off[PET_BOUNDARY] all of the major pollsters -- including Fox News -- as well as the betting firms.",1,,paid off,sometimes_euph,,"The only possible conclusion is that millions of people cast fraudulent votes , and the Obama campaign paid off all of the major pollsters -- including Fox News -- as well as the betting firms ."
2317,2317,2317,Palin is starting to look like an [PET_BOUNDARY]over the hill[PET_BOUNDARY] porn star you think it's appropriate to even make such comments.,1,,over the hill,sometimes_euph,,Palin is starting to look like an over the hill porn star you think it 's appropriate to even make such comments .
702,702,702,"The crippled scientist begs them to have pity, but that word is not in the Daleks' vocabulary. Davros then screams in agony and tells the Daleks that they must and will obey him. @ @ @ @ @ @ @ @ @ @ decides to destroy the Daleks by pressing a red button, but the Daleks see what he is doing, and they [PET_BOUNDARY]exterminate[PET_BOUNDARY] him. The lead Dalek proclaims that, despite their entombment, this is only the beginning. ",1,politics,exterminate,sometimes_euph,decides to destroy the Daleks by pressing a red button but the Daleks see what he is doing and they exterminate him,
2832,2832,2832,"Look at that. What a bullshitter. This is your response to me asking "" What has Paul done differently? How has his voting record changed? You claim he has gotten closer to the Republicans, but Ron Paul has been So like a [PET_BOUNDARY]seasoned[PET_BOUNDARY] liar, you ignore the question completely and complain about tone.",1,,seasoned,sometimes_euph,,"Look at that . What a bullshitter . This is your response to me asking "" What has Paul done differently ? How has his voting record changed ? You claim he has gotten closer to the Republicans , but Ron Paul has been So like a seasoned liar , you ignore the question completely and complain about tone ."
2754,2754,2754,i haven't lost meat from leaving an animal out overnight but that is because the animals we had to leave overnight weren't dead until the next day (either [PET_BOUNDARY]expired[PET_BOUNDARY] w/out additional assistance after several hours or had to have a follow-up shot).,1,,expire,sometimes_euph,,I have n't lost meat from leaving an animal out overnight but that is because the animals we had to leave overnight were n't dead until the next day ( either expired w/out additional assistance after several hours or had to have a follow-up shot ) .
524,524,524,"If there are unexpected calamities in the kingdom, such as frequent extraordinary winds or rains, he is unceremoniously rejected and replaced. The one who has been [PET_BOUNDARY]dismissed[PET_BOUNDARY] quietly accepts his demotion, and is not angry. ",1,employment/finances,dismissed,sometimes_euph,The one who has been dismissed quietly accepts his demotion and is not angry,
1707,1707,1707,"Lucky for us, he's not alone.... supported by a very strong cast... typical for a Spielberg epic. Sally Field is Lincoln's [PET_BOUNDARY]troubled[PET_BOUNDARY] wife Mary Todd Lincoln, who is dealing with the impact of years of political struggle, the war, and the lasting affects of a carriage accident. David Strathairn is Lincoln @ @ @ @ @ @ @ @ @ @ who wants to be the voice of political reason. ",1,physical/mental attributes,troubled,sometimes_euph,Sally Field is Lincoln's troubled wife Mary Todd Lincoln who is dealing with the impact of years of political struggle the war and the lasting affects of a carriage accident,
2511,2511,2511,"In an interview that aired Friday on the ABC Family Channel, CBN's David Brody asked Franklin Graham where the country is going now that a president who approves of [PET_BOUNDARY]same sex[PET_BOUNDARY] marriage will be in office four more years.",1,,same sex,sometimes_euph,,"In an interview that aired Friday on the ABC Family Channel , CBN 's David Brody asked Franklin Graham where the country is going now that a president who approves of same sex marriage will be in office four more years ."
3036,3036,3036,"- the fact that i and the many i met along the way who were having unemployment/ underemployment experiences similar to mine spent every day of our ""[PET_BOUNDARY]between jobs[PET_BOUNDARY]"" periods tirelessly leaving no stone unturned in our efforts to secure a job "", serves as proof that, while we found it necessary to turn to unemployment compensation, we found it unacceptable to abuse the system. this fact should also provide clear illustration of why i find the implication of speaker gingrich's position on this to be inappropriate and counterproductive.",1,,between jobs,sometimes_euph,,"- The fact that I and the many I met along the way who were having unemployment/ underemployment experiences similar to mine spent every day of our "" between jobs "" periods tirelessly leaving no stone unturned in our efforts to secure a job "" , serves as proof that , while we found it necessary to turn to Unemployment Compensation , we found it unacceptable to abuse the system . This fact should also provide clear illustration of why I find the implication of Speaker Gingrich 's position on this to be inappropriate and counterproductive ."
1592,1592,1592,"For the win, but also for a whole lot of other stuff. And I am far from [PET_BOUNDARY]sober[PET_BOUNDARY], so, at the risk of careening wildly between sarcastic and sappy, with a high chance of veering off into maudlin, here's a terribly incomplete list of things for which I am giving thanks today.",1,substances,sober,sometimes_euph,And I am far from sober so at the risk of careening wildly between sarcastic and sappy with a high chance of veering off into maudlin here's a terribly incomplete list of things for which I am giving thanks today,
703,703,703,"These are the Kaleds, who are fighting a war with the Thals for dominance of Skaro. Soon, Ravon boasts, they will [PET_BOUNDARY]exterminate[PET_BOUNDARY] the Thals from the face of Skaro! The Doctor notices that ""Kaled"" is an anagram of something familiar... ",1,politics,exterminate,sometimes_euph,Soon Ravon boasts they will exterminate the Thals from the face of Skaro,
2503,2503,2503,Just giving birth doesn't make someone a parent. Jackie has spent more time [PET_BOUNDARY]running behind[PET_BOUNDARY] a man that she has spent being a mother to her own kids. You can't expect them not to have some resentment. I'm glad her daughter spoke out. People always want somebody to keep family secrets private. That's why so many people are messed up in the head now.,1,,running behind,sometimes_euph,,Just giving birth does n't make someone a parent . Jackie has spent more time running behind a man that she has spent being a mother to her own kids . You ca n't expect them not to have some resentment . I 'm glad her daughter spoke out . People always want somebody to keep family secrets private . That 's why so many people are messed up in the head now .
102,102,102,"But I had to do something-- waiting for him had become a blocking issue that was threatening to turn the house into a candidate @ @ @ @ @ @ @ @ @ @ who usually have all our stuff in one sack still have times in which we have to relearn, make adjustments, and adapt. I suspect from talking with some of my older friends that what I'm going through now is an adjustment many women have to make when dealing with an [PET_BOUNDARY]aging[PET_BOUNDARY] partner... but no one talks about it openly (except me, apparently). I'm fortunate because I'm still strong and in good shape; some of my friends are having to deal with this while they have their own health problems.",1,physical/mental attributes,aging,sometimes_euph,I suspect from talking with some of my older friends that what I'm going through now is an adjustment many women have to make when dealing with an aging partner,
2066,2066,2066,"Unemployment is slowly declining, but many employers are still [PET_BOUNDARY]downsizing[PET_BOUNDARY]. Just last week Sony announced it was restructuring and letting go of 2,000 workers.",1,,downsizing,sometimes_euph,,"Unemployment is slowly declining , but many employers are still downsizing . Just last week Sony announced it was restructuring and letting go of 2,000 workers ."
1988,1988,1988,"russkii -- so explain to me. you are attracted to a person in a bar. you go up to them, buy them a drink. chat them up a while. wow, sparks are flying. you really like them, their looks, personality, etc. also, they have the parts you are interested in (y'know, [PET_BOUNDARY]down there[PET_BOUNDARY]) -- what changes when you learn about something they used to have?",1,,down there,sometimes_euph,,"russkii -- so explain to me. you are attracted to a person in a bar . you go up to them , buy them a drink . chat them up a while . wow , sparks are flying . you really like them , their looks , personality , etc. also , they have the parts you are interested in ( y'know , down there ) -- what changes when you learn about something they used to have ?"
2610,2610,2610,"The Texans will be without RB Ben Tate, which should just up Foster's touches in this game. The Texans consistently run the ball and don't move away from it. Expect a heavy dose of Foster -- say, 25-30 touches -- even against the Bears' [PET_BOUNDARY]stout[PET_BOUNDARY] defensive front.",1,,stout,sometimes_euph,,"The Texans will be without RB Ben Tate , which should just up Foster 's touches in this game . The Texans consistently run the ball and do n't move away from it . Expect a heavy dose of Foster -- say , 25-30 touches -- even against the Bears ' stout defensive front ."
2532,2532,2532,"Anyways -- good news! The levers pf power at the highest level in this country are tackling [PET_BOUNDARY]same sex[PET_BOUNDARY] marriage with an intensity that will absolutely knock the wind out of the bigots. They have no idea of the tidal wave that is going to submerge them. I can't say too much, but suffice it to say that victory is close at hand and historic progress in civil rights and equality is",1,,same sex,sometimes_euph,,"Anyways -- good news ! The levers pf power at the highest level in this country are tackling same sex marriage with an intensity that will absolutely knock the wind out of the bigots . They have no idea of the tidal wave that is going to submerge them . I ca n't say too much , but suffice it to say that victory is close at hand and historic progress in civil rights and equality is"
242,242,242,"Yes, he does horrible things to Briarcliff patients. But he's trying to create an immune booster and these people are simply the [PET_BOUNDARY]collateral damage[PET_BOUNDARY] human volunteers. In his mind all of this ""human waste"" is being used for the greater good. ",1,death,collateral damage,sometimes_euph,But he's trying to create an immune booster and these people are simply the collateral damage human volunteers,
2731,2731,2731,"""relax, baby,"" he said coaxingly. ""don't strain your voice."" finn didn't much like playing into rachel's conceited demeanor, but he was experienced and knew she would stay mad if he didn't. besides, he'd gotten to [PET_BOUNDARY]second base[PET_BOUNDARY] with her before... and he was willing to do anything to make that happen again. rachel smiled and snuggled into finn's shoulder, content that people were finally paying attention to what was important for once.",1,,second base,sometimes_euph,,""" Relax , baby , "" he said coaxingly . "" Do n't strain your voice . "" Finn did n't much like playing into Rachel 's conceited demeanor , but he was experienced and knew she would stay mad if he did n't . Besides , he 'd gotten to second base with her before ... and he was willing to do anything to make that happen again . Rachel smiled and snuggled into Finn 's shoulder , content that people were finally paying attention to what was important for once ."
705,705,705,"One of the big reveals in End of Evangelion is that humans share much of their DNA with their enemies, the Angels. Misato remarks on the tragic irony behind the fact that each race wants to [PET_BOUNDARY]exterminate[PET_BOUNDARY] the other despite being so similar on a genetic level. ",1,politics,exterminate,sometimes_euph,Misato remarks on the tragic irony behind the fact that each race wants to exterminate the other despite being so similar on a genetic level,
1556,1556,1556,"Good God. Yet every gay guy in Austin knew someone, always a friend of a friend, who definitely [PET_BOUNDARY]slept with[PET_BOUNDARY] the governor. At one party, I had one gay guy swear Perry was a top and one gay guy swear he was a bottom. ",1,sexual activity,sleep with,sometimes_euph,Yet every gay guy in Austin knew someone always a friend of a friend who definitely slept with the governor,
3035,3035,3035,"- though i come from a generation that finds @ @ @ @ @ @ @ @ @ @ i and the others i met along the way found it necessary to turn to this system during our extended periods ""[PET_BOUNDARY]between jobs[PET_BOUNDARY]"". it made the difference in being able to make ends meet and to not have to watch the eroded ""nest eggs"" vanish altogether. i think those are purposes that this system, which we all had paid into faithfully for decades, is supposed to serve.",1,,between jobs,sometimes_euph,,"- Though I come from a generation that finds @ @ @ @ @ @ @ @ @ @ I and the others I met along the way found it necessary to turn to this system during our extended periods "" between jobs "" . It made the difference in being able to make ends meet and to not have to watch the eroded "" nest eggs "" vanish altogether . I think those are purposes that this system , which we all had paid into faithfully for decades , is supposed to serve ."
952,952,952,"What: With normalcy slowly returning to the St. Louis Cardinals, Dean Hancock, the father of [PET_BOUNDARY]late[PET_BOUNDARY] pitcher Josh Hancock, filed a lawsuit Thursday, claiming the restaurant continued serving his son even after he was intoxicated. Dean Hancock, right, also claims the driver of the tow truck his son hit and the driver of the @ @ @ @ @ @ @ @ @ @ disabled vehicle more swiftly. ",1,death,late,sometimes_euph,Louis Cardinals Dean Hancock the father of late pitcher Josh Hancock filed a lawsuit Thursday claiming the restaurant continued serving his son even after he was intoxicated,
2667,2667,2667,"""Then Menahem smote Tiphsah and all who were in it and its territory from tirzah on; he attacked it because they did not open to him. And all the women there who were [PET_BOUNDARY]with child[PET_BOUNDARY] we ripped up.""",1,,with child,sometimes_euph,,""" Then Menahem smote Tiphsah and all who were in it and its territory from tirzah on ; he attacked it because they did not open to him . And all the women there who were with child we ripped up . """
3006,3006,3006,"""a man can [PET_BOUNDARY]sleep around[PET_BOUNDARY], no questions asked, but if a woman makes nineteen or twenty mistakes she's a tramp."" -- joan rivers.",1,,sleep around,sometimes_euph,,""" A man can sleep around , no questions asked , but if a woman makes nineteen or twenty mistakes she 's a tramp . "" -- Joan Rivers ."
24,24,24,Adequate tools of exercise training are considered to improve physical fitness and general working capacity in persons with amputation. The implementation in medical institutions of the sum total of amputee rehabilitation prepares adults with an amputation for their return to life in the community as [PET_BOUNDARY]able-bodied[PET_BOUNDARY] persons.,1,physical/mental attributes,able-bodied,sometimes_euph,The implementation in medical institutions of the sum total of amputee rehabilitation prepares adults with an amputation for their return to life in the community as able-bodied persons,
1259,1259,1259,"Right now I'm reading A Lawyer's Journey: The Morris Dees Story about a lawyer in the U.S. who fights for civil rights. I'm also reading the last book Toshisada Nishida, the eminent Japanese primatologist, wrote before he [PET_BOUNDARY]passed away[PET_BOUNDARY] recently. It's about the Mahale chimpanzees in Tanzania. ",1,death,pass away,sometimes_euph,I'm also reading the last book Toshisada Nishida the eminent Japanese primatologist wrote before he passed away recently,
2672,2672,2672," Behold, a virgin shall be [PET_BOUNDARY]with child[PET_BOUNDARY], and shall bring forth a son, and they shall call his name Emmanuel', which being interpreted is, (Eloah) with us.",1,,with child,sometimes_euph,," Behold , a virgin shall be with child , and shall bring forth a son , and they shall call his name Emmanuel ' , which being interpreted is , ( Eloah ) with us ."
1956,1956,1956,"Despite giving the Hannah Montana star a sparkling Neil Lane engagement ring in June, it seems that the Aussie actor may not be quite ready to settle down just yet, as he was spotted getting ""very [PET_BOUNDARY]cozy[PET_BOUNDARY]"" with a hot blonde at a Hollywood party last week, and RadarOnline.com has the exclusive details.",1,,cozy,sometimes_euph,,"Despite giving the Hannah Montana star a sparkling Neil Lane engagement ring in June , it seems that the Aussie actor may not be quite ready to settle down just yet , as he was spotted getting "" very cozy "" with a hot blonde at a Hollywood party last week , and RadarOnline.com has the exclusive details ."
1636,1636,1636,"Dauphine was a [PET_BOUNDARY]stout[PET_BOUNDARY] woman who dressed like the part-time voodoo mambo that she was, @ @ @ @ @ @ @ @ @ @ skirts. Her personal style was not a problem in this part of the world, where voodoo mambos in full ceremonial regalia didn't attract one whit of attention. ",1,physical/mental attributes,stout,sometimes_euph,Dauphine was a stout woman who dressed like the part-time voodoo mambo that she was skirts,
943,943,943,The [PET_BOUNDARY]late[PET_BOUNDARY] Gene Corrigan hired McGraw in 1987 to succeed Mary DiStanislao to take over a national afterthought of a women's basketball program a little over a year after he lured Lou Holtz to resuscitate the storied football program that had been relegated to a similar stature.,1,death,late,sometimes_euph,The late Gene Corrigan hired McGraw in 1987 to succeed Mary DiStanislao to take over a national afterthought of a women's basketball program a little over a year after he lured Lou Holtz to resuscitate the storied football program that had been relegated to a similar stature,
1551,1551,1551,"Until Malaysia let her know she wasn't the one, then Laura becomes sweet. Don't like Gloria AT ALL-and if she [PET_BOUNDARY]slept with[PET_BOUNDARY] Laura's man AFTER he was Laura's man-that would be pretty weird and it would make sense that that would be the fight they don't air and that Laura won't give any names on. Gloria seems so stuck up, but in reality she is covering up her insecurities-which was showcased when Matt said he just now getting into her. ",1,sexual activity,sleep with,sometimes_euph,Don't like Gloria AT ALL-and if she slept with Laura's man AFTER he was Laura's man-that would be pretty weird and it would make sense that that would be the fight they don't air and that Laura won't give any names on,
32,32,32,"Special character Nork Deddog, the thick but doggedly-loyal Ogryn bodyguard, will retaliate if a Commissar executes the officer he's protecting. Meanwhile the Catachan Jungle Fighters, being a bunch of headstrong commando types, dislike Commissars to the extent that before a battle you have to check to see if the political officers have suffered an ""[PET_BOUNDARY]accident[PET_BOUNDARY]""-the ""Oops, Sorry Sir!"" rule.",1,misc.,accident,sometimes_euph,Meanwhile the Catachan Jungle Fighters being a bunch of headstrong commando types dislike Commissars to the extent that before a battle you have to check to see if the political officers have suffered an accident-the Oops Sorry Sir,
1461,1461,1461,"Multiple ""partners"" as you call it was NEVER in the plans of God-- He CREATED one man and for that one man He created ONE WOMAN, not tow, not fity, and not another man. Multiple partners and [PET_BOUNDARY]same sex[PET_BOUNDARY] partners was NEVER the original plan of God. ",1,physical/mental attributes,same-sex,sometimes_euph,Multiple partners and same sex partners was NEVER the original plan of God,
