,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sentence,annotation,idiom,usage,variant,pos_tags,complete,text,label
1136,1136,13967,21089,"Priskin's back to his mischievous ways, though he now knows to keep a low profile on washing day.",0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0,keep a low profile,figurative,identical,PROPN NOUN ADP ADJ ADJ NOUN ADP PRON ADV VERB PART VERB DET ADJ NOUN ADP NOUN NOUN,1,"Priskin's back to his mischievous ways, though he now knows to  keep a low profile  on washing day.",True
1137,1137,24105,36062,"You tell her you slept rough? """,0 0 0 0 1 1 0,sleep rough,figurative,inflection,PRON VERB PRON PRON VERB ADJ PUNCT,1,"You tell her you  slept rough?  """,True
1138,1138,20804,31268,Old university pecking order draws new blood,0 0 1 1 0 0 0,pecking order,figurative,identical,ADJ NOUN VERB NOUN VERB ADJ NOUN,1,Old university  pecking order  draws new blood,True
1139,1139,29676,44288,"' Worked like a charm, ' Devlin said.",0 1 1 0 1 0 0 0,work like a charm,figurative,combined-inflection,PUNCT VERB ADP DET NOUN PUNCT PROPN VERB,1,"'  Worked like a charm,  ' Devlin said.",True
1140,1140,23354,34810,And why should you save Aspen's face?,0 0 0 0 1 0 1,save face,figurative,combined-other,CCONJ ADV VERB PRON VERB PROPN NOUN,1,And why should you  save Aspen's face? ,True
1141,1141,10312,16336,"After all, at any one time in man's history, there are far more ‘ ordinary’ people ( and I do not mean that in a derogatory sense ) than those who hit the headlines.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1,hit the headlines,figurative,identical,ADV ADV ADP DET NUM NOUN ADP NOUN NOUN ADV VERB ADV ADV PUNCT ADJ NOUN PUNCT CCONJ PRON VERB ADV VERB ADP ADP DET ADJ NOUN PUNCT ADP DET NOUN VERB DET NOUN,1,"After all, at any one time in man's history, there are far more ‘ ordinary’ people ( and I do not mean that in a derogatory sense ) than those who  hit the headlines. ",True
1142,1142,29109,43469,He were wet behind the ears!,0 0 1 1 0 1,wet behind the ears,figurative,identical,PRON VERB ADJ ADP DET NOUN,1,He were  wet behind the ears! ,True
1143,1143,20845,31309,"Mount Tasman, at 11,482 ft the second highest mountain, must now be in line for a reversal of the pecking order.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1,pecking order,figurative,identical,PROPN PROPN ADP NUM ADP DET ADJ ADJ NOUN VERB ADV VERB ADP NOUN ADP DET NOUN ADP DET VERB NOUN,1,"Mount Tasman, at 11,482 ft the second highest mountain, must now be in line for a reversal of the  pecking order. ",True
1144,1144,25883,38759,Tired of Amiga and Mac users taking the mickey out of the pitiful beep your PC makes?,0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0,take the mickey,figurative,inflection,ADJ ADP PROPN CCONJ PROPN NOUN VERB DET NOUN ADP ADP DET ADJ NOUN ADJ NOUN VERB,1,Tired of Amiga and Mac users  taking the mickey  out of the pitiful beep your PC makes?,True
1145,1145,6517,10479,"At the time when the survey was conducted, the vast majority of Oxfordshire's schools had already reported the results of a whole school review to their governors and to the LEA, and the rest were about to follow suit.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1,follow suit,figurative,identical,ADP DET NOUN ADV DET NOUN VERB VERB DET ADJ NOUN ADP PROPN NOUN VERB ADV VERB DET NOUN ADP DET ADJ NOUN NOUN ADP ADJ NOUN CCONJ ADP DET PROPN CCONJ DET NOUN VERB ADJ PART VERB NOUN,1,"At the time when the survey was conducted, the vast majority of Oxfordshire's schools had already reported the results of a whole school review to their governors and to the LEA, and the rest were about to  follow suit. ",True
1146,1146,11367,18199,Sandy had given the boat a hefty kick before collapsing on the beach in stitches.’,0 0 0 0 0 0 0 0 0 0 0 0 0 1 1,in stitches,figurative,dashes,PROPN VERB VERB DET NOUN DET ADJ NOUN ADP VERB ADP DET NOUN ADP PUNCT,1,Sandy had given the boat a hefty kick before collapsing on the beach  in stitches.’ ,True
1147,1147,25625,38501,"Following the coup attempt Aquino had promised to "" take stock "" and address some of the popular grievances such as breakdowns in transportation and electricity services.",0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,take stock,figurative,identical,VERB DET NOUN NOUN PROPN VERB VERB PART PUNCT VERB NOUN PUNCT CCONJ VERB DET ADP DET ADJ NOUN ADJ ADP NOUN ADP NOUN CCONJ NOUN NOUN,1,"Following the coup attempt Aquino had promised to ""  take stock  "" and address some of the popular grievances such as breakdowns in transportation and electricity services.",True
1148,1148,5288,8429,"Fish Sparks, who's been a bit down in the mouth since we rumbled his story, thought it was terrifically funny to start calling the Indians things like Sitting Bull and Tonto, but of course they didn't understand and anyway the rest of us sort of froze him out.",0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,down in the mouth,figurative,identical,NOUN PROPN NOUN VERB DET NOUN PART ADP DET NOUN ADP PRON VERB ADJ NOUN VERB PRON VERB ADV ADJ PART VERB VERB DET PROPN NOUN ADP VERB PROPN CCONJ PROPN CCONJ ADP NOUN PRON VERB VERB CCONJ ADV DET NOUN ADP PRON ADV ADV VERB PRON PART,1,"Fish Sparks, who's been a bit  down in the mouth  since we rumbled his story, thought it was terrifically funny to start calling the Indians things like Sitting Bull and Tonto, but of course they didn't understand and anyway the rest of us sort of froze him out.",True
1149,1149,1727,2411,"When James begins with the simple statement "" The poor young man hesitated and procrastinated "", he begs such questions as : Who was the young man?",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0,beg the question,figurative,combined-inflection,ADV PROPN VERB ADP DET ADJ NOUN PUNCT DET ADJ ADJ NOUN VERB CCONJ VERB PUNCT PRON VERB ADJ NOUN ADP PUNCT NOUN VERB DET ADJ NOUN,1,"When James begins with the simple statement "" The poor young man hesitated and procrastinated "", he  begs such questions  as : Who was the young man?",True
1150,1150,4407,7178,"Defender Peter May is out injured for Stockton, whose manager Alan Robinson said : ‘ The minute we take things for granted we will come unstuck.’",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1,come unstuck,figurative,dashes,NOUN PROPN PROPN VERB ADV VERB ADP PROPN ADJ NOUN PROPN PROPN VERB PUNCT PUNCT DET NOUN PRON VERB NOUN ADP VERB PRON VERB VERB PROPN,1,"Defender Peter May is out injured for Stockton, whose manager Alan Robinson said : ‘ The minute we take things for granted we will  come unstuck.’ ",True
1151,1151,26373,39408,"‘ They know each other well and the prince thinks the world of her but their relationship is purely platonic,’ she said.",0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0,think the world of,figurative,inflection,PUNCT PRON VERB DET ADJ NOUN CCONJ DET NOUN VERB DET NOUN ADP PRON CCONJ ADJ NOUN VERB ADV X PRON VERB,1,"‘ They know each other well and the prince  thinks the world of  her but their relationship is purely platonic,’ she said.",True
1152,1152,4881,7858,An unexpected piece of good fortune comes your way Saturday in the form of a friend or admirer willing to dig deep to help you out of a problem or into a successful proposition.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0,dig deep,figurative,identical,DET ADJ NOUN ADP ADJ NOUN VERB ADJ NOUN PROPN ADP DET NOUN ADP DET NOUN CCONJ ADV ADJ PART VERB ADJ PART VERB PRON ADP ADP DET NOUN CCONJ ADP DET ADJ NOUN,1,An unexpected piece of good fortune comes your way Saturday in the form of a friend or admirer willing to  dig deep  to help you out of a problem or into a successful proposition.,True
1153,1153,27323,40617,Imagine my surprise when I heard Douglas Hurd say that the only thing which would make Saddam Hssein toe the line on UN demands short of outright force was sanctions.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0,toe the line,figurative,identical,VERB ADJ NOUN ADV PRON VERB PROPN PROPN VERB ADP DET ADJ NOUN ADJ VERB VERB PROPN PROPN VERB DET NOUN ADP PROPN VERB ADJ ADP ADJ NOUN VERB NOUN,1,Imagine my surprise when I heard Douglas Hurd say that the only thing which would make Saddam Hssein  toe the line  on UN demands short of outright force was sanctions.,True
1154,1154,19348,28828,What's wrong with flying round the M25 once in a while?,0 0 0 0 0 0 0 1 1 0 1,once in a while,figurative,identical,NOUN ADJ ADP VERB ADP DET PROPN ADV ADP DET NOUN,1,What's wrong with flying round the M25  once in a while? ,True
1155,1155,84,92,It is also hoped to produce estimates across the board up to 1962 as a contribution to the complete picture up to the present.,0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,across the board,figurative,identical,PRON VERB ADV VERB PART VERB NOUN ADP DET NOUN ADP PART NUM ADP DET NOUN ADP DET ADJ NOUN ADP ADP DET NOUN,1,It is also hoped to produce estimates  across the board  up to 1962 as a contribution to the complete picture up to the present.,True
1156,1156,4591,7421,"Aye, I 'm crystal clear.",0 0 0 1 1,crystal clear,figurative,identical,INTJ PRON VERB NOUN ADJ,1,"Aye, I 'm  crystal clear. ",True
1157,1157,26890,40184,"We were ordinary seafaring men and founding and running a national union was, to say the least, a job for which we had had no training.",0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0,to say the least,figurative,identical,PRON VERB ADJ VERB NOUN CCONJ NOUN CCONJ VERB DET ADJ NOUN VERB PART VERB DET ADJ DET NOUN ADP ADJ PRON VERB VERB DET NOUN,1,"We were ordinary seafaring men and founding and running a national union was,  to say the least,  a job for which we had had no training.",True
1158,1158,12837,19724,"You, you, I 'm sure you read about the twenty two million pound deal with er, B B C and er, and there are, there are other deals in the offing.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1,in the offing,figurative,identical,PRON PRON PRON VERB ADJ PRON VERB ADP DET NUM NUM NUM NOUN NOUN ADP INTJ PROPN PROPN PROPN CCONJ INTJ CCONJ ADV VERB ADV VERB ADJ NOUN ADP DET NOUN,1,"You, you, I 'm sure you read about the twenty two million pound deal with er, B B C and er, and there are, there are other deals  in the offing. ",True
1159,1159,24251,36231,But here is a slow - but - sure formula for manifesting our Dreams.,0 0 0 0 1 0 1 0 1 0 0 0 0 0,slow but sure,figurative,dashes,CCONJ ADV VERB DET ADJ PUNCT CCONJ PUNCT ADJ NOUN ADP VERB ADJ PROPN,1,But here is a  slow - but - sure  formula for manifesting our Dreams.,True
1160,1160,19354,28834,"And of course the same thing applied with clothes and shoes, they always inspected the cleansiness and if your shoes had holes in or anything then once in a while there were new ones came in and y you were fitted out.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0,once in a while,figurative,identical,CCONJ ADP NOUN DET ADJ NOUN VERB ADP NOUN CCONJ NOUN PRON ADV VERB DET NOUN CCONJ ADP ADJ NOUN VERB NOUN ADP CCONJ NOUN ADV ADV ADP DET NOUN ADV VERB ADJ NOUN VERB ADV CCONJ PRON PRON VERB VERB PART,1,"And of course the same thing applied with clothes and shoes, they always inspected the cleansiness and if your shoes had holes in or anything then  once in a while  there were new ones came in and y you were fitted out.",True
1161,1161,14501,22017,"The Catholic Church had made a bad mistake with Galileo when it tried to lay down the law on a question of science, declaring that the sun went round the earth.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0,lay down the law,figurative,identical,DET PROPN PROPN VERB VERB DET ADJ NOUN ADP PROPN ADV PRON VERB PART VERB PART DET NOUN ADP DET NOUN ADP NOUN VERB ADP DET NOUN VERB ADV DET NOUN,1,"The Catholic Church had made a bad mistake with Galileo when it tried to  lay down the law  on a question of science, declaring that the sun went round the earth.",True
1162,1162,14101,21306,"Just as demilitarized zones may serve the cause of preventive diplomacy and preventive deployment to avoid conflict, so may demilitarization assist in keeping the peace or in post - conflict peace - building, as a measure for heightening the sense of security and encouraging the parties to turn their energies to the work of peaceful restoration of their societies.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,keep the peace,figurative,inflection,ADV ADP VERB NOUN VERB VERB DET NOUN ADP ADJ NOUN CCONJ ADJ NOUN PART VERB NOUN CCONJ VERB NOUN VERB ADP VERB DET NOUN CCONJ ADP NOUN PUNCT NOUN NOUN PUNCT NOUN ADP DET NOUN ADP VERB DET NOUN ADP NOUN CCONJ VERB DET NOUN PART VERB ADJ NOUN ADP DET NOUN ADP ADJ NOUN ADP ADJ NOUN,1,"Just as demilitarized zones may serve the cause of preventive diplomacy and preventive deployment to avoid conflict, so may demilitarization assist in  keeping the peace  or in post - conflict peace - building, as a measure for heightening the sense of security and encouraging the parties to turn their energies to the work of peaceful restoration of their societies.",True
1163,1163,8925,14218,Surely they wouldn't make them go the whole distance in the dark?,0 0 0 0 0 1 0 0 1 0 0 0,go the distance,figurative,insertion-other,ADV PRON VERB VERB PRON VERB DET ADJ NOUN ADP DET NOUN,1,Surely they wouldn't make them  go the whole distance  in the dark?,True
1164,1164,22065,32979,Haven't we put the cat among the pigeons?,0 0 1 0 1 1 0 1,put the cat among the pigeons,figurative,identical,VERB PRON VERB DET NOUN ADP DET NOUN,1,Haven't we  put the cat among the pigeons? ,True
1165,1165,16587,25555,"That was the danger as Arsenal, chasing success on two cup fronts but arriving on a roll of four straight wins and reinforced by the returns of Ian Wright, Lee Dixon and John Jensen, massed behind the ball and waited to pounce on the break.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,on a roll,figurative,identical,DET VERB DET NOUN ADP PROPN VERB NOUN ADP NUM NOUN NOUN CCONJ VERB ADP DET NOUN ADP NUM ADJ NOUN CCONJ VERB ADP DET NOUN ADP PROPN PROPN PROPN PROPN CCONJ PROPN PROPN VERB ADP DET NOUN CCONJ VERB PART VERB ADP DET NOUN,1,"That was the danger as Arsenal, chasing success on two cup fronts but arriving  on a roll  of four straight wins and reinforced by the returns of Ian Wright, Lee Dixon and John Jensen, massed behind the ball and waited to pounce on the break.",True
1166,1166,953,1290,"First, the complete omission of ‘ When I have often heard young maids complaining’(This may seem surprising, given that the text managed to get into the quarto, even if late ; but as a continuo song it could, at a pinch, have been accompanied by the harpsichordist from a separate sheet, with a gamba player reading over his shoulder.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,at a pinch,figurative,identical,ADV DET ADJ NOUN ADP PUNCT ADV PRON VERB ADV VERB ADJ NOUN PRON VERB VERB ADJ VERB ADP DET NOUN VERB PART VERB ADP DET NOUN ADV ADP ADV PUNCT CCONJ ADP DET ADJ NOUN PRON VERB ADP DET NOUN VERB VERB VERB ADP DET NOUN ADP DET ADJ NOUN ADP DET ADJ NOUN VERB ADP ADJ NOUN,1,"First, the complete omission of ‘ When I have often heard young maids complaining’(This may seem surprising, given that the text managed to get into the quarto, even if late ; but as a continuo song it could,  at a pinch,  have been accompanied by the harpsichordist from a separate sheet, with a gamba player reading over his shoulder.",True
1167,1167,23237,34674,She rode furiously to the asylum grounds and looked up at the tree where the leaves had run riot in late summer.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0,run riot,figurative,identical,PRON VERB ADV ADP DET ADJ NOUN CCONJ VERB PART ADP DET NOUN ADV DET NOUN VERB VERB NOUN ADP ADJ NOUN,1,She rode furiously to the asylum grounds and looked up at the tree where the leaves had  run riot  in late summer.,True
1168,1168,29391,43842,Faust plug back in and put the boot in with a vengeance.,0 0 0 0 0 0 0 0 0 1 0 1,with a vengeance,figurative,identical,PROPN VERB PART ADV CCONJ VERB DET NOUN PART ADP DET NOUN,1,Faust plug back in and put the boot in  with a vengeance. ,True
1169,1169,24785,36923,Ekoku failed to stake his claim for a place against the Dutch.,0 0 0 1 0 1 0 0 0 0 0 0,stake a claim,figurative,determiner-broad,PROPN VERB PART VERB ADJ NOUN ADP DET NOUN ADP DET PROPN,1,Ekoku failed to  stake his claim  for a place against the Dutch.,True
1170,1170,25050,37489,"Sorry times, indeed, for Coventry, whose Midland rivals are streets ahead in strength in depth.",0 0 0 0 0 0 0 0 0 1 1 0 0 0 0,streets ahead,figurative,identical,ADJ NOUN ADV ADP PROPN ADJ PROPN NOUN VERB NOUN ADV ADP NOUN ADP NOUN,1,"Sorry times, indeed, for Coventry, whose Midland rivals are  streets ahead  in strength in depth.",True
1171,1171,24473,36513,"This story, perhaps somewhat less than scintillating to today's thrill - seeking reader, was nevertheless hot news at the time and, moreover, speaks volumes for the then ethos of the paper ; a lightweight, trade bulletin largely concerned with the doings of big band leaders and crooners, the dominant pop music of the time.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,speak volumes,figurative,inflection,DET NOUN ADV ADV ADJ ADP VERB ADP NOUN NOUN PUNCT VERB NOUN VERB ADV ADJ NOUN ADP DET NOUN CCONJ ADV VERB NOUN ADP DET ADV NOUN ADP DET NOUN PUNCT DET ADJ NOUN NOUN ADV ADJ ADP DET NOUN ADP ADJ NOUN NOUN CCONJ NOUN DET ADJ NOUN NOUN ADP DET NOUN,1,"This story, perhaps somewhat less than scintillating to today's thrill - seeking reader, was nevertheless hot news at the time and, moreover,  speaks volumes  for the then ethos of the paper ; a lightweight, trade bulletin largely concerned with the doings of big band leaders and crooners, the dominant pop music of the time.",True
1172,1172,800,1080,But Kiss have certainly done well in an environment where longevity is not aspired to as a rule …,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0,as a rule,figurative,identical,CCONJ PROPN VERB ADV VERB ADV ADP DET NOUN ADV NOUN VERB ADV VERB ADP ADP DET NOUN PUNCT,1,But Kiss have certainly done well in an environment where longevity is not aspired to  as a rule  …,True
1173,1173,19765,30006,It is an irresistible inference that before 5 p.m. the mother had discussed the question of blood transfusions with her daughter because Miss T. ‘ out of the blue’ according to the nurse raised the subject.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0,out of the blue,figurative,dashes,PRON VERB DET ADJ NOUN ADP ADP NUM ADV DET NOUN VERB VERB DET NOUN ADP NOUN NOUN ADP ADJ NOUN ADP PROPN PROPN PUNCT ADP ADP DET NOUN VERB ADP DET NOUN VERB DET NOUN,1,It is an irresistible inference that before 5 p.m. the mother had discussed the question of blood transfusions with her daughter because Miss T. ‘  out of the blue’  according to the nurse raised the subject.,True
1174,1174,26419,39454,"One has to think twice before one orders a cup of coffee, in case one's making use of one's position.",0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,think twice,figurative,identical,PRON VERB PART VERB ADV ADP NUM NOUN DET NOUN ADP NOUN ADP NOUN PRON VERB NOUN ADP PRON NOUN,1,"One has to  think twice  before one orders a cup of coffee, in case one's making use of one's position.",True
1175,1175,4565,7395,"We start not with the sins of the father within us, nor with the sins of anyone else, but as crystal clear water, into which dirty sump oil is poured.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0,crystal clear,figurative,identical,PRON VERB ADV ADP DET NOUN ADP DET NOUN ADP PRON CCONJ ADP DET NOUN ADP NOUN ADV CCONJ ADP NOUN ADJ NOUN ADP ADJ ADJ NOUN NOUN VERB VERB,1,"We start not with the sins of the father within us, nor with the sins of anyone else, but as  crystal clear  water, into which dirty sump oil is poured.",True
1176,1176,19519,29293,"Bob Kimmins heaved open the floodgates and Mike Fielden, Hesketh with a second, Brendan Hanavan, Allan Wyllie and Charles Cusani allowed Lancashire to pour through unopposed.",0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,open the floodgates,figurative,identical,PROPN PROPN VERB VERB DET NOUN CCONJ PROPN PROPN PROPN ADP DET ADJ PROPN PROPN PROPN PROPN CCONJ PROPN PROPN VERB PROPN PART VERB ADP ADJ,1,"Bob Kimmins heaved  open the floodgates  and Mike Fielden, Hesketh with a second, Brendan Hanavan, Allan Wyllie and Charles Cusani allowed Lancashire to pour through unopposed.",True
1177,1177,7016,11240,"I 'm supposed to be resting, but after I 'd had forty winks, I felt a lot better, so I toddled over here.",0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0,forty winks,figurative,identical,PRON NOUN VERB PART VERB VERB CCONJ ADP PRON VERB VERB NUM NOUN PRON VERB DET NOUN ADJ CCONJ PRON VERB ADV ADV,1,"I 'm supposed to be resting, but after I 'd had  forty winks,  I felt a lot better, so I toddled over here.",True
1178,1178,24513,36562,The woman Gazza sacked spills the beans.,0 0 0 0 1 0 1,spill the beans,figurative,inflection,DET NOUN PROPN VERB VERB DET NOUN,1,The woman Gazza sacked  spills the beans. ,True
1179,1179,21528,32161,I hope the Committee will point the finger at the real culprits in its concluding report.,0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0,point the finger,figurative,identical,PRON VERB DET PROPN VERB VERB DET NOUN ADP DET ADJ NOUN ADP ADJ VERB NOUN,1,I hope the Committee will  point the finger  at the real culprits in its concluding report.,True
1180,1180,12468,19314,"I mean, in the long run their both, they both give the same outcome, alright, but farmers want to try and avoid that variability of income, alright, so they 'll much prefer to, instead of having, you know, they probably prefer erm, a certain income of forty pounds rather than erm, an equal chance of getting one hundred pounds or zero.",0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,in the long run,figurative,identical,PRON VERB ADP DET ADJ NOUN ADJ DET PRON DET VERB DET ADJ NOUN INTJ CCONJ NOUN VERB PART VERB CCONJ VERB DET NOUN ADP NOUN INTJ ADV PRON VERB ADV VERB PART ADV ADP VERB PRON VERB PRON ADV VERB NOUN DET ADJ NOUN ADP NUM NOUN ADV ADP NOUN DET ADJ NOUN ADP VERB NUM NUM NOUN CCONJ NUM,1,"I mean,  in the long run  their both, they both give the same outcome, alright, but farmers want to try and avoid that variability of income, alright, so they 'll much prefer to, instead of having, you know, they probably prefer erm, a certain income of forty pounds rather than erm, an equal chance of getting one hundred pounds or zero.",True
1181,1181,25911,38787,I think they were just taking the piss.,0 0 0 0 0 1 0 1,take the piss,figurative,inflection,PRON VERB PRON VERB ADV VERB DET NOUN,1,I think they were just  taking the piss. ,True
1182,1182,7158,11434,I am one of the hon. Members who has started a business from scratch and who has been an employer of quite a lot of people whose jobs were created out of that initiative and enterprise.,0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,from scratch,figurative,identical,PRON VERB NUM ADP DET NOUN NOUN NOUN VERB VERB DET NOUN ADP NOUN CCONJ NOUN VERB VERB DET NOUN ADP ADJ DET NOUN ADP NOUN ADJ NOUN VERB VERB ADP ADP DET NOUN CCONJ NOUN,1,I am one of the hon. Members who has started a business  from scratch  and who has been an employer of quite a lot of people whose jobs were created out of that initiative and enterprise.,True
1183,1183,15729,24092,"This led the government, in the words of one senior manager, repeatedly to ‘ move the goalposts’, in other words to change the criteria that BR had to meet for electrification schemes to be approved.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,move the goalposts,figurative,dashes,DET VERB DET NOUN ADP DET NOUN ADP NUM ADJ NOUN ADV ADP PUNCT NOUN DET NOUN ADP ADJ NOUN PART VERB DET NOUN ADJ PROPN VERB PART VERB ADP NOUN NOUN PART VERB VERB,1,"This led the government, in the words of one senior manager, repeatedly to ‘  move the goalposts’,  in other words to change the criteria that BR had to meet for electrification schemes to be approved.",True
1184,1184,11696,18528,Four out of five customers now stay in the black.,0 0 0 0 0 0 0 1 0 1,in the black,figurative,identical,NUM ADP ADP NUM NOUN ADV VERB ADP DET NOUN,1,Four out of five customers now stay  in the black. ,True
1185,1185,5201,8239,"We ought to be seeking to build on the quite hopeful developments, in the greater Beirut area anyway, over the last few days, but instead we appear to be getting even more dog in the manger in our attitude towards Syria.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0,dog in the manger,figurative,identical,PRON VERB PART VERB VERB PART VERB ADP DET ADV ADJ NOUN ADP DET ADJ PROPN NOUN ADV ADP DET ADJ ADJ NOUN CCONJ ADV PRON VERB PART VERB VERB ADV ADJ NOUN ADP DET NOUN ADP ADJ NOUN ADP PROPN,1,"We ought to be seeking to build on the quite hopeful developments, in the greater Beirut area anyway, over the last few days, but instead we appear to be getting even more  dog in the manger  in our attitude towards Syria.",True
1186,1186,1397,1777,I don't actually really believe at the end of the day that that is something you that is rightly called business.,0 0 0 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0,at the end of the day,figurative,identical,PRON VERB ADV ADV VERB ADP DET NOUN ADP DET NOUN ADP DET VERB NOUN PRON ADJ VERB ADV VERB NOUN,1,I don't actually really believe  at the end of the day  that that is something you that is rightly called business.,True
1187,1187,10172,16032,"This kind of heart - to - heart conversation is quite different from a form of interaction where solidarity is established around common causes, or against common enemies or threats.",0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,heart to heart,figurative,dashes,DET NOUN ADP NOUN PUNCT ADP PUNCT NOUN NOUN VERB ADV ADJ ADP DET NOUN ADP NOUN ADV NOUN VERB VERB ADP ADJ NOUN CCONJ ADP ADJ NOUN CCONJ NOUN,1,"This kind of  heart - to - heart  conversation is quite different from a form of interaction where solidarity is established around common causes, or against common enemies or threats.",True
1188,1188,22920,34144,"As well as giving Graham round the clock attention, the search for a cure has often taken both Kathleen and her husband away from their home and their daughters.",0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,round the clock,figurative,identical,ADV ADV ADP VERB PROPN ADP DET NOUN NOUN DET NOUN ADP DET NOUN VERB ADV VERB CCONJ PROPN CCONJ ADJ NOUN ADV ADP ADJ NOUN CCONJ ADJ NOUN,1,"As well as giving Graham  round the clock  attention, the search for a cure has often taken both Kathleen and her husband away from their home and their daughters.",True
1189,1189,12985,19872,"The Economy Minister revealed that ‘ further good news’ was in the pipeline, and hinted that a couple of projects were being negotiated.",0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0,in the pipeline,figurative,identical,DET PROPN PROPN VERB ADP PUNCT ADJ ADJ NOUN VERB ADP DET NOUN CCONJ VERB ADP DET NOUN ADP NOUN VERB VERB VERB,1,"The Economy Minister revealed that ‘ further good news’ was  in the pipeline,  and hinted that a couple of projects were being negotiated.",True
