,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sentence,annotation,idiom,usage,variant,pos_tags,complete,text,label,clean_text,char_count,word_count,topic_sim_sum,topic_sim_index,topic_matches,score
1596,1514.0,7055,1685927,,,,,,,,"Check out Bob Whittaker 's ' Bugs ' site for more info on how to get involved in the solution : "" ANTI-RACIST "" is just codeword for ANTI -WHITE .",0,"check out bob whittaker 's ' bugs ' site for more info on how to get involved in the solution : "" anti-racist "" is just codeword for anti -white .",146.0,31.0,0.0,0.0,[],
1134,1239.0,359,337026,,,,,,,,"We arrive at the hub sometime between 11:00 PM and 1:00 AM . Now we have a little time while the freight goes through the "" sort "" . If you 're lucky you might find an empty recliner to nap in for a bit .",0,"we arrive at the hub sometime between : pm and : am . now we have a little time while the freight goes through the "" sort "" . if you 're lucky you might find an empty recliner to nap in for a bit .",197.0,46.0,0.0,0.0,[],
1460,2076.0,4622,792755,,,,,,,,"NEW YORK ( CNNMoney ) -- Unlimited data plans have n't quite gone the way of the dinosaur , but they 're lurching toward extinction . Want to stay free from tracking the gigabytes of data your new iPhone 5 is sucking down ? Here 's a rundown of your dwindling options , listed in order from the easiest to the most agonizing .",0,"new york ( cnnmoney ) -- unlimited data plans have n't quite gone the way of the dinosaur , but they 're lurching toward extinction . want to stay free from tracking the gigabytes of data your new iphone  is sucking down ? here 's a rundown of your dwindling options , listed in order from the easiest to the most agonizing .",325.0,63.0,0.0,0.0,[],
988,1668.0,7878,269728,,,,,,,,"Community Cup Challenge Next Week : Wizards has supplied more details on this year 's CCC , including the formats , here . We are still waiting for info on the Wizards team , etc . Coverage should start the middle of next week . Wizards also announced that the players will be using the new interface . I have to assume that means someone at WOTC will be streaming the event , otherwise we wo n't see the interface at all .",0,"community cup challenge next week : wizards has supplied more details on this year 's ccc , including the formats , here . we are still waiting for info on the wizards team , etc . coverage should start the middle of next week . wizards also announced that the players will be using the new interface . i have to assume that means someone at wotc will be streaming the event , otherwise we wo n't see the interface at all .",423.0,83.0,0.0,0.0,[],
1350,1604.0,8743,25338,,,,,,,,"An easy way to help the study of transcommunication is to become a member of the Association TransCommunication . For the annual $30 membership , members will receive four quarterly NewsJournals and have access to the Idea Exchange . The Idea Exchange is an excellent place to share examples and get help with your ITC experiments . It also includes an archive of over 90 newsletters and NewsJournals including all published since 2000 .",0,"an easy way to help the study of transcommunication is to become a member of the association transcommunication . for the annual $ membership , members will receive four quarterly newsjournals and have access to the idea exchange . the idea exchange is an excellent place to share examples and get help with your itc experiments . it also includes an archive of over  newsletters and newsjournals including all published since  .",429.0,72.0,0.0,0.0,[],
1201,1295.0,3589,245703,,,,,,,,"There is salvation in no one else ! God has given no other name under heaven by which we must be saved . """,0,"there is salvation in no one else ! god has given no other name under heaven by which we must be saved . """,106.0,24.0,0.0,0.0,[],
996,1285.0,6164,69949,,,,,,,,"##156010 <h> Must - Have To <h> Modal forms must , have to , must n't and do n't have to explained",0,"##  must - have to  modal forms must , have to , must n't and do n't have to explained",86.0,20.0,0.0,0.0,[],
1875,1684.0,3082,1203443,,,,,,,,"Though , in these politically-correct and socially-changing times , it 's only a fact you see more evidently when some people in the South muster up enough "" courage "" to spew their racist remarks in anonymity or in numbers .",0,"though , in these politically-correct and socially-changing times , it 's only a fact you see more evidently when some people in the south muster up enough "" courage "" to spew their racist remarks in anonymity or in numbers .",225.0,41.0,0.0,0.0,[],
1238,1198.0,5101,560243,,,,,,,,But our replacement for polypropylene did not come from such a mutual development process with a mill ; it came from out of the blue .,0,but our replacement for polypropylene did not come from such a mutual development process with a mill ; it came from out of the blue .,134.0,26.0,0.0,0.0,[],
1735,2154.0,4607,434938,,,,,,,,The Missing Piece Meets the Big O The missing piece sat alone waiting for someone to come along and take it somewhere .... The different ones it encounters - and what it discovers in its helplessness - are portrayed with simplicity and compassion in the words and drawings of Shel Silverstein .,0,the missing piece meets the big o the missing piece sat alone waiting for someone to come along and take it somewhere .... the different ones it encounters - and what it discovers in its helplessness - are portrayed with simplicity and compassion in the words and drawings of shel silverstein .,294.0,52.0,0.0,0.0,[],
1149,1390.0,2441,1267070,,,,,,,,"Because of stuff like this , an increasing number of Americans have decided that it is better to be armed .",0,"because of stuff like this , an increasing number of americans have decided that it is better to be armed .",107.0,21.0,0.0,0.0,[],
1375,1520.0,6428,519567,,,,,,,,"The Standard Nibs : The first two to discuss are the default nibs depending on the tablet you have , but suffice it to say that unless you have already gone changing your nibs , this is the experience we felt most people were after . As long as you are using the pen and nib that came with the tablet , this is the nib you are using .",0,"the standard nibs : the first two to discuss are the default nibs depending on the tablet you have , but suffice it to say that unless you have already gone changing your nibs , this is the experience we felt most people were after . as long as you are using the pen and nib that came with the tablet , this is the nib you are using .",334.0,70.0,0.0,0.0,[],
1213,1117.0,111,41143,,,,,,,,"Nope , no fear . But I will tell you this . You PROVE that you are living in fear by the way you make up all this crap . You are n't even making sense . It just shows that you are in a mass panic because you 're terrified @ @ @ @ @ @ @ @ @ @ them . +++++++++",0,"nope , no fear . but i will tell you this . you prove that you are living in fear by the way you make up all this crap . you are n't even making sense . it just shows that you are in a mass panic because you 're terrified @ @ @ @ @ @ @ @ @ @ them . +++++++++",258.0,64.0,0.0,0.0,[],
1265,1830.0,7532,682821,,,,,,,,"On the top of a connection 's profile , you 'll see recommended endorsements for them . You can suggest additional skills as well .",0,"on the top of a connection 's profile , you 'll see recommended endorsements for them . you can suggest additional skills as well .",131.0,25.0,0.0,0.0,[],
1128,1809.0,7022,111677,,,,,,,,"I firmly believe every step I take is ordained by our heavenly Father and He would never lead me to the brink of a difficult situation only to abandon me . He would not say , "" Okay , David , I 've directed you up to this point . Now you 're on your own . """,0,"i firmly believe every step i take is ordained by our heavenly father and he would never lead me to the brink of a difficult situation only to abandon me . he would not say , "" okay , david , i 've directed you up to this point . now you 're on your own . """,257.0,58.0,0.0,0.0,[],
1659,1565.0,6546,81663,,,,,,,,"To clarify to you and others , the real reason why ' some are better ' at being hairless has to do with regional adaptations to temperature . Hair functions to regulate body heat . In colder areas , people are generally hairier . That 's not always the case , such as the Nepalese and Tibetan populations are relatively hairless . But in areas like the Caucuses ,",0,"to clarify to you and others , the real reason why ' some are better ' at being hairless has to do with regional adaptations to temperature . hair functions to regulate body heat . in colder areas , people are generally hairier . that 's not always the case , such as the nepalese and tibetan populations are relatively hairless . but in areas like the caucuses ,",363.0,69.0,0.0,0.0,[],
1884,1173.0,8044,1031682,,,,,,,,"This should be a premise taken on by wrestling fans too , but we know that people in general need a vessel to unleash their fury among the unexpected . They have problems in their own lives , and hate on @ @ @ @ @ @ @ @ @ @ .",0,"this should be a premise taken on by wrestling fans too , but we know that people in general need a vessel to unleash their fury among the unexpected . they have problems in their own lives , and hate on @ @ @ @ @ @ @ @ @ @ .",225.0,52.0,0.0,0.0,[],
1764,1738.0,432,1525334,,,,,,,,"As noted above , Abercrombie &; Fitch has been around since 1892 . We do n't know which is @ @ @ @ @ @ @ @ @ @ in 1998 netted $815.8 million in sales ( up 56% from 1997 ) needs to give away $25 gift certificates to boost sales or that someone who 'd have to be at least 125 years old is sending e-mail .",0,"as noted above , abercrombie &; fitch has been around since  . we do n't know which is @ @ @ @ @ @ @ @ @ @ in  netted $. million in sales ( up % from  ) needs to give away $ gift certificates to boost sales or that someone who 'd have to be at least  years old is sending e-mail .",280.0,65.0,0.0,0.0,[],
1372,1242.0,2664,113551,,,,,,,,"During the first three weeks of the regular season , the league came under heavy criticism from fans @ @ @ @ @ @ @ @ @ @",0,"during the first three weeks of the regular season , the league came under heavy criticism from fans @ @ @ @ @ @ @ @ @ @",120.0,28.0,0.0,0.0,[],
1286,1911.0,3166,246230,,,,,,,,"Obviously , Miles is preparing for Hurst not to be with the team Saturday . He said that Josh Dworaczyk would start at left tackle if Hurst is not available . Miles did say that Hurst never expressed to him that he wanted to leave the team .",0,"obviously , miles is preparing for hurst not to be with the team saturday . he said that josh dworaczyk would start at left tackle if hurst is not available . miles did say that hurst never expressed to him that he wanted to leave the team .",241.0,48.0,0.0,0.0,[],
1197,1139.0,5306,313357,,,,,,,,"Have you come out of your shell yet ? It 's OK if you 're shy . A lot of kids are shy when they 're young . That does n't mean you always have to be shy , though . If you 're ready to come out of your shell , here are some tips you can use to become less shy :",0,"have you come out of your shell yet ? it 's ok if you 're shy . a lot of kids are shy when they 're young . that does n't mean you always have to be shy , though . if you 're ready to come out of your shell , here are some tips you can use to become less shy :",260.0,64.0,0.0,0.0,[],
1084,1767.0,4715,358965,,,,,,,,"In fact , most performers are fierce , competitive , ambitious and striving young people who do not need any one 's pity .",0,"in fact , most performers are fierce , competitive , ambitious and striving young people who do not need any one 's pity .",122.0,24.0,0.0,0.0,[],
1707,1430.0,42,1371707,,,,,,,,"The idea with "" smashed "" potatoes is to keep the texture rough and chunky , so do n't mash too vigorously . Because smashed potatoes stiffen as they cool , add enough liquid so that they start out just a little looser than you want .",0,"the idea with "" smashed "" potatoes is to keep the texture rough and chunky , so do n't mash too vigorously . because smashed potatoes stiffen as they cool , add enough liquid so that they start out just a little looser than you want .",234.0,47.0,0.0,0.0,[],
1542,1432.0,1030,811318,,,,,,,,iii . Participants in markets have perfect knowledge of the information driving the markets as well as all other participants .,0,iii . participants in markets have perfect knowledge of the information driving the markets as well as all other participants .,127.0,21.0,0.0,0.0,[],
1131,2173.0,5015,760404,,,,,,,,"Some Comment writers are acting as if our Against information was the procedure going to hurt you . It 's just information . Act on it as you will . But , please allow those of us who are medically informed and are trying to help , not harm you , some Brownie Points .",0,"some comment writers are acting as if our against information was the procedure going to hurt you . it 's just information . act on it as you will . but , please allow those of us who are medically informed and are trying to help , not harm you , some brownie points .",268.0,55.0,0.0,0.0,[],
976,2081.0,5143,910350,,,,,,,,"Bean - ( 1969 Technical Debrief ) "" I never noticed any slippery surfaces such as Neil and Buzz pointed out . The ground never felt slippery at all to me . The c.g. ( center of gravity ) problems they had were the same . I was very careful not to walk backward ; because , I noticed a couple of times when I did , I usually stepped in a crater or on uneven ground and it put me off balance . ( To Pete ) What do you think about the slipperiness ? """,0,"bean - (  technical debrief ) "" i never noticed any slippery surfaces such as neil and buzz pointed out . the ground never felt slippery at all to me . the c.g. ( center of gravity ) problems they had were the same . i was very careful not to walk backward ; because , i noticed a couple of times when i did , i usually stepped in a crater or on uneven ground and it put me off balance . ( to pete ) what do you think about the slipperiness ? """,444.0,96.0,0.0,0.0,[],
1501,1999.0,1509,1139277,,,,,,,,"From a trending perspective - the index remains in a long term uptrend . We must still respect that trend as there will be buying pressure at times . However , in the short term - we are seeing a correction .",0,"from a trending perspective - the index remains in a long term uptrend . we must still respect that trend as there will be buying pressure at times . however , in the short term - we are seeing a correction .",208.0,42.0,0.0,0.0,[],
1704,1975.0,6481,507907,,,,,,,,"Sure , it seemed like the writers had no idea how to end the sketch , but in a sketch that featured "" Donald Trump is doing a very amusing thing where he 's racist , "" hard to complain too much . Jason @ @ @ @ @ @ @ @ @ @ , and he made this one count .",0,"sure , it seemed like the writers had no idea how to end the sketch , but in a sketch that featured "" donald trump is doing a very amusing thing where he 's racist , "" hard to complain too much . jason @ @ @ @ @ @ @ @ @ @ , and he made this one count .",252.0,62.0,0.0,0.0,[],
1353,2157.0,8566,292536,,,,,,,,"And do n't think that this makes me feel smug or gives me any joy : The last thing I @ @ @ @ @ @ @ @ @ @ with a dying , nuclear armed giant that has abandoned all hope .",0,"and do n't think that this makes me feel smug or gives me any joy : the last thing i @ @ @ @ @ @ @ @ @ @ with a dying , nuclear armed giant that has abandoned all hope .",169.0,43.0,0.0,0.0,[],
1095,1924.0,784,922782,,,,,,,,"the next day , when Xie Hong to go out and go home again , louboutin pas cher , discovers her husband has run away from home , also shut down the phone .",0,"the next day , when xie hong to go out and go home again , louboutin pas cher , discovers her husband has run away from home , also shut down the phone .",153.0,34.0,0.0,0.0,[],
1343,1310.0,8484,983039,,,,,,,,"The doors were wide open at the current station . It was n't anyone 's destination , but each time the crackling human voice repeated the veiled announcement -- every five minutes or so -- a few more passengers would make a face of disgust or wry amusement , then abandon train .",0,"the doors were wide open at the current station . it was n't anyone 's destination , but each time the crackling human voice repeated the veiled announcement -- every five minutes or so -- a few more passengers would make a face of disgust or wry amusement , then abandon train .",279.0,53.0,0.0,0.0,[],
1146,1984.0,4741,1311214,,,,,,,,"We 've been hard at work and we already have Pier Solar up and running on Xbox 360 , PC , and SEGA Dreamcast ( in the original SD resolution ) . We @ @ @ @ @ @ @ @ @ @ can see we are well on our way ! Watch the video here .",0,"we 've been hard at work and we already have pier solar up and running on xbox  , pc , and sega dreamcast ( in the original sd resolution ) . we @ @ @ @ @ @ @ @ @ @ can see we are well on our way ! watch the video here .",220.0,56.0,0.0,0.0,[],
1421,1499.0,7876,1662330,,,,,,,,You ask someone else on a different day they say its more mature and there 's far less noise . I think it turned out better than people thought it would after Live to Fail/Rise debuted .,0,you ask someone else on a different day they say its more mature and there 's far less noise . i think it turned out better than people thought it would after live to fail/rise debuted .,186.0,37.0,0.0,0.0,[],
1648,1677.0,6072,270053,,,,,,,,"Our studio line 877-609-9445 or use our text line 937-612-1270 . Do n't forget , you can always reach us through the text line , even when we are off @ @ @ @ @ @ @ @ @ @ we keep the fun topics going all day ! ! ( see below )",0,"our studio line -- or use our text line -- . do n't forget , you can always reach us through the text line , even when we are off @ @ @ @ @ @ @ @ @ @ we keep the fun topics going all day ! ! ( see below )",204.0,54.0,0.0,0.0,[],
1679,2015.0,2516,1048730,,,,,,,,"That you need to come up with reasons to explain why the United States would refuse to back up a "" client "" should make that obvious . Since when has the United States not backed up friendly dictators against popular uprisings ? Since 2011 .",0,"that you need to come up with reasons to explain why the united states would refuse to back up a "" client "" should make that obvious . since when has the united states not backed up friendly dictators against popular uprisings ? since  .",237.0,45.0,0.0,0.0,[],
1137,1837.0,1388,713000,,,,,,,,My favorite musician is probably lil wayne because i like his music and the new songs that come out . Taylor swift is one of them because alot of people like her and think her music is good . A musician that i think is going to be forgotten is jay-z because he does not come out with music any more .,0,my favorite musician is probably lil wayne because i like his music and the new songs that come out . taylor swift is one of them because alot of people like her and think her music is good . a musician that i think is going to be forgotten is jay-z because he does not come out with music any more .,300.0,62.0,0.0,0.0,[],
955,1873.0,9837,149983,,,,,,,,"This column is copyrighted and licensed to run on TMV in full . ( c ) 2009 , Washington Post Writers Group . <h> Sponsors <h> Share This <h> 14 Comments",0,"this column is copyrighted and licensed to run on tmv in full . ( c )  , washington post writers group .  sponsors  share this   comments",137.0,26.0,0.0,0.0,[],
992,1607.0,8126,1226108,,,,,,,,""" It was n't an individualist , libertine happiness or individualist pleasure-seeking , "" she said . "" But it was n't a sense of duty . """,0,""" it was n't an individualist , libertine happiness or individualist pleasure-seeking , "" she said . "" but it was n't a sense of duty . """,137.0,28.0,0.0,0.0,[],
1043,1831.0,8476,159658,,,,,,,,"But at the same time , even though I do not agree with PT on many things doctrinally , I find it inappropriate and wrong for Dr. Moore to proceed to emotionally refer to PT as "" of the devil . """,0,"but at the same time , even though i do not agree with pt on many things doctrinally , i find it inappropriate and wrong for dr. moore to proceed to emotionally refer to pt as "" of the devil . """,194.0,42.0,0.0,0.0,[],
1864,1217.0,1361,1188150,,,,,,,,"1 : Bring back the Start menu in Windows 8 : This one is self-explanatory . I know a lot of people out there enjoy the new UI and you think the rest of us should just suck it up and abandon our creature comforts , but to you all , I say , "" shove off ! "" WE WANT OUR START MENU BACK !",0," : bring back the start menu in windows  : this one is self-explanatory . i know a lot of people out there enjoy the new ui and you think the rest of us should just suck it up and abandon our creature comforts , but to you all , i say , "" shove off ! "" we want our start menu back !",282.0,64.0,0.0,0.0,[],
1419,1571.0,8129,1437550,,,,,,,,"@charbax It has got nothing at all to do with the average salary in India , is it ? So let ; s keep to the topic here . Samsung made a mistake , whether it was intentional or not , is up to the reader .",0,"@charbax it has got nothing at all to do with the average salary in india , is it ? so let ; s keep to the topic here . samsung made a mistake , whether it was intentional or not , is up to the reader .",202.0,47.0,0.0,0.0,[],
1097,1229.0,5147,1158762,,,,,,,,"A train leaves from Boston at 10:00 am travelling at 300 miles per hour . Two hours later , a train leaves Los Angeles travelling at 150 miles per hour . The distance from Boston to Los Angeles is 2,982 miles . When the trains meet , which one is closer to Los Angeles ?",0,"a train leaves from boston at : am travelling at  miles per hour . two hours later , a train leaves los angeles travelling at  miles per hour . the distance from boston to los angeles is , miles . when the trains meet , which one is closer to los angeles ?",256.0,53.0,0.0,0.0,[],
1675,2132.0,8795,1144415,,,,,,,,"From a Pats fan to all the Steeler fans , enjoy Brian Hoyer . He is a stud for a backup QB and would play better then Leftwich or Batch . For the small time he got in NE he always delivered . I would compare him to Matt Flynn of Seattle who also played for Green Bay when Rodgers was injured .",0,"from a pats fan to all the steeler fans , enjoy brian hoyer . he is a stud for a backup qb and would play better then leftwich or batch . for the small time he got in ne he always delivered . i would compare him to matt flynn of seattle who also played for green bay when rodgers was injured .",293.0,63.0,0.0,0.0,[],
1615,1635.0,6404,1517910,,,,,,,,"Scenario 4 : A uniformed telephone repairman is at your front door , but you do n't have an appointment . The last time you let in a repairman , everything went fine -- and you do n't want to seem rude .",0,"scenario  : a uniformed telephone repairman is at your front door , but you do n't have an appointment . the last time you let in a repairman , everything went fine -- and you do n't want to seem rude .",202.0,42.0,0.0,0.0,[],
1604,1994.0,4881,1148648,,,,,,,,"Yes , I am caught in the midst of this trickery , and feel ripped-off . On the other hand , being a loyal customer for over a decade they make me feel my iPhone 4 purchase was the wrong thing to do , and I should have kept my 3GS until the 5 came out @ @ @ @ @ @ @ @ @ @ back what they have done to their loyal customers . hopefully sooner rather than later .",0,"yes , i am caught in the midst of this trickery , and feel ripped-off . on the other hand , being a loyal customer for over a decade they make me feel my iphone  purchase was the wrong thing to do , and i should have kept my gs until the  came out @ @ @ @ @ @ @ @ @ @ back what they have done to their loyal customers . hopefully sooner rather than later .",356.0,80.0,0.0,0.0,[],
1056,2036.0,4192,1057819,,,,,,,,"Enhanced profile pages let you have a customized header , a featured tweet , mobile compatibility , and deep integration with Twitter 's advertising platform . This is definitely just one of Twitter 's ways of finally monetizing the platform . Analytics for Twitter is only a step behind and are likely to be offered to brand accounts for a premium .",0,"enhanced profile pages let you have a customized header , a featured tweet , mobile compatibility , and deep integration with twitter 's advertising platform . this is definitely just one of twitter 's ways of finally monetizing the platform . analytics for twitter is only a step behind and are likely to be offered to brand accounts for a premium .",350.0,62.0,0.0,0.0,[],
1645,2030.0,8098,323757,,,,,,,,"Using elements like &lt;caption&gt; , &lt;thead&gt; , &lt;tbody&gt; and &lt;tfoot&gt; , and attributes such as summary , scope , ids and headers , data tables become meaningful to blind users accessing the content with a screen reader ( rather than a jumbled mush of words and numbers ) . <h> Training is the Weakness",0,"using elements like  ,  ,  and  , and attributes such as summary , scope , ids and headers , data tables become meaningful to blind users accessing the content with a screen reader ( rather than a jumbled mush of words and numbers ) .  training is the weakness",260.0,49.0,0.0,0.0,[],
1025,2086.0,70,1570859,,,,,,,,Last year I went to just about every football and hockey game I could . They start charging and you wo n't see me at any games .,0,last year i went to just about every football and hockey game i could . they start charging and you wo n't see me at any games .,128.0,28.0,0.0,0.0,[],
1774,1673.0,3730,755565,,,,,,,,"You need to look at the code in composition ready of the stage in order to see the code and change @ @ @ @ @ @ @ @ @ @ the code . There are instructions in the code , please read them and change accordingly .",0,"you need to look at the code in composition ready of the stage in order to see the code and change @ @ @ @ @ @ @ @ @ @ the code . there are instructions in the code , please read them and change accordingly .",208.0,48.0,0.0,0.0,[],
1045,1256.0,4557,225103,,,,,,,,He says he went to Sutter Memorial Hospital on three occasions in 2011 seeking a diagnosis and treatment . Downey says the hospital 's staff never administered the tests needed to give him an accurate diagnosis .,0,he says he went to sutter memorial hospital on three occasions in  seeking a diagnosis and treatment . downey says the hospital 's staff never administered the tests needed to give him an accurate diagnosis .,208.0,36.0,0.0,0.0,[],
1264,1570.0,8813,447221,,,,,,,,This is wonderful information and will keep it handy for my quickly approaching trip to the UK ! Thanks .,0,this is wonderful information and will keep it handy for my quickly approaching trip to the uk ! thanks .,105.0,20.0,0.0,0.0,[],
1699,2088.0,7189,420589,,,,,,,,"She was right to bring Nynaeve back , Siuan thought , taking a sip of soup . She takes his side far too often for comfort .",0,"she was right to bring nynaeve back , siuan thought , taking a sip of soup . she takes his side far too often for comfort .",123.0,27.0,0.0,0.0,[],
1698,2191.0,8238,1407471,,,,,,,,I think the point of all of this is for those who truly get hurt by the crappy opinions and tasteless judgment of others who simply do n't care because they are n't affected by it themselves .,0,i think the point of all of this is for those who truly get hurt by the crappy opinions and tasteless judgment of others who simply do n't care because they are n't affected by it themselves .,192.0,38.0,0.0,0.0,[],
1330,1913.0,5066,1584297,,,,,,,,"Users do not want to switch back and forth between text and fields . Once they have found the form , users have to figure out what each field is asking for . This can be much harder for screen-reader users than for sighted users .",0,"users do not want to switch back and forth between text and fields . once they have found the form , users have to figure out what each field is asking for . this can be much harder for screen-reader users than for sighted users .",230.0,46.0,0.0,0.0,[],
1063,1169.0,2768,139855,,,,,,,,"Dependency is the key here . It is up to us to NEVER depend on the enabler for anything . Not for love , not for a paycheck and certainly not for advice .",0,"dependency is the key here . it is up to us to never depend on the enabler for anything . not for love , not for a paycheck and certainly not for advice .",154.0,34.0,0.0,0.0,[],
1803,2115.0,5926,1497186,,,,,,,,( I 've heard it said that soy does n't contain enough estrogen to make any difference in the body . Bullhockey . I used to drink Silk soymilk to relieve menstrual cramps . ),0,( i 've heard it said that soy does n't contain enough estrogen to make any difference in the body . bullhockey . i used to drink silk soymilk to relieve menstrual cramps . ),174.0,35.0,0.0,0.0,[],
1586,1779.0,6182,703533,,,,,,,,The dd runs on the SGI and swaps the bytes before writing to the tar command running on the local host .,0,the dd runs on the sgi and swaps the bytes before writing to the tar command running on the local host .,104.0,22.0,0.0,0.0,[],
1047,1125.0,4406,800517,,,,,,,,"then with each domain , make a folder called ' mail ' eg : www.domain.com/mail , create a text file and save as index.asp in the mail folder , and put the following code in it . make sure that iis is set to have index.asp as a default document",0,"then with each domain , make a folder called ' mail ' eg : www.domain.com/mail , create a text file and save as index.asp in the mail folder , and put the following code in it . make sure that iis is set to have index.asp as a default document",243.0,50.0,0.0,0.0,[],
1755,1541.0,4882,76650,,,,,,,,"I hear you , but if you think white folks pointing at other white folks ( think the MSNBC crew ) and saying "" you 're the ones who are racists -- you 're anti-White ! "" is going to turn into a politically winning theme , you 're mistaken .",0,"i hear you , but if you think white folks pointing at other white folks ( think the msnbc crew ) and saying "" you 're the ones who are racists -- you 're anti-white ! "" is going to turn into a politically winning theme , you 're mistaken .",239.0,51.0,0.0,0.0,[],
1169,1370.0,1105,295006,,,,,,,,"The following diagram from a Skeptical Scientist article by John Cook , based on IPCC data exemplifies the cause of the problem . <h> RickEngebretson said :",0,"the following diagram from a skeptical scientist article by john cook , based on ipcc data exemplifies the cause of the problem .  rickengebretson said :",153.0,26.0,0.0,0.0,[],
1143,1814.0,8916,24808,,,,,,,,"It is fine as it is , though . I am not mad about it -- far from it , in fact , since I am very pleased that they took such an interest in the family . I just thought since it was on The History Channel , and thus was presented as historically accurate , I should make the information available for those with an interest in the subject matter , and they can draw their own conclusions as to which version is correct .",0,"it is fine as it is , though . i am not mad about it -- far from it , in fact , since i am very pleased that they took such an interest in the family . i just thought since it was on the history channel , and thus was presented as historically accurate , i should make the information available for those with an interest in the subject matter , and they can draw their own conclusions as to which version is correct .",418.0,87.0,0.0,0.0,[],
1333,1617.0,3335,320427,,,,,,,,"Apple is paying an as yet unnamed firm , probably TSMC , to build/tool/operate one or several ARM SoC fabs . As such this does require investments on par with Intel 's . These fabs are designed to ramp production up to +500 million Apple designed Ax SoC 's per year for the many iOS devices . This is going to hurt Samsung .",0,"apple is paying an as yet unnamed firm , probably tsmc , to build/tool/operate one or several arm soc fabs . as such this does require investments on par with intel 's . these fabs are designed to ramp production up to + million apple designed ax soc 's per year for the many ios devices . this is going to hurt samsung .",321.0,64.0,0.0,0.0,[],
1711,1478.0,5907,172522,,,,,,,,"The next day , hung out with another friend at the mall and had Pinkberry ! Peach frozen yogurt with mochi , coconut , and strawberries . I 'm so happy they have a tiny size , which reduces the stress of having to finish the whole thing . The Pinkberry people are nice .",0,"the next day , hung out with another friend at the mall and had pinkberry ! peach frozen yogurt with mochi , coconut , and strawberries . i 'm so happy they have a tiny size , which reduces the stress of having to finish the whole thing . the pinkberry people are nice .",270.0,55.0,0.0,0.0,[],
1183,1263.0,1217,623191,,,,,,,,I 'm gon na hate to see you go Ohhohh ohhohh I 'm gon na hate to see you go Ohhohh ohhohh,0,i 'm gon na hate to see you go ohhohh ohhohh i 'm gon na hate to see you go ohhohh ohhohh,89.0,22.0,0.0,0.0,[],
1850,1737.0,5893,469823,,,,,,,,"Books have been written on the subject . @ @ @ @ @ @ @ @ @ @ Can Find Our Way to the Moon , but Get Lost in the Mall "" by Colin Ellard .",0,"books have been written on the subject . @ @ @ @ @ @ @ @ @ @ can find our way to the moon , but get lost in the mall "" by colin ellard .",136.0,37.0,0.0,0.0,[],
1882,1609.0,7012,121306,,,,,,,,"In our environment , AMD-style javascript is completely rewritten so that calls to require or define never occur . Those functions do n't even exist at runtime .",0,"in our environment , amd-style javascript is completely rewritten so that calls to require or define never occur . those functions do n't even exist at runtime .",161.0,28.0,0.0,0.0,[],
1813,1132.0,6891,994374,,,,,,,,""" Are you denying that the Arctic is experiencing melting that normally happens on geological timescales in just a few decades ? """,0,""" are you denying that the arctic is experiencing melting that normally happens on geological timescales in just a few decades ? """,130.0,23.0,0.0,0.0,[],
1431,1615.0,9899,1477006,,,,,,,,The Housing Initiative Committee facilitated that transition . With members from the Evaluation @ @ @ @ @ @ @ @ @ @ became a forum for building understanding between United Way and the CDCs and finding creative solutions to diffculties as they arose .,0,the housing initiative committee facilitated that transition . with members from the evaluation @ @ @ @ @ @ @ @ @ @ became a forum for building understanding between united way and the cdcs and finding creative solutions to diffculties as they arose .,251.0,45.0,0.0,0.0,[],
1728,1170.0,2842,1427292,,,,,,,,"Still , you ca n't blame Google for trying to get a piece of the real-time social action while the gettin 's good .",0,"still , you ca n't blame google for trying to get a piece of the real-time social action while the gettin 's good .",115.0,24.0,0.0,0.0,[],
1430,1450.0,7947,1117614,,,,,,,,"The down-going pressure wavefield P d is obtained by following the same logic as in the flowchart in FIG. 3 and replacing the subtraction in block 34 with a summation , as given in Equation ( 19 ) . This result is also equivalent to Equation ( 20 ) .",0,"the down-going pressure wavefield p d is obtained by following the same logic as in the flowchart in fig.  and replacing the subtraction in block  with a summation , as given in equation (  ) . this result is also equivalent to equation (  ) .",243.0,46.0,0.0,0.0,[],
1783,2085.0,7315,964772,,,,,,,,"That was long , complicated , almost entirely incomprehensible , and ended with the answer I wanted to hear . Brilliant ! Well done !",0,"that was long , complicated , almost entirely incomprehensible , and ended with the answer i wanted to hear . brilliant ! well done !",133.0,25.0,0.0,0.0,[],
1159,1740.0,8158,914005,,,,,,,,"The idea of creating this came from the lack of a decent free alignment tool out there for VMware admins . Most every other one at there was either something you had to purchase or you had to be a customer of the vender to get access to it . And even after getting access these tools were either ( in my opinion ) limited in what they did , how they did it , or had become obsolete in a console-less vSphere 5 architecture .",0,"the idea of creating this came from the lack of a decent free alignment tool out there for vmware admins . most every other one at there was either something you had to purchase or you had to be a customer of the vender to get access to it . and even after getting access these tools were either ( in my opinion ) limited in what they did , how they did it , or had become obsolete in a console-less vsphere  architecture .",423.0,85.0,0.0,0.0,[],
