,Unnamed: 0.1,Unnamed: 0,text,clean_text,char_count,word_count,topic_sim_sum,topic_sim_index,topic_matches,label
1092,814,1667701,"As a result , Chinese demographers have been asking the government to reconsider the one-child policy . And if statements made by President Hu Jintao back in April 2011 are of any indication , the rule may be under review . Other commentators , however , insist that the Chinese government is steadfast in their support of the policy and that it 's not going anywhere anytime soon .","as a result , chinese demographers have been asking the government to reconsider the one-child policy . and if statements made by president hu jintao back in april  are of any indication , the rule may be under review . other commentators , however , insist that the chinese government is steadfast in their support of the policy and that it 's not going anywhere anytime soon .",378,68,12,0.1967213114754098,"[('government', 'administration', 0.5462369), ('government', 'government', 1.0), ('policy', 'policy', 1.0), ('policy', 'strategy', 0.525799), ('president', 'president', 1.0), ('rule', 'law', 0.5247162), ('rule', 'rule', 1.0), ('government', 'administration', 0.5462369), ('government', 'government', 1.0), ('support', 'support', 1.0), ('policy', 'policy', 1.0), ('policy', 'strategy', 0.525799)]",1
43,3923,1080070,""" During the period from mid-2009 to mid-2010 , "" the report 's authors note , "" a number of the sources used in the study reported an increase in the number of incidents at the state and local level in which members of some religious groups faced restrictions on their ability to practice their faith . "" These included "" religious groups in the US which had faced difficulties in obtaining zoning permits to build or expand houses of worship , religious schools or other religious institutions .",""" during the period from mid- to mid- , "" the report 's authors note , "" a number of the sources used in the study reported an increase in the number of incidents at the state and local level in which members of some religious groups faced restrictions on their ability to practice their faith . "" these included "" religious groups in the us which had faced difficulties in obtaining zoning permits to build or expand houses of worship , religious schools or other religious institutions .",489,89,15,0.1785714285714285,"[('religious', 'church', 0.52823746), ('religious', 'religion', 0.72264564), ('restrictions', 'ban', 0.61776996), ('restrictions', 'restrictions', 1.0), ('faith', 'religion', 0.53862715), ('religious', 'church', 0.52823746), ('religious', 'religion', 0.72264564), ('worship', 'church', 0.5882914), ('religious', 'church', 0.52823746), ('religious', 'religion', 0.72264564), ('schools', 'education', 0.5620153), ('schools', 'school', 0.74119085), ('religious', 'church', 0.52823746), ('religious', 'religion', 0.72264564), ('institutions', 'banks', 0.61507833)]",1
1081,2361,304638,The path Governor Romney offers is the one we tried for eight years after President Clinton left office -- a philosophy that says those at the very @ @ @ @ @ @ @ @ @ @ rules than everyone else . Bigger tax cuts for the wealthy that we ca n't afford . Encouraging companies to ship jobs and profits overseas . Fewer rules for big banks and insurance companies . They 're the policies that caused this mess in the first place .,the path governor romney offers is the one we tried for eight years after president clinton left office -- a philosophy that says those at the very @ @ @ @ @ @ @ @ @ @ rules than everyone else . bigger tax cuts for the wealthy that we ca n't afford . encouraging companies to ship jobs and profits overseas . fewer rules for big banks and insurance companies . they 're the policies that caused this mess in the first place .,425,85,18,0.2608695652173913,"[('governor', 'lawmakers', 0.5393322), ('president', 'president', 1.0), ('philosophy', 'strategy', 0.5095228), ('rules', 'law', 0.5177953), ('rules', 'restrictions', 0.5421726), ('rules', 'rule', 0.6459378), ('tax', 'tax', 1.0), ('cuts', 'budget', 0.5091997), ('cuts', 'cuts', 1.0), ('companies', 'banks', 0.5019373), ('jobs', 'job', 0.62629366), ('rules', 'law', 0.5177953), ('rules', 'restrictions', 0.5421726), ('rules', 'rule', 0.6459378), ('banks', 'banks', 1.0), ('insurance', 'insurance', 1.0), ('companies', 'banks', 0.5019373), ('policies', 'policy', 0.76456714)]",1
322,3101,218555,"Traditionally , Americans have not considered it important to have both Congress and the Presidency controlled by the same party , but that has changed dramatically this year . According to Gallup , a record number of Americans would prefer having both branches of government controlled by a single party . A large plurality , 38 percent , would prefer one party control . From Gallup :","traditionally , americans have not considered it important to have both congress and the presidency controlled by the same party , but that has changed dramatically this year . according to gallup , a record number of americans would prefer having both branches of government controlled by a single party . a large plurality ,  percent , would prefer one party control . from gallup :",384,66,10,0.175438596491228,"[('congress', 'congress', 1.0), ('presidency', 'election', 0.545349), ('controlled', 'control', 0.6071326), ('party', 'parties', 0.67454803), ('government', 'administration', 0.5462369), ('government', 'government', 1.0), ('controlled', 'control', 0.6071326), ('party', 'parties', 0.67454803), ('party', 'parties', 0.67454803), ('control', 'control', 1.0)]",1
127,5135,1134767,"Political upheaval in Greece , with the continued possibility of a default , has reinvigorated a vocal minority in Greece that has long called for a return to the drachma currency , which would end the nation 's 10-year use of the euro ; critics say change in currency would not cure economic woes and would create unbearable inflation . MORE <h> Oct. 22 , 2011","political upheaval in greece , with the continued possibility of a default , has reinvigorated a vocal minority in greece that has long called for a return to the drachma currency , which would end the nation 's -year use of the euro ; critics say change in currency would not cure economic woes and would create unbearable inflation . more  oct.  , ",350,63,12,0.2105263157894736,"[('political', 'politics', 0.6718931), ('upheaval', 'crisis', 0.5548412), ('currency', 'dollar', 0.6809227), ('nation', 'country', 0.7242872), ('nation', 'nation', 1.0), ('nation', 'world', 0.57605803), ('euro', 'dollar', 0.60616684), ('currency', 'dollar', 0.6809227), ('economic', 'economy', 0.7219074), ('woes', 'crisis', 0.53047454), ('inflation', 'economy', 0.5237683), ('inflation', 'prices', 0.5431297)]",1
46,1784,165344,"The go-go days in the U.S. were precipitated by a trifecta of innovation and progress -- revolutions in steam and the railroads from 1750 to 1830 ; electricity , internal combustion , running water , indoor toilets , communications , entertainment , chemicals , and petroleum from 1870 to 1900 ; and from 1960 to today , computers , the web , and mobile phones -- all of which contributed to the country 's economic growth .","the go-go days in the u.s. were precipitated by a trifecta of innovation and progress -- revolutions in steam and the railroads from  to  ; electricity , internal combustion , running water , indoor toilets , communications , entertainment , chemicals , and petroleum from  to  ; and from  to today , computers , the web , and mobile phones -- all of which contributed to the country 's economic growth .",404,72,10,0.175438596491228,"[('progress', 'progress', 1.0), ('electricity', 'gas', 0.5078238), ('electricity', 'power', 0.58075684), ('toilets', 'bathroom', 0.5541835), ('petroleum', 'gas', 0.645913), ('petroleum', 'oil', 0.7655065), ('country', 'country', 1.0), ('country', 'nation', 0.7242872), ('country', 'world', 0.59803855), ('economic', 'economy', 0.7219074)]",1
92,3365,145817,"And I do n't even need to feel guilty about @ @ @ @ @ @ @ @ @ @ ! Now , of course , I will also go vote tomorrow ( one of only two errands : the other being to go to the liquor store after the polls close , because I 'm sure I 'll need alcohol to get me through the election coverage tomorrow night ) .","and i do n't even need to feel guilty about @ @ @ @ @ @ @ @ @ @ ! now , of course , i will also go vote tomorrow ( one of only two errands : the other being to go to the liquor store after the polls close , because i 'm sure i 'll need alcohol to get me through the election coverage tomorrow night ) .",302,72,11,0.2037037037037037,"[('vote', 'election', 0.602672), ('vote', 'vote', 1.0), ('vote', 'voters', 0.5841916), ('polls', 'election', 0.6596775), ('polls', 'poll', 0.7592546), ('polls', 'vote', 0.54250556), ('polls', 'voters', 0.61303115), ('election', 'candidate', 0.50569105), ('election', 'election', 1.0), ('election', 'vote', 0.602672), ('election', 'voters', 0.5857161)]",1
399,9112,845723,"Where were the ' libertarians ' when police agencies where actively infiltrating liberal grassroots organizations that lacked an open affinity for guns and violence ? As I recollect , liberal groups do n't have a history of bombing federal buildings with the intention of mass murder .","where were the ' libertarians ' when police agencies where actively infiltrating liberal grassroots organizations that lacked an open affinity for guns and violence ? as i recollect , liberal groups do n't have a history of bombing federal buildings with the intention of mass murder .",285,47,17,0.3863636363636363,"[('police', 'investigators', 0.52164876), ('police', 'police', 1.0), ('liberal', 'conservative', 0.7633196), ('liberal', 'democrats', 0.5507172), ('guns', 'gun', 0.7835824), ('guns', 'weapons', 0.6692915), ('violence', 'abuse', 0.5029986), ('violence', 'crime', 0.53571737), ('violence', 'violence', 1.0), ('liberal', 'conservative', 0.7633196), ('liberal', 'democrats', 0.5507172), ('bombing', 'attack', 0.57776964), ('federal', 'government', 0.5094332), ('murder', 'crime', 0.53367186), ('murder', 'death', 0.6415225), ('murder', 'killing', 0.63495654), ('murder', 'murder', 1.0)]",1
533,9469,498484,"( b ) Other rules . A recipient to which this subpart applies may not impose upon handicapped students other rules , such as the prohibition of tape recorders in classrooms or of dog guides in campus buildings , that have the effect of limiting the participation of handicapped students in the recipient 's education program or activity .","( b ) other rules . a recipient to which this subpart applies may not impose upon handicapped students other rules , such as the prohibition of tape recorders in classrooms or of dog guides in campus buildings , that have the effect of limiting the participation of handicapped students in the recipient 's education program or activity .",338,59,13,0.2452830188679245,"[('rules', 'law', 0.5177953), ('rules', 'restrictions', 0.5421726), ('rules', 'rule', 0.6459378), ('students', 'school', 0.63015234), ('rules', 'law', 0.5177953), ('rules', 'restrictions', 0.5421726), ('rules', 'rule', 0.6459378), ('prohibition', 'ban', 0.73150086), ('prohibition', 'restrictions', 0.62384653), ('classrooms', 'school', 0.5991644), ('students', 'school', 0.63015234), ('education', 'education', 1.0), ('education', 'school', 0.50553805)]",1
404,3410,1657260,"3 . It is inconsistent and hypocritical for the government to play favorites toward one religion over another when it is supposed to be prohibited from playing favorites . We 're supposed to be a civilized nation with rule of law , here . Inconsistency in application undermines that ."," . it is inconsistent and hypocritical for the government to play favorites toward one religion over another when it is supposed to be prohibited from playing favorites . we 're supposed to be a civilized nation with rule of law , here . inconsistency in application undermines that .",284,49,12,0.2727272727272727,"[('government', 'administration', 0.5462369), ('government', 'government', 1.0), ('religion', 'religion', 1.0), ('prohibited', 'ban', 0.50032675), ('nation', 'country', 0.7242872), ('nation', 'nation', 1.0), ('nation', 'world', 0.57605803), ('rule', 'law', 0.5247162), ('rule', 'rule', 1.0), ('law', 'law', 1.0), ('law', 'legislation', 0.58004606), ('law', 'rule', 0.5247162)]",1
24,4166,349084,"The content of this publication is the sole responsibility of the authors and does not necessarily reflect the views or policies of the National Institutes of Health or the Department of Health and Human Services , the Department of Defense , or the Departments of the Army , Navy , or Air Force . Mention of trade names , commercial products , or organizations does not imply endorsement by the US Government . This work is original and has not been published elsewhere .","the content of this publication is the sole responsibility of the authors and does not necessarily reflect the views or policies of the national institutes of health or the department of health and human services , the department of defense , or the departments of the army , navy , or air force . mention of trade names , commercial products , or organizations does not imply endorsement by the us government . this work is original and has not been published elsewhere .",472,84,11,0.1466666666666666,"[('policies', 'policy', 0.76456714), ('health', 'health', 1.0), ('health', 'health', 1.0), ('defense', 'defense', 1.0), ('army', 'army', 1.0), ('army', 'military', 0.6824313), ('navy', 'army', 0.5964688), ('navy', 'military', 0.60168916), ('force', 'force', 1.0), ('government', 'administration', 0.5462369), ('government', 'government', 1.0)]",1
423,9722,1124618,"Proud voters are already posting photos of their ballots on Instagram -- sometimes with the names of their chosen candidates filled in . But before you snap a shot of your vote , you might want to check your state laws . As the Citizen Media Law Project points out as part of their guide to documenting the 2012 election , showing your marked ballot to other people is actually illegal in many states .","proud voters are already posting photos of their ballots on instagram -- sometimes with the names of their chosen candidates filled in . but before you snap a shot of your vote , you might want to check your state laws . as the citizen media law project points out as part of their guide to documenting the  election , showing your marked ballot to other people is actually illegal in many states .",398,74,26,0.3823529411764705,"[('voters', 'election', 0.5857161), ('voters', 'vote', 0.5841916), ('voters', 'voters', 1.0), ('ballots', 'election', 0.50737286), ('ballots', 'vote', 0.5650944), ('ballots', 'voters', 0.5508915), ('candidates', 'candidate', 0.79427433), ('candidates', 'election', 0.507066), ('candidates', 'voters', 0.5279368), ('shot', 'shooting', 0.646509), ('vote', 'election', 0.602672), ('vote', 'vote', 1.0), ('vote', 'voters', 0.5841916), ('laws', 'law', 0.7399262), ('laws', 'legislation', 0.5993766), ('media', 'media', 1.0), ('law', 'law', 1.0), ('law', 'legislation', 0.58004606), ('law', 'rule', 0.5247162), ('election', 'candidate', 0.50569105), ('election', 'election', 1.0), ('election', 'vote', 0.602672), ('election', 'voters', 0.5857161), ('ballot', 'election', 0.5498452), ('ballot', 'vote', 0.6215823), ('ballot', 'voters', 0.60776913)]",1
1049,9014,844125,"Did not vote for him . I 'm a fiscal conservative . Okay , now that we 've established that let me say . . . This is hilarious . Sounds like my HS days . If I 'd have been in Hawaii at his school during that era I , no doubt , would have shared one with the prez . Barry does , indeed , have a charming/fun side . Too bad he is a hypocrite . Time to stop the b.s. war on drugs Mr. President .","did not vote for him . i 'm a fiscal conservative . okay , now that we 've established that let me say . . . this is hilarious . sounds like my hs days . if i 'd have been in hawaii at his school during that era i , no doubt , would have shared one with the prez . barry does , indeed , have a charming/fun side . too bad he is a hypocrite . time to stop the b.s. war on drugs mr. president .",392,90,13,0.1756756756756756,"[('vote', 'election', 0.602672), ('vote', 'vote', 1.0), ('vote', 'voters', 0.5841916), ('fiscal', 'budget', 0.59004045), ('fiscal', 'fiscal', 1.0), ('conservative', 'conservative', 1.0), ('school', 'education', 0.50553805), ('school', 'school', 0.99999994), ('prez', 'president', 0.5761911), ('bad', 'poor', 0.5352231), ('war', 'war', 1.0), ('drugs', 'drug', 0.8491185), ('president', 'president', 1.0)]",1
57,6842,533425,"This is community organizing . It is apolitical and non-religious . These "" kids "" do n't have time for Republican hate rhetoric , and they have tremendous commitment . When they become voters they will be voters who hold politicians accountable to the people .","this is community organizing . it is apolitical and non-religious . these "" kids "" do n't have time for republican hate rhetoric , and they have tremendous commitment . when they become voters they will be voters who hold politicians accountable to the people .",261,46,12,0.2926829268292683,"[('republican', 'democrats', 0.60743797), ('republican', 'republican', 1.0), ('voters', 'election', 0.5857161), ('voters', 'vote', 0.5841916), ('voters', 'voters', 1.0), ('voters', 'election', 0.5857161), ('voters', 'vote', 0.5841916), ('voters', 'voters', 1.0), ('politicians', 'democrats', 0.5317054), ('politicians', 'government', 0.5145743), ('politicians', 'lawmakers', 0.5712386), ('politicians', 'politics', 0.5705571)]",1
582,637,1643078,"About 30 years ago , Paul Volcker launched a monumental monetary effort to bring down inflation . As Fed chairman , he sold bonds , removed cash from the economy , and cared not one wit about rising interest rates . And it worked . Gold plunged , King Dollar soared , and the drop-off in bank reserves and money extinguished high inflation -- and actually launched a multi-decade period of very low inflation .","about  years ago , paul volcker launched a monumental monetary effort to bring down inflation . as fed chairman , he sold bonds , removed cash from the economy , and cared not one wit about rising interest rates . and it worked . gold plunged , king dollar soared , and the drop-off in bank reserves and money extinguished high inflation -- and actually launched a multi-decade period of very low inflation .",408,74,13,0.2063492063492063,"[('inflation', 'economy', 0.5237683), ('inflation', 'prices', 0.5431297), ('chairman', 'president', 0.6708745), ('bonds', 'debt', 0.53442055), ('cash', 'money', 0.6151221), ('economy', 'economy', 1.0), ('dollar', 'dollar', 1.0), ('bank', 'banks', 0.7440759), ('money', 'money', 1.0), ('inflation', 'economy', 0.5237683), ('inflation', 'prices', 0.5431297), ('inflation', 'economy', 0.5237683), ('inflation', 'prices', 0.5431297)]",1
617,864,386745,"I remember that the pastor of our community church spoke from the pulpit about Proposition 14 , urging the congregation to vote against it , and telling us that it was unfair , immoral and unchristian . I 'm ashamed to say that many people were upset by his words and actually left our church because of this , and I 'm ashamed to say that the proposition passed . ( However , in 1966 , it was found to be unconstitutional by the state Supreme Court . )","i remember that the pastor of our community church spoke from the pulpit about proposition  , urging the congregation to vote against it , and telling us that it was unfair , immoral and unchristian . i 'm ashamed to say that many people were upset by his words and actually left our church because of this , and i 'm ashamed to say that the proposition passed . ( however , in  , it was found to be unconstitutional by the state supreme court . )",447,87,10,0.131578947368421,"[('pastor', 'church', 0.64227724), ('church', 'church', 1.0), ('pulpit', 'church', 0.53467077), ('congregation', 'church', 0.7874105), ('vote', 'election', 0.602672), ('vote', 'vote', 1.0), ('vote', 'voters', 0.5841916), ('church', 'church', 1.0), ('court', 'court', 1.0), ('court', 'judge', 0.69727296)]",1
861,519,1381843,"MASS INCARCERATION - Boston University Law School @ @ @ @ @ @ @ @ @ @ Mass Incarceration and Reentry , October 18-20 . The conference will address public policy , sentence reform , training and resource availability , and other topics .","mass incarceration - boston university law school @ @ @ @ @ @ @ @ @ @ mass incarceration and reentry , october - . the conference will address public policy , sentence reform , training and resource availability , and other topics .",232,44,13,0.4642857142857143,"[('incarceration', 'prison', 0.60088253), ('university', 'school', 0.50807446), ('law', 'law', 1.0), ('law', 'legislation', 0.58004606), ('law', 'rule', 0.5247162), ('school', 'education', 0.50553805), ('school', 'school', 0.99999994), ('incarceration', 'prison', 0.60088253), ('policy', 'policy', 1.0), ('policy', 'strategy', 0.525799), ('sentence', 'prison', 0.7031725), ('reform', 'legislation', 0.57821727), ('reform', 'reform', 1.0)]",1
792,133,1565264,"#401 : You can join the Army at age 17 and become a Military Police officer if you wish . I would choose this first , because while in the military you could also get some college under your belt , not just experience being a cop .","# : you can join the army at age  and become a military police officer if you wish . i would choose this first , because while in the military you could also get some college under your belt , not just experience being a cop .",226,47,11,0.2682926829268293,"[('army', 'army', 1.0), ('army', 'military', 0.6824313), ('age', 'age', 0.99999994), ('military', 'army', 0.6824313), ('military', 'military', 1.0), ('police', 'investigators', 0.52164876), ('police', 'police', 1.0), ('military', 'army', 0.6824313), ('military', 'military', 1.0), ('college', 'school', 0.6081898), ('cop', 'police', 0.51394916)]",1
638,8343,186977,"Recognizing the importance of the "" get out to vote campaign , "" Southern Jersey Family Medical Centers staff have been busy registering patients at their 7 medical offices in southern New Jersey . To highlight those efforts , newspaper releases were sent to all the major media sources encouraging people in the community to stop in any of their sites to register or register to vote on National Voter Registration Day . To date , that effort , coupled with an ongoing drive , has netted over 930 registered voters . <h> About Guest","recognizing the importance of the "" get out to vote campaign , "" southern jersey family medical centers staff have been busy registering patients at their  medical offices in southern new jersey . to highlight those efforts , newspaper releases were sent to all the major media sources encouraging people in the community to stop in any of their sites to register or register to vote on national voter registration day . to date , that effort , coupled with an ongoing drive , has netted over  registered voters .  about guest",526,92,15,0.1785714285714285,"[('vote', 'election', 0.602672), ('vote', 'vote', 1.0), ('vote', 'voters', 0.5841916), ('campaign', 'campaign', 1.0), ('medical', 'health', 0.5395452), ('medical', 'health', 0.5395452), ('media', 'media', 1.0), ('vote', 'election', 0.602672), ('vote', 'vote', 1.0), ('vote', 'voters', 0.5841916), ('voter', 'election', 0.5171277), ('voter', 'voters', 0.7541878), ('voters', 'election', 0.5857161), ('voters', 'vote', 0.5841916), ('voters', 'voters', 1.0)]",1
680,4140,617574,"But when the constitution says that the Court has jurisdiction , both as to "" law and fact "" I take that as meaning that it is the job of the Supreme Court to decide what the law is , and instruct the lower courts how to interpret the law .","but when the constitution says that the court has jurisdiction , both as to "" law and fact "" i take that as meaning that it is the job of the supreme court to decide what the law is , and instruct the lower courts how to interpret the law .",240,51,18,0.375,"[('constitution', 'law', 0.5401366), ('court', 'court', 1.0), ('court', 'judge', 0.69727296), ('jurisdiction', 'authority', 0.6017007), ('law', 'law', 1.0), ('law', 'legislation', 0.58004606), ('law', 'rule', 0.5247162), ('job', 'job', 1.0), ('court', 'court', 1.0), ('court', 'judge', 0.69727296), ('law', 'law', 1.0), ('law', 'legislation', 0.58004606), ('law', 'rule', 0.5247162), ('courts', 'court', 0.72129905), ('courts', 'judge', 0.526229), ('law', 'law', 1.0), ('law', 'legislation', 0.58004606), ('law', 'rule', 0.5247162)]",1
443,1044,265519,"I think this suggests a good attitude to take towards debates that have become a bit scholastic and seem to be dying a slow "" flogging the dead horse "" death . The mining metaphor would encourage us to at that point go back and read the history of various debates and discussions and to look for paths not taken . It would also encourage us to step back and figure out what motivated anyone to care about the larger framing issues in the first place and to then approach them in one particular way .","i think this suggests a good attitude to take towards debates that have become a bit scholastic and seem to be dying a slow "" flogging the dead horse "" death . the mining metaphor would encourage us to at that point go back and read the history of various debates and discussions and to look for paths not taken . it would also encourage us to step back and figure out what motivated anyone to care about the larger framing issues in the first place and to then approach them in one particular way .",499,96,10,0.1075268817204301,"[('debates', 'debate', 0.8205613), ('dead', 'death', 0.5076038), ('dead', 'killing', 0.5605281), ('death', 'death', 1.0), ('death', 'killing', 0.576015), ('death', 'murder', 0.6415225), ('debates', 'debate', 0.8205613), ('discussions', 'debate', 0.5209735), ('issues', 'concerns', 0.59313965), ('approach', 'strategy', 0.54993296)]",1
475,7623,1044808,""" I 've been a moderate Republican all my life , but at times it 's been frustrating -- especially in the last few years in the Bay Area and California , "" Poizner said . "" The party has gone much further to the right from where I am . My mission here is not only to provide some great leadership for this district and state , but I also want to revitalize the moderate wing of the Republican Party . """,""" i 've been a moderate republican all my life , but at times it 's been frustrating -- especially in the last few years in the bay area and california , "" poizner said . "" the party has gone much further to the right from where i am . my mission here is not only to provide some great leadership for this district and state , but i also want to revitalize the moderate wing of the republican party . """,402,83,10,0.131578947368421,"[('moderate', 'conservative', 0.5067968), ('republican', 'democrats', 0.60743797), ('republican', 'republican', 1.0), ('party', 'parties', 0.67454803), ('leadership', 'leadership', 1.0), ('district', 'school', 0.5445067), ('moderate', 'conservative', 0.5067968), ('republican', 'democrats', 0.60743797), ('republican', 'republican', 1.0), ('party', 'parties', 0.67454803)]",1
1079,9854,492089,The incremental increases in Iranian nuclear capabilities and continuing resistance to compromise by negotiators on both sides certainly provide ample grounds for concern . But the absence of bad news on 20 percent stockpiles and advanced centrifuges provide reminders that the window of opportunity for peaceful resolution of the Iran nuclear imbroglio is still open . The year following the U.S. presidential election will be a critical period for using diplomacy to bridge the divide . It is not too soon to start exploring creative options . <h> 10 Responses to Iran 's 20% Enriched Uranium Stockpile,the incremental increases in iranian nuclear capabilities and continuing resistance to compromise by negotiators on both sides certainly provide ample grounds for concern . but the absence of bad news on  percent stockpiles and advanced centrifuges provide reminders that the window of opportunity for peaceful resolution of the iran nuclear imbroglio is still open . the year following the u.s. presidential election will be a critical period for using diplomacy to bridge the divide . it is not too soon to start exploring creative options .   responses to iran 's % enriched uranium stockpile,595,94,11,0.1235955056179775,"[('increases', 'cuts', 0.592605), ('concern', 'concerns', 0.7805205), ('bad', 'poor', 0.5352231), ('news', 'news', 1.0), ('peaceful', 'peace', 0.51169086), ('imbroglio', 'crisis', 0.50839996), ('presidential', 'election', 0.6043894), ('election', 'candidate', 0.50569105), ('election', 'election', 1.0), ('election', 'vote', 0.602672), ('election', 'voters', 0.5857161)]",1
553,1459,549155,"Having graduated from a rigorous engineering school in 1990 , we had 30-40% of the students fail out or transfer from the freshman class . While not the best result for the student , the relatively low costs kept the investment more to the time expended , rather than huge student loans . And I think the school produced better overall graduates as well .","having graduated from a rigorous engineering school in  , we had -% of the students fail out or transfer from the freshman class . while not the best result for the student , the relatively low costs kept the investment more to the time expended , rather than huge student loans . and i think the school produced better overall graduates as well .",347,64,10,0.1724137931034483,"[('school', 'education', 0.50553805), ('school', 'school', 0.99999994), ('students', 'school', 0.63015234), ('student', 'school', 0.6055627), ('costs', 'prices', 0.5252757), ('student', 'school', 0.6055627), ('loans', 'banks', 0.53648436), ('loans', 'debt', 0.5687963), ('school', 'education', 0.50553805), ('school', 'school', 0.99999994)]",1
894,6885,99386,"Good luck with your "" hung "" parliament ! Over here in Canada , we have had such a situation for a while ... and it really sucks , because the opposition parties have no balls . Thus , it 's just like having a Conservative majority government , since *nothing* has been negotiated . All the Conservative party has to do is threaten to make something a confidence matter ... and the Liberals , Bloc and New Democrats back down .","good luck with your "" hung "" parliament ! over here in canada , we have had such a situation for a while ... and it really sucks , because the opposition parties have no balls . thus , it 's just like having a conservative majority government , since *nothing* has been negotiated . all the conservative party has to do is threaten to make something a confidence matter ... and the liberals , bloc and new democrats back down .",427,82,13,0.1830985915492957,"[('parliament', 'congress', 0.5068923), ('parliament', 'government', 0.5268454), ('parliament', 'senate', 0.5120271), ('parties', 'parties', 0.99999994), ('conservative', 'conservative', 1.0), ('government', 'administration', 0.5462369), ('government', 'government', 1.0), ('conservative', 'conservative', 1.0), ('party', 'parties', 0.67454803), ('liberals', 'conservative', 0.5585039), ('liberals', 'democrats', 0.6548736), ('democrats', 'democrats', 0.99999994), ('democrats', 'republican', 0.60743797)]",1
202,5518,1483946,"There has been some wage inflation in a far smaller segment of the farm labor market : the contract labor market . This is the market for workers employed by third-party operators who supply labor to farmers , mostly for seasonal work such as harvesting .","there has been some wage inflation in a far smaller segment of the farm labor market : the contract labor market . this is the market for workers employed by third-party operators who supply labor to farmers , mostly for seasonal work such as harvesting .",255,46,12,0.2857142857142857,"[('wage', 'labor', 0.51733506), ('inflation', 'economy', 0.5237683), ('inflation', 'prices', 0.5431297), ('labor', 'labor', 1.0), ('labor', 'union', 0.5315647), ('market', 'prices', 0.51924664), ('labor', 'labor', 1.0), ('labor', 'union', 0.5315647), ('market', 'prices', 0.51924664), ('market', 'prices', 0.51924664), ('labor', 'labor', 1.0), ('labor', 'union', 0.5315647)]",1
376,3289,408667,"In an interview with the U.S. network ABC a week ago , President Bashar al Assad said he was not responsible for any misconduct by the security forces . "" I do n't own them . I 'm president . I do n't own the country , so they 're not my forces , "" he said .","in an interview with the u.s. network abc a week ago , president bashar al assad said he was not responsible for any misconduct by the security forces . "" i do n't own them . i 'm president . i do n't own the country , so they 're not my forces , "" he said .",258,58,11,0.2156862745098039,"[('president', 'president', 1.0), ('misconduct', 'abuse', 0.50061876), ('security', 'security', 1.0), ('forces', 'army', 0.58733), ('forces', 'force', 0.519529), ('president', 'president', 1.0), ('country', 'country', 1.0), ('country', 'nation', 0.7242872), ('country', 'world', 0.59803855), ('forces', 'army', 0.58733), ('forces', 'force', 0.519529)]",1
1041,9119,378810,"Interestingly , the Denver Post declared in an editorial that although its editorial board believes the possession and use of marijuana should be legal , readers were encouraged to vote against the amendment because the board feels that drug policy should not be @ @ @ @ @ @ @ posted on Saturday , November 3rd , 2012 at 9:30 am and is filed under All . you can trackback from your own site .","interestingly , the denver post declared in an editorial that although its editorial board believes the possession and use of marijuana should be legal , readers were encouraged to vote against the amendment because the board feels that drug policy should not be @ @ @ @ @ @ @ posted on saturday , november rd ,  at : am and is filed under all . you can trackback from your own site .",384,74,10,0.1666666666666666,"[('marijuana', 'drug', 0.5028342), ('vote', 'election', 0.602672), ('vote', 'vote', 1.0), ('vote', 'voters', 0.5841916), ('amendment', 'bill', 0.69470596), ('amendment', 'legislation', 0.6887385), ('drug', 'drug', 1.0), ('policy', 'policy', 1.0), ('policy', 'strategy', 0.525799), ('filed', 'lawsuit', 0.56450194)]",1
0,9090,70668,"Indeed , the Department of Social Security could issue a primary identity document with minimal bureaucracy . Since the right to vote is a Constitutional issue , it makes sense that a Federal agency is responsible for assuring this right . It certainly makes more sense than placing State politicians in charge , especially in States like Tennessee where local politicians seem to be working to undermine the right of every citizen to vote in U.S. elections .","indeed , the department of social security could issue a primary identity document with minimal bureaucracy . since the right to vote is a constitutional issue , it makes sense that a federal agency is responsible for assuring this right . it certainly makes more sense than placing state politicians in charge , especially in states like tennessee where local politicians seem to be working to undermine the right of every citizen to vote in u.s. elections .",459,78,21,0.2916666666666667,"[('security', 'security', 1.0), ('primary', 'primary', 1.0), ('vote', 'election', 0.602672), ('vote', 'vote', 1.0), ('vote', 'voters', 0.5841916), ('constitutional', 'law', 0.517506), ('federal', 'government', 0.5094332), ('politicians', 'democrats', 0.5317054), ('politicians', 'government', 0.5145743), ('politicians', 'lawmakers', 0.5712386), ('politicians', 'politics', 0.5705571), ('politicians', 'democrats', 0.5317054), ('politicians', 'government', 0.5145743), ('politicians', 'lawmakers', 0.5712386), ('politicians', 'politics', 0.5705571), ('vote', 'election', 0.602672), ('vote', 'vote', 1.0), ('vote', 'voters', 0.5841916), ('elections', 'election', 0.86722374), ('elections', 'vote', 0.566956), ('elections', 'voters', 0.5204255)]",1
