,Unnamed: 0,label,expression,dataset,position,id,context,text,Unnamed: 0.2,Unnamed: 0.1,sentence,annotation,idiom,usage,variant,pos_tags,complete
285,41421,0,,,,,,"They [PET_BOUNDARY] turned the corner [PET_BOUNDARY] of the house and saw what looked like an outbuilding, only rather a smart one, painted white and with a tub of nasturtiums outside the open front door.",285.0,27831.0,"They turned the corner of the house and saw what looked like an outbuilding, only rather a smart one, painted white and with a tub of nasturtiums outside the open front door.",0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,turn the corner,literal,inflection,PRON VERB DET NOUN ADP DET NOUN CCONJ VERB NOUN VERB ADP DET NOUN ADV ADV DET ADJ NUM VERB ADJ CCONJ ADP DET NOUN ADP NOUN ADP DET ADJ ADJ NOUN,1.0
916,19761,0,,,,,,The young peaceful girl is lying about the grass found [PET_BOUNDARY] in the pink [PET_BOUNDARY] shirt,916.0,12874.0,The young peaceful girl is lying about the grass found in the pink shirt,0 0 0 0 0 0 0 0 0 0 1 0 1 0,in the pink,literal,identical,DET ADJ ADJ NOUN VERB VERB ADP DET NOUN VERB ADP DET ADJ NOUN,1.0
877,42592,0,,,,,,"We heard, like Tom, ‘ the skylark saying his matins high [PET_BOUNDARY] up in the air’. [PET_BOUNDARY]",877.0,28674.0,"We heard, like Tom, ‘ the skylark saying his matins high up in the air’.",0 0 0 0 0 0 0 0 0 0 0 1 1 0 1,up in the air,literal,dashes,PRON VERB ADP PROPN PUNCT DET NOUN VERB ADJ NOUN ADV ADV ADP DET NOUN,1.0
792,1658,0,,,,,,"Nothing moved [PET_BOUNDARY] at the crossroads, [PET_BOUNDARY] or nothing that threatened a soldier's life.",792.0,1279.0,"Nothing moved at the crossroads, or nothing that threatened a soldier's life.",0 0 1 0 1 0 0 0 0 0 0 0,at the crossroads,literal,identical,NOUN VERB ADP DET NOUN CCONJ NOUN ADJ VERB DET NOUN NOUN,1.0
734,42171,0,,,,,,"Oh yes, it was a very much a community centre, I mean, we played billiards at chapel, and various chapel people had billiard tables un [PET_BOUNDARY] under their dining table [PET_BOUNDARY] and er we u just go and play billiards.",734.0,28506.0,"Oh yes, it was a very much a community centre, I mean, we played billiards at chapel, and various chapel people had billiard tables un under their dining table and er we u just go and play billiards.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0,under the table,literal,combined-other,INTJ INTJ PRON VERB DET ADV ADV DET NOUN NOUN PRON VERB PRON VERB NOUN ADP NOUN CCONJ ADJ NOUN NOUN VERB NOUN NOUN ADP ADP ADJ NOUN NOUN CCONJ INTJ PRON VERB ADV VERB CCONJ VERB NOUN,1.0
833,25415,0,,,,,,"Uplighters will bounce light [PET_BOUNDARY] off walls [PET_BOUNDARY] and ceilings will highlight plants ; recessed downlighters give pools of light ( especially useful in kitchens ) ; spotlights ' wash ' walls or highlight features such as pictures ; concealed lighting inside display cabinets or hidden behind cornices and pelmets is effective ; plus an array of table, standard and desk lamps.",833.0,16467.0,"Uplighters will bounce light off walls and ceilings will highlight plants ; recessed downlighters give pools of light ( especially useful in kitchens ) ; spotlights ' wash ' walls or highlight features such as pictures ; concealed lighting inside display cabinets or hidden behind cornices and pelmets is effective ; plus an array of table, standard and desk lamps.",0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,off the wall,literal,deletion-determiner,NOUN VERB VERB NOUN PART NOUN CCONJ NOUN VERB VERB NOUN PUNCT VERB NOUN VERB NOUN ADP NOUN PUNCT ADV ADJ ADP NOUN PUNCT PUNCT NOUN PART NOUN PUNCT NOUN CCONJ NOUN NOUN ADJ ADP NOUN PUNCT VERB NOUN ADP NOUN NOUN CCONJ VERB ADP NOUN CCONJ NOUN VERB ADJ PUNCT CCONJ DET NOUN ADP NOUN NOUN CCONJ NOUN NOUN,1.0
286,27208,0,,,,,,"Fat drops of rain placed in the sand, almost one by one, like counters [PET_BOUNDARY] on a board game. [PET_BOUNDARY]",286.0,17920.0,"Fat drops of rain placed in the sand, almost one by one, like counters on a board game.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1,on the game,literal,combined-other,ADJ NOUN ADP NOUN VERB ADP DET NOUN ADV NUM ADP NUM ADP NOUN ADP DET NOUN NOUN,1.0
519,42720,0,,,,,,"Having achieved this, they provoked disquiet in two quarters : first, those concerned with the defence of Basrah, [PET_BOUNDARY] up the river [PET_BOUNDARY] to the north, and the nearby port of Umm Qasr ; and, second, the government of Kuwait ( an important source of support for Iraq throughout the war ), which had already suffered air attacks and was to be struck again before the fighting was over.",519.0,28801.0,"Having achieved this, they provoked disquiet in two quarters : first, those concerned with the defence of Basrah, up the river to the north, and the nearby port of Umm Qasr ; and, second, the government of Kuwait ( an important source of support for Iraq throughout the war ), which had already suffered air attacks and was to be struck again before the fighting was over.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,up the river,literal,identical,VERB VERB DET PRON VERB NOUN ADP NUM NOUN PUNCT ADV DET ADJ ADP DET NOUN ADP PROPN ADP DET NOUN ADP DET NOUN CCONJ DET ADJ NOUN ADP PROPN PROPN PUNCT CCONJ ADJ DET NOUN ADP PROPN PUNCT DET ADJ NOUN ADP NOUN ADP PROPN ADP DET NOUN PUNCT ADJ VERB ADV VERB NOUN NOUN CCONJ VERB PART VERB VERB ADV ADP DET NOUN VERB ADV,1.0
640,18216,0,,,,,,"I once knitted almost half of the front of a sweater [PET_BOUNDARY] in tuck stitch, [PET_BOUNDARY] continually dropping stitches and muttering at all the time I was spending picking them up.",640.0,11384.0,"I once knitted almost half of the front of a sweater in tuck stitch, continually dropping stitches and muttering at all the time I was spending picking them up.",0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,in stitches,literal,combined-inflection,PRON ADV VERB ADV NOUN ADP DET NOUN ADP DET NOUN ADP NOUN NOUN ADV VERB NOUN CCONJ VERB ADP ADJ DET NOUN PRON VERB VERB VERB PRON PART,1.0
449,27139,0,,,,,,It would be a great honour but at the moment I want to concentrate [PET_BOUNDARY] on my game [PET_BOUNDARY] and just be one of the members of the team. ',449.0,17851.0,It would be a great honour but at the moment I want to concentrate on my game and just be one of the members of the team. ',0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0,on the game,literal,determiner-broad,PRON VERB VERB DET ADJ NOUN CCONJ ADP DET NOUN PRON VERB PART VERB ADP ADJ NOUN CCONJ ADV VERB NUM ADP DET NOUN ADP DET NOUN PUNCT,1.0
837,20101,0,,,,,,"The sale of goods for use by the purchaser [PET_BOUNDARY] in the running [PET_BOUNDARY] of his business, e.g. a typewriter for use in a firm's office.",837.0,13214.0,"The sale of goods for use by the purchaser in the running of his business, e.g. a typewriter for use in a firm's office.",0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0,in the running,literal,identical,DET NOUN ADP NOUN ADP NOUN ADP DET NOUN ADP DET NOUN ADP ADJ NOUN ADV DET NOUN ADP NOUN ADP DET NOUN NOUN,1.0
466,27478,0,,,,,,"Even if the Plan's effect [PET_BOUNDARY] on the level [PET_BOUNDARY] of accumulation was bound to diminish, it could still have significantly influenced its pattern.",466.0,18189.0,"Even if the Plan's effect on the level of accumulation was bound to diminish, it could still have significantly influenced its pattern.",0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,on the level,literal,identical,ADV ADP DET PROPN NOUN ADP DET NOUN ADP NOUN VERB VERB PART VERB PRON VERB ADV VERB ADV VERB ADJ NOUN,1.0
73,44362,0,,,,,,"Wick, where the biggest shop is Woolworths and the young girls pass reeking of cigarette smoke, and CHRIST DIED FOR OUR SINS is [PET_BOUNDARY] writ large [PET_BOUNDARY] on the exterior of the Harbour Mission wall.",73.0,29737.0,"Wick, where the biggest shop is Woolworths and the young girls pass reeking of cigarette smoke, and CHRIST DIED FOR OUR SINS is writ large on the exterior of the Harbour Mission wall.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0,writ large,literal,identical,PROPN ADV DET ADJ NOUN VERB PROPN CCONJ DET ADJ NOUN VERB NOUN ADP NOUN NOUN CCONJ PROPN VERB ADP ADJ PROPN VERB ADV ADJ ADP DET NOUN ADP DET PROPN PROPN NOUN,1.0
700,1705,0,,,,,,The four ringleaders were sentenced to death on the gibbet and their bodies were hung in chains [PET_BOUNDARY] at various crossroads [PET_BOUNDARY] on the moor.,700.0,1326.0,The four ringleaders were sentenced to death on the gibbet and their bodies were hung in chains at various crossroads on the moor.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0,at the crossroads,literal,determiner-broad,DET NUM NOUN VERB VERB ADP NOUN ADP DET NOUN CCONJ ADJ NOUN VERB VERB ADP NOUN ADP ADJ NOUN ADP DET NOUN,1.0
556,10221,0,,,,,,Let's [PET_BOUNDARY] fly a kite [PET_BOUNDARY] or blow some bubbles up into the sky.,556.0,6369.0,Let's fly a kite or blow some bubbles up into the sky.,0 1 0 1 0 0 0 0 0 0 0 0,fly a kite,literal,identical,VERB VERB DET NOUN CCONJ VERB DET NOUN PART ADP DET NOUN,1.0
805,20495,0,,,,,,"Therefore, possibly more than [PET_BOUNDARY] in any other work [PET_BOUNDARY] concerned with children and young people, it is in the sphere of child protection that all of the people involved — whether they are professionals, volunteers or the child's parents and wider family — need to be able to work together.",805.0,13608.0,"Therefore, possibly more than in any other work concerned with children and young people, it is in the sphere of child protection that all of the people involved — whether they are professionals, volunteers or the child's parents and wider family — need to be able to work together.",0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,in the works,literal,combined-inflection,ADV ADV ADJ ADP ADP DET ADJ NOUN VERB ADP NOUN CCONJ ADJ NOUN PRON VERB ADP DET NOUN ADP NOUN NOUN ADP DET ADP DET NOUN VERB PUNCT ADP PRON VERB NOUN NOUN CCONJ DET NOUN NOUN CCONJ ADJ NOUN PUNCT VERB PART VERB ADJ PART VERB ADV,1.0
854,25603,0,,,,,,"If hit by a magic weapon, the Crystal Cloak is immediately dispelled but no damage is suffered from that hit and the magic weapon which inflicted the hit will be destroyed [PET_BOUNDARY] on the D6 roll [PET_BOUNDARY] of a 3 or more.",854.0,16635.0,"If hit by a magic weapon, the Crystal Cloak is immediately dispelled but no damage is suffered from that hit and the magic weapon which inflicted the hit will be destroyed on the D6 roll of a 3 or more.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0,on a roll,literal,combined-other,ADP VERB ADP DET ADJ NOUN DET PROPN PROPN VERB ADV VERB CCONJ DET NOUN VERB VERB ADP DET NOUN CCONJ DET ADJ NOUN ADJ VERB DET NOUN VERB VERB VERB ADP DET NOUN NOUN ADP DET NUM CCONJ ADJ,1.0
555,25967,0,,,,,,She sat down [PET_BOUNDARY] on the edge [PET_BOUNDARY] of the worktop.,555.0,16902.0,She sat down on the edge of the worktop.,0 0 0 1 0 1 0 0 0,on edge,literal,insertion-determiner,PRON VERB PART ADP DET NOUN ADP DET NOUN,1.0
859,14133,0,,,,,,What would it mean to [PET_BOUNDARY] go straight [PET_BOUNDARY] to Palestinian statehood?,859.0,8840.0,What would it mean to go straight to Palestinian statehood?,0 0 0 0 0 1 1 0 0 0,go straight,literal,identical,NOUN VERB PRON VERB PART VERB ADV ADP ADJ NOUN,1.0
252,42567,0,,,,,,"Right good and you should always check that before you draw it just in case your pie chart comes out and put, put that up in the air a bit I 'll just show you that, those are good there, but [PET_BOUNDARY] up in the air [PET_BOUNDARY] like that",252.0,28649.0,"Right good and you should always check that before you draw it just in case your pie chart comes out and put, put that up in the air a bit I 'll just show you that, those are good there, but up in the air like that",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0,up in the air,literal,identical,ADV ADJ CCONJ PRON VERB ADV VERB ADP ADP PRON VERB PRON ADV ADP NOUN ADJ NOUN NOUN VERB PART CCONJ VERB VERB DET PART ADP DET NOUN DET NOUN PRON VERB ADV VERB PRON ADP DET VERB ADJ ADV CCONJ ADV ADP DET NOUN ADP DET,1.0
429,43547,0,,,,,,Next to the notice was a fat man in blue dungarees and a [PET_BOUNDARY] white hard hat. [PET_BOUNDARY],429.0,29135.0,Next to the notice was a fat man in blue dungarees and a white hard hat.,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1,white hat,literal,insertion-other,ADP ADP DET NOUN VERB DET ADJ NOUN ADP ADJ NOUN CCONJ DET ADJ ADJ NOUN,1.0
543,27668,0,,,,,,Cooper won the 1988 Madrid Open and finished in the top 20 [PET_BOUNDARY] on the money [PET_BOUNDARY] - list the following year.,543.0,18379.0,Cooper won the 1988 Madrid Open and finished in the top 20 on the money - list the following year.,0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0,on the money,literal,identical,PROPN VERB DET NUM PROPN PROPN CCONJ VERB ADP DET ADJ NUM ADP DET NOUN PUNCT NOUN DET ADJ NOUN,1.0
754,28233,0,,,,,,The library had nothing [PET_BOUNDARY] on the shelves [PET_BOUNDARY] but the floor was littered with volumes open and lying face down.,754.0,18944.0,The library had nothing on the shelves but the floor was littered with volumes open and lying face down.,0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0,on the shelf,literal,inflection,DET NOUN VERB NOUN ADP DET NOUN CCONJ DET NOUN VERB VERB ADP NOUN ADJ CCONJ VERB NOUN PART,1.0
943,27947,0,,,,,,"The sense of urgency conveyed by the ‘ Look out’ indicates the expectation that the pram, complete with baby, will fall over the cliff and perhaps be dashed [PET_BOUNDARY] on the rocks [PET_BOUNDARY] beneath and it is further assumed that this will be - deleterious for the baby.",943.0,18658.0,"The sense of urgency conveyed by the ‘ Look out’ indicates the expectation that the pram, complete with baby, will fall over the cliff and perhaps be dashed on the rocks beneath and it is further assumed that this will be - deleterious for the baby.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,on the rocks,literal,identical,DET NOUN ADP NOUN VERB ADP DET PUNCT NOUN PRON VERB DET NOUN ADP DET NOUN ADJ ADP NOUN VERB VERB ADP DET NOUN CCONJ ADV VERB VERB ADP DET NOUN ADV CCONJ PRON VERB ADV VERB ADP DET VERB VERB PUNCT ADJ ADP DET NOUN,1.0
663,25745,0,,,,,,"They offer to come [PET_BOUNDARY] on board [PET_BOUNDARY] the party boat to help me find Tamsin, but I say no : they might scare her.",663.0,16690.0,"They offer to come on board the party boat to help me find Tamsin, but I say no : they might scare her.",0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,on board,literal,identical,PRON VERB PART VERB ADP NOUN DET NOUN NOUN PART VERB PRON VERB PROPN CCONJ PRON VERB INTJ PUNCT PRON VERB VERB PRON,1.0
2,36698,0,,,,,,[PET_BOUNDARY] Spotted on [PET_BOUNDARY] a fan in a department store.,2.0,24625.0,Spotted on a fan in a department store.,1 1 0 0 0 0 0 0,spot on,literal,combined-inflection,VERB ADP DET NOUN ADP DET NOUN NOUN,1.0
113,42178,0,,,,,,I 'll kick you [PET_BOUNDARY] under the table [PET_BOUNDARY] or something.,113.0,28513.0,I 'll kick you under the table or something.,0 0 0 0 1 0 1 0 0,under the table,literal,identical,PRON VERB VERB PRON ADP DET NOUN CCONJ NOUN,1.0
438,15250,0,,,,,,"Switzerland is famous for six cheeses, four of which belong to the semi - hard family, although they are sometimes referred to as [PET_BOUNDARY] hard cheeses. [PET_BOUNDARY]",438.0,9627.0,"Switzerland is famous for six cheeses, four of which belong to the semi - hard family, although they are sometimes referred to as hard cheeses.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1,hard cheese,literal,inflection,PROPN VERB ADJ ADP NUM NOUN NUM ADP ADJ VERB ADP DET NOUN PUNCT ADJ NOUN ADP PRON VERB ADV VERB ADP ADP ADJ NOUN,1.0
523,26940,0,,,,,,"In the following account, localities for vegetation types have been given where these are present [PET_BOUNDARY] on the dot [PET_BOUNDARY] maps of the NVC.",523.0,17792.0,"In the following account, localities for vegetation types have been given where these are present on the dot maps of the NVC.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0,on the dot,literal,identical,ADP DET VERB NOUN NOUN ADP NOUN NOUN VERB VERB VERB ADV DET VERB ADJ ADP DET NOUN NOUN ADP DET PROPN,1.0
645,14090,0,,,,,,"straight in, as you turn the corner you [PET_BOUNDARY] went straight [PET_BOUNDARY] into it and it was all in that building and that end",645.0,8797.0,"straight in, as you turn the corner you went straight into it and it was all in that building and that end",0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0,go straight,literal,inflection,ADV ADV ADP PRON VERB DET NOUN PRON VERB ADV ADP PRON CCONJ PRON VERB ADV ADP DET NOUN CCONJ DET NOUN,1.0
908,20414,0,,,,,,[PET_BOUNDARY] In his work [PET_BOUNDARY] there was never anything small or mean.,908.0,13527.0,In his work there was never anything small or mean.,1 0 1 0 0 0 0 0 0 0,in the works,literal,combined-inflection,ADP ADJ NOUN ADV VERB ADV NOUN ADJ CCONJ VERB,1.0
368,12087,0,,,,,,Know we [PET_BOUNDARY] got lost [PET_BOUNDARY] with the time zone there because Portugal is an hour,368.0,7703.0,Know we got lost with the time zone there because Portugal is an hour,0 0 1 1 0 0 0 0 0 0 0 0 0 0,get lost,literal,inflection,VERB PRON VERB VERB ADP DET NOUN NOUN ADV ADP PROPN VERB DET NOUN,1.0
350,9744,0,,,,,,"The first round on March 24 had failed to produce a winner because the turnout had [PET_BOUNDARY] fallen well short [PET_BOUNDARY] of the required 50 per cent, but in the second round the required 25 per cent turnout was just exceeded.",350.0,6131.0,"The first round on March 24 had failed to produce a winner because the turnout had fallen well short of the required 50 per cent, but in the second round the required 25 per cent turnout was just exceeded.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,fall short,literal,combined-inflection,DET ADJ NOUN ADP PROPN NUM VERB VERB PART VERB DET NOUN ADP DET NOUN VERB VERB ADV ADJ ADP DET VERB NUM NOUN NOUN CCONJ ADP DET ADJ NOUN DET VERB NUM ADP NOUN NOUN VERB ADV VERB,1.0
510,12061,0,,,,,,""" I ate some hot curry and then [PET_BOUNDARY] got lost [PET_BOUNDARY] in the fog and fell down …",510.0,7677.0,""" I ate some hot curry and then got lost in the fog and fell down …",0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0,get lost,literal,inflection,PUNCT PRON VERB DET ADJ NOUN CCONJ ADV VERB VERB ADP DET NOUN CCONJ VERB ADV PUNCT,1.0
921,42709,0,,,,,,"At Aldridges of Bath recently, for example, auctioneers and saleroom alike were astonished when a Pountney and Allies meat plate, showing a view of Hotwells with the Irish packet St Patrick sailing [PET_BOUNDARY] up the river, [PET_BOUNDARY] sold for £ 1,600.",921.0,28790.0,"At Aldridges of Bath recently, for example, auctioneers and saleroom alike were astonished when a Pountney and Allies meat plate, showing a view of Hotwells with the Irish packet St Patrick sailing up the river, sold for £ 1,600.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0,up the river,literal,identical,ADP NOUN ADP PROPN ADV ADP NOUN NOUN CCONJ VERB ADV VERB VERB ADV DET PROPN CCONJ PROPN NOUN NOUN VERB DET NOUN ADP PROPN ADP DET ADJ NOUN PROPN PROPN NOUN PART DET NOUN VERB ADP SYM NUM,1.0
343,30662,0,,,,,,It's pretty good here — they got photos of food all lit up [PET_BOUNDARY] over the counter [PET_BOUNDARY] so you can just point.,343.0,20260.0,It's pretty good here — they got photos of food all lit up over the counter so you can just point.,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0,over the counter,literal,identical,PRON ADV ADJ ADV PUNCT PRON VERB NOUN ADP NOUN DET VERB PART ADP DET NOUN ADP PRON VERB ADV VERB,1.0
35,20014,0,,,,,,"He concentrated on her breasts, small and soft, tipped so brightly [PET_BOUNDARY] in their red, [PET_BOUNDARY] moving in her agitation.",35.0,13127.0,"He concentrated on her breasts, small and soft, tipped so brightly in their red, moving in her agitation.",0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0,in the red,literal,determiner-broad,PRON VERB ADP ADJ NOUN ADJ CCONJ ADJ VERB ADV ADV ADP ADJ NOUN VERB ADP ADJ NOUN,1.0
784,26686,0,,,,,,"The ballerina Lydia Lopokova, pencil [PET_BOUNDARY] on card, [PET_BOUNDARY] 1919, by Pablo Picasso, which has been acquired by the Fitzwilliam Museum, in Cambridge.",784.0,17538.0,"The ballerina Lydia Lopokova, pencil on card, 1919, by Pablo Picasso, which has been acquired by the Fitzwilliam Museum, in Cambridge.",0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,on the cards,literal,combined-inflection,DET NOUN PROPN PROPN NOUN ADP NOUN NUM ADP PROPN PROPN ADJ VERB VERB VERB ADP DET PROPN PROPN ADP PROPN,1.0
334,14116,0,,,,,,He must have been out with his bike probably come in got off his bike [PET_BOUNDARY] went straight [PET_BOUNDARY] inside at least I brought my drink with me Well you won't offer me a drink.,334.0,8823.0,He must have been out with his bike probably come in got off his bike went straight inside at least I brought my drink with me Well you won't offer me a drink.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,go straight,literal,inflection,PRON VERB VERB VERB PART ADP ADJ NOUN ADV VERB ADV VERB ADP ADJ NOUN VERB ADV ADV ADV ADJ PRON VERB ADJ NOUN ADP PRON INTJ PRON VERB VERB PRON DET NOUN,1.0
204,20488,0,,,,,,"The same angle was conspicuous in the title story of Naipaul's previous book, In a Free State, where a coup in a new African country was studied, as it were, out of the corner of an eye ; and it also occurs elsewhere [PET_BOUNDARY] in his work. [PET_BOUNDARY]",204.0,13601.0,"The same angle was conspicuous in the title story of Naipaul's previous book, In a Free State, where a coup in a new African country was studied, as it were, out of the corner of an eye ; and it also occurs elsewhere in his work.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1,in the works,literal,combined-inflection,DET ADJ NOUN VERB ADJ ADP DET NOUN NOUN ADP PROPN ADJ NOUN ADP DET PROPN PROPN ADV DET NOUN ADP DET ADJ ADJ NOUN VERB VERB ADP PRON VERB ADP ADP DET NOUN ADP DET NOUN PUNCT CCONJ PRON ADV VERB ADV ADP ADJ NOUN,1.0
691,30713,0,,,,,,They turned away together and marched [PET_BOUNDARY] over the hills [PET_BOUNDARY] towards the estate.,691.0,20311.0,They turned away together and marched over the hills towards the estate.,0 0 0 0 0 0 1 0 1 0 0 0,over the hill,literal,inflection,PRON VERB ADV ADV CCONJ VERB ADP DET NOUN ADP DET NOUN,1.0
333,41992,0,,,,,,"Olavide, in the later eighteenth century, dreamed of transforming the whole of lower Andalusia on the model of the English countryside, without seeming to suspect that climatic conditions were radically different and that the creation of artificial meadows was a snare and delusion [PET_BOUNDARY] under the arid sun [PET_BOUNDARY] of southern Spain.",333.0,28327.0,"Olavide, in the later eighteenth century, dreamed of transforming the whole of lower Andalusia on the model of the English countryside, without seeming to suspect that climatic conditions were radically different and that the creation of artificial meadows was a snare and delusion under the arid sun of southern Spain.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0,under the sun,literal,insertion-other,ADV ADP DET ADJ ADJ NOUN VERB ADP VERB DET NOUN ADP ADJ PROPN ADP DET NOUN ADP DET ADJ NOUN ADP VERB PART VERB ADP ADJ NOUN VERB ADV ADJ CCONJ ADP DET NOUN ADP ADJ NOUN VERB DET NOUN CCONJ NOUN ADP DET NOUN NOUN ADP ADJ PROPN,1.0
637,25414,0,,,,,,"that should be ripped [PET_BOUNDARY] off the wall, [PET_BOUNDARY] like!",637.0,16466.0,"that should be ripped off the wall, like!",0 0 0 0 1 0 1 0,off the wall,literal,identical,DET VERB VERB VERB PART DET NOUN INTJ,1.0
209,17429,0,,,,,,New teaching methods were more easily discussed [PET_BOUNDARY] in business [PET_BOUNDARY] studies or applied social science than in an area like engineering with an established body of knowledge and longer traditions of teaching.,209.0,11047.0,New teaching methods were more easily discussed in business studies or applied social science than in an area like engineering with an established body of knowledge and longer traditions of teaching.,0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,in business,literal,identical,ADJ NOUN NOUN VERB ADV ADV VERB ADP NOUN NOUN CCONJ VERB ADJ NOUN ADP ADP DET NOUN ADP VERB ADP DET ADJ NOUN ADP NOUN CCONJ ADJ NOUN ADP NOUN,1.0
399,37455,0,,,,,,"She slept like a drunk, head on the table, one arm alongside her face, the other hanging [PET_BOUNDARY] straight from the shoulder. [PET_BOUNDARY]",399.0,25019.0,"She slept like a drunk, head on the table, one arm alongside her face, the other hanging straight from the shoulder.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1,straight from the shoulder,literal,identical,PRON VERB ADP DET ADJ NOUN ADP DET NOUN NUM NOUN ADP ADJ NOUN DET ADJ VERB ADV ADP DET NOUN,1.0
61,28399,0,,,,,,"Serve [PET_BOUNDARY] on squares [PET_BOUNDARY] of bread, or with bread for mopping it up yourself.",61.0,19110.0,"Serve on squares of bread, or with bread for mopping it up yourself.",0 1 1 0 0 0 0 0 0 0 0 0 0,on the square,literal,deletion-determiner,VERB ADP NOUN ADP NOUN CCONJ ADP NOUN ADP VERB PRON ADP PRON,1.0
704,14164,0,,,,,,"I know, and I hate it when they [PET_BOUNDARY] go straight [PET_BOUNDARY] up over the hills like and they",704.0,8871.0,"I know, and I hate it when they go straight up over the hills like and they",0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0,go straight,literal,identical,PRON VERB CCONJ PRON VERB PRON ADV PRON VERB ADV ADV ADP DET NOUN INTJ CCONJ PRON,1.0
542,30770,0,,,,,,Thunder rumbled in the distance and then rolled away again [PET_BOUNDARY] over the hills. [PET_BOUNDARY],542.0,20368.0,Thunder rumbled in the distance and then rolled away again over the hills.,0 0 0 0 0 0 0 0 0 0 1 0 1,over the hill,literal,inflection,NOUN VERB ADP DET NOUN CCONJ ADV VERB ADV ADV ADP DET NOUN,1.0
