,Unnamed: 0,index,label,sentence,pos,v_index
33232,33232,2963,1,The virus attacked Argonne National Laboratory outside Chicago starting at 11:54 p.m. EST Wednesday and throughout the night,VERB,2
24712,24712,798,1,The arrangement would break new legal ground as a means for an insurer to escape its own potential liability by piggybacking on the Chapter 11 reorganization of a former policyholder,VERB,14
16298,16298,3222,1,"In Tokyo, prices were lower in moderate trading as investors stepped aside before the release of U.S. trade figures and after an early buying spree concentrated in electricals",VERB,10
11338,11338,1626,1,"According to Mr. Bellrose, the decline is due to a two- fisted villain that has struck the ducks where they're the most vulnerable -- on the prairies of the Dakotas and southern Canada",VERB,15
2579,2579,1460,1,"Last month, Judge Aguilar rejected a request by attorneys for Apple that he step aside because of his Hewlett- Packard connection",VERB,13
34175,34175,169,1,"At one point, the shark disappears, then roars up from the deep to snatch a big chunk of horsemeat on the surface, the way it might grab an unsuspecting sea lion",VERB,26
8327,8327,2718,1,"If it cools off, they worry about lower earnings, which also would hurt the market",VERB,2
351,351,724,1,"Most of the machinery in Toyota Motor Corp.'s$ 800 million auto plant in Georgetown, Ky., came from Japan, for example, and Toyota spokesmen say that when the first cars roll off the assembly line this spring, 40% of the total value will be imported",VERB,29
15426,15426,2350,1,"Those progressive cities now building or planning transit systems for the next century are not viewing the scene from an ivory tower but realize, in a practical sense, that better transit is vital not only for the millions of Americans who currently step onto a transit bus or train over 8.3 billion times each year, but also to their future citizens as well",VERB,42
11944,11944,2232,1,"But while the Kremlin preaches openness, Russia's$ 2.2 trillion economy stumbles along in darkness, its inner workings shrouded in secrecy and its inefficiencies masked by deceit, Western experts say",VERB,10
18475,18475,1662,1,"He has tried to convince the public his company isn't, in his words, "" a nice building on the park with everybody sleeping inside.'",VERB,22
18932,18932,2119,1,"Not surprisingly, Helsinki is most appealing when things are kept Finnish, be it architecture, artifacts or sailors. -LRB- Finnish sailors, who train on one of Helsinki's bucolic islands, sport blond hair, tans and jaunty white caps that look like flying saucers. -RRB-/-R",VERB,39
33631,33631,3362,1,"The priest, a young bearded man with a flat- topped black hat, wore gold vestments that glistened in the candlelight as he processed around the filled church",VERB,25
28683,28683,1405,1,"And expense- account fliers, who learned long ago to construct elaborate flight schemes to earn extra mileage, now are battling to pick up dinner tabs to grab mileage linked to charge- card purchases",VERB,26
22013,22013,1836,1,"Big technology stocks, hit hard by yesterday's downturn on Wall Street, dragged down the main over- the- counter market indicators",VERB,11
4786,4786,303,1,"Roger Ailes, the man who will guide George Bush's heavy media campaign, is pumping up his anger like a lineman preparing to crush the opposing quarterback",VERB,13
30402,30402,3497,1,""" I stayed home and drank for two years after that, "" he notes sadly",VERB,5
31307,31307,665,1,"The typical opinion of the Supreme Court is so long and verbose, so filled with legalese synonyms, so encrusted with substantive footnotes, so totally unclear and inconsistent in the use of legal terms of art that only the devoted professional can hope to follow and understand what is going on",VERB,13
37273,37273,3640,1,"-- With the only refinery in Panama, Texaco was dragged into a controversy with the Reagan administration over tax payments to the Noriega regime; it now has stopped making such payments",VERB,9
34044,34044,38,1,""" If it's successful, we'll roll out the concept elsewhere, "" said Craig Kirsch, General Nutrition's chief financial officer",VERB,5
35881,35881,1875,1,"Mr. Reagan, in his first term, tried to kill the agency",VERB,8
8124,8124,1396,1,""" When it doesn't rain on my land, it will rain on my brother's, "" says Antonio Avina",VERB,10
2435,2435,1316,1,""" We're already being flooded by inquiries from many major companies as to how -LRB- the board -RRB- can do this.'",VERB,4
30051,30051,3146,1,"In Beirut, the pro- Iranian group Jihad threatened to kill its American and French captives if any attempt was made to storm the jetliner",VERB,9
10893,10893,808,1,""" He ate and slept until he looked like he was going to break, "" recalls Kathleen Perry",VERB,2
35877,35877,1871,1,"But as long as Washington keeps pumping in those subsidies, the situation will remain stabilized, even improving a bit",VERB,6
8269,8269,2660,1,The calm way in which she discards some of the more unlikely legends and willful misinterpretations that flourish among Bronte scholars is admirable,VERB,17
15891,15891,2815,1,The Federal Reserve has shown its alarm over wage inflation by nudging interest rates higher in an attempt to cool economic growth,VERB,19
7511,7511,3401,1,Mining industry analysts consider it unlikely Impala would be kicked off the land before the lease expires in the year 2003,VERB,9
18226,18226,1413,1,"He code- names companies targeted for possible acquisition with B- words, like batman, bellini -LRB- "" a wonderful combination of champagne and peach juice "" -RRB- and baccarat -LRB- the gambling game -RRB- simply because "" it struck me as an interesting strategem.'",VERB,4
6703,6703,2220,1,"The SEC suit alleges that the stock, which was unregistered, climbed to as high as$ 17 a share as a result of the claims, which were bolstered when Mr. Brown bought 209 ounces of gold, which was melted into four pieces and displayed to shareholders at an August 1987 meeting",VERB,37
34846,34846,840,1,"They miss the point ignored by most city planners in Latin America: People, not planners, make cities",VERB,1
5510,5510,1027,1,"But most will think,' Haven' t I got enough to worry about already?' and fall right back to sleep.'",VERB,18
15064,15064,1988,1,"MORE FIRED MANAGERS strike out on their own, but many just strike out",VERB,11
17425,17425,612,1,The Pac Man defense is named after the video game in which characters try to eat other characters before they get eaten themselves,VERB,21
7568,7568,3458,1,"Pakistan has served as a conduit for U.S. aid to Afghan rebels, but the settlement may cause its relations with Washington to cool",VERB,22
27511,27511,233,1,"He did, however, get McGwire to pop out with two out and the bases loaded in the eighth, and he struck out the mighty Jose Canseco on a 3- 2 count with a man on in the ninth",VERB,20
23059,23059,2882,1,"During the debate, when Mr. Chirac derided Mr. Mitterrand for having changed his mind from time to time during a 40-year political career, Mr. Mitterrand, clearly well coached, retorted with some 10-year- old quotations from Mr. Chirac attacking the European Community, which Mr. Chirac now warmly embraces",VERB,37
23960,23960,46,1,"The insurance industry, facing mounting competition on several fronts, is undergoing a personnel and cost retrenchment such as those that have struck the securities and banking industries",VERB,21
29469,29469,2564,1,"The drought is expected to draw down agricultural stockpiles, which could help "" cool "" the third- quarter- GNP report, economists said",VERB,13
28807,28807,1902,1,"According to Mr. Gage, Mr. Mulheren later told police, several of whom are friends of his, that he would kill Messrs",VERB,19
36816,36816,3183,1,"More competition is on the way; International Business Machines Corp. is expected to roll out a laptop soon to replace its PC Convertible, a near- total failure in the market",VERB,13
5530,5530,1047,1,"The last time China tried to cool its economy, in 1985 and 1986, foreign exporters and investors suffered",VERB,6
2934,2934,1815,1,"The rate found by the study, which is designed to be definitive and to squelch second guessing, already is being attacked as too low",VERB,20
21482,21482,1305,1,The rollback destroyed this steady progress,VERB,2
29571,29571,2666,1,"The U.S. and Pakistan long had sought such a "" front- loading "" of the agreement to ensure that the Soviets don't reap the political benefits of beginning a withdrawal, and then drag their feet in carrying it out",VERB,32
10008,10008,3280,1,"For only$ 4.95, it advises me to wrinkle up my nose, pucker my lips, grit my teeth -LRB- but not too tightly -RRB-, smile for a while, open my mouth wide, drop my jaw and roll my eyes around to relax",VERB,35
6689,6689,2206,1,"During the past 18 months, the Houston- based unit of Texas Air Corp. absorbed several carriers, in the process inheriting a hodge- podge of different aircraft",VERB,13
1629,1629,510,1,"Republicans expect Mr. Bush to emulate the Reagan themes of patriotism and military strength -- or, as 41-year- old Charles Murdock puts it, to keep "" kicking the dog and waving the flag.'",VERB,26
30866,30866,224,1,The marauding huns of the takeover game are besieging ever- larger corporate kingdoms,VERB,8
16806,16806,3730,1,""" Ray Shaw is an exceptionally talented newsman and business executive and definitely will be missed, "" Mr. Phillips said",VERB,15
24908,24908,994,1,The stock- market crash had little cooling effect on one of the world's hottest property markets,VERB,6
29012,29012,2107,1,But I couldn't make it rain.',VERB,5
21182,21182,1005,1,Now the suspense is killing,VERB,4
22760,22760,2583,1,""" He gave me the job and stuck with me, even though I really wasn't very good at first",VERB,7
5288,5288,805,1,We're stuck with stagnant real income and competitiveness problems in international markets unless productivity improves.',VERB,1
9272,9272,1798,1,""" The risk is, business will melt away.'",VERB,6
28226,28226,948,1,Salsa and rap music pour out of the windows,VERB,4
23011,23011,2834,1,"The work should have touched a nerve here because of the Korean government's effort to hide, for the duration of the Olympics, a popular variety of Seoul food -- namely, dog meat",VERB,4
25845,25845,2304,1,"Delta Flight 943 from Cincinnati to Jackson, Miss., is an example of a flight "" fixed "" by schedule changes",VERB,15
24529,24529,615,1,""" A strong opening in platinum coupled with a weak dollar just grabbed gold by the horns and took it on up, "" he said",VERB,12
676,676,303,1,"Roger Ailes, the man who will guide George Bush's heavy media campaign, is pumping up his anger like a lineman preparing to crush the opposing quarterback",VERB,13
15751,15751,2675,1,"As to competitive advantages from devaluation, they will evaporate quickly",VERB,8
26638,26638,3097,1,""" That would have an impact on aid flowing to El Salvador.'",VERB,8
27456,27456,178,1,He thinks equity investors are bothered that short- term interest rates haven't eased despite the evidence of a cooling economy,VERB,18
31635,31635,993,1,"Because eight of the GOP contests are winner- take- all by congressional district -LRB- and by statewide totals for at- large delegates -RRB-, Mr. Bush was on course to roll up a huge number of delegates for next summer's national convention",VERB,29
24397,24397,483,1,"People have been predicting Paramount would stumble ever since "" Beverly Hills Cop "" in 1984",VERB,6
28217,28217,939,1,"He predicted the opinion "" will open up a can of worms because now any trade organization can attack any trademark claimed by someone else in the industry.'",VERB,18
22051,22051,1874,1,"Lillian Vernon Corp., a mail- order company, said it is experiencing delays in filling orders at its new national distribution center in Virginia Beach, Va",VERB,13
1602,1602,483,1,"People have been predicting Paramount would stumble ever since "" Beverly Hills Cop "" in 1984",VERB,6
7869,7869,1141,1,"A rigorously contrarian approach in switching sectors can boost portfolio performance somewhat, his work shows, but only if the investor has the stomach to stick with it for very long periods",VERB,24
5829,5829,1346,1,"To keep from wresting top executives from the driver's seat, Runzheimer says, more companies are trying to fill fleets with less expensive models",VERB,17
16498,16498,3422,1,"Charles Maikish, the Port Authority's director of ferry transportation, recalls that, to boost support for the tunnel, one government agency had produced a film showing Hudson River ferries stuck in ice, lost in fog and delayed by river traffic",VERB,28
9176,9176,1702,1,"In ground tests, parts keep fracturing and flying apart",VERB,7
32618,32618,1976,1,The Mulroney administration was touched by scandal early on,VERB,4
12271,12271,2559,1,"A "" guide to business technique, "" yes; the "" autobiography "" of a tycoon, sure; a volume of "" management tips, "" you bet; but to hear the publishing world tell it, the vulgar GRQ book is a thing of the past, having vaporized like those screwy financial schemes cooked up by the likes of Ralph Kramden and Ed Norton",VERB,44
4422,4422,3303,1,"In another, they pondered why an observer was "" touched "" by the sight of a woman who took a cup from a fountain, drank water from it and then rinsed it out",VERB,9
35354,35354,1348,1,Several analysts wondered if the rise was ordered to cool down an overheating economy or rather to present a clear signal to the market that British Chancellor of the Exchequer Nigel Lawson is in command of interest rate policy,VERB,9
7891,7891,1163,1,"Though Telepictures was considered a high- flying entrepreneurial company when it merged with Lorimar, Lorimar's troubles dragged the company down after the merger, and Mr. Garin clashed over strategy and style with Lorimar Chairman Merv Adelson",VERB,16
29055,29055,2150,1,"Bellini's flowing line is served only by the conductor, Alberto Zedda",VERB,1
9897,9897,3169,1,"News accounts told of thousands of Iranian soldiers at the Iraqi front suffering severe burns and damaged lungs from mustard gas, a poison that killed or maimed over a million people in World War I",VERB,24
30612,30612,3707,1,"In recent years, Drexel has poured far more resources into areas such as high- yield, "" junk "" bonds, merger and acquisition advice and mortgage- backed securities",VERB,5
33956,33956,3687,1,""" It's certainly not the kind of a supply shock that would kick us into a recession, "" says WEFA economist John Hagens",VERB,12
32462,32462,1820,1,Can Congress encourage democracy in other countries by flying foreigners here to watch it fight over the budget,VERB,8
14729,14729,1653,1,"But as long as Washington keeps pumping in those subsidies, the situation will remain stabilized, even improving a bit",VERB,6
24657,24657,743,1,""" Suddenly with Monday, they not only had to do an enormous amount of selling, they had an enormous holdover, and the front- runners just ate them alive, "" said Mr. Kirby",VERB,25
20131,20131,3318,1,"Born and raised in India and educated at Harvard, the young documentary maker visited Bombay and was struck by the numbers of children living in the street",VERB,17
12454,12454,2742,1,"Donell -RRB- is guilty, and he is obviously grasping at straws in terms of what defense he can use.'",VERB,8
21740,21740,1563,1,"Olivetti, the Italian electronics concern, stepped in and rescued the company by acquiring 79% of the stock",VERB,5
28059,28059,781,1,"All of this took the extraordinary patience and determination of a man who escaped from a German prison camp on his third try and was elected president, also on his third try, after 23 years in opposition",VERB,13
113,113,486,1,But Philips said it would step up efforts to restructure its medical division so that it could be competitive on its own,VERB,5
28339,28339,1061,1,"Now it falls to William H. Spoor, the 65-year- old former chairman, to fix things",VERB,13
29131,29131,2226,1,"Using cameras that shoot up to 44, 000 pictures a second, and then turning them into slow- motion movies, the Boston photographer has helped customers solve problems with baseball pitchers' throwing arms, high- speed factory machines, flashlamps that trigger lasers and a wide array of things that explode, fly, break apart or otherwise move too quickly to be seen clearly",VERB,48
36556,36556,2550,1,"By 1983 he had become so absorbed in his quest that he resigned as China correspondent for The Wall Street Journal and spent much of the next four years in China visiting relatives, searching libraries and scrabbling through underbrush looking for grave sites",VERB,6
3065,3065,1946,1,"Tighter credit could help narrow the trade deficit by cooling consumer spending, but high interest rates have bleaker implications for other areas, such as housing",VERB,9
20438,20438,3625,1,"The message Mr. Welch says he is sending, however, is that by cutting management layers and delegating responsibility, "" we are trying to create an atmosphere where people want to work, a nonbureaucracy where people have a chance to flourish",VERB,39
31436,31436,794,1,"Thus, while government officials concede apartheid must die, they can't bring themselves to kill it",VERB,7
6393,6393,1910,1,"Mr. Owen, who has been with the company since it was awarded to him and others in a court battle in 1976, said he is stepping down because "" I' ve got a number of other projects I want to work on, and I' m getting married",VERB,25
9181,9181,1707,1,There is suspicion in U.S. industry and government that the latest effort is a political exercise to cool American complaints about subsidies and avert a trade war,VERB,17
14608,14608,1532,1,"In addition, the eight- warhead missiles carry guidance systems allowing them to strike Soviet targets precisely",VERB,12
2055,2055,936,1,"Last week, the ever- clever Michael Kinsley in the Washington Post forged stream after stream of income data to plant his flag: "" Affluent people, far from shouldering an ever- greater share of the tax burden, aren't even keeping up with their rising share of the nation's income.'",VERB,19
16002,16002,2926,1,He rejects the suggestion that Gen. Noriega might have to step down,VERB,10
18389,18389,1576,1,"GM's sales were apparently dragged down by a lackluster performance at its Chevrolet division, which saw sales drop 6%",VERB,4
36427,36427,2421,1,"There was market speculation yesterday that senior officials of Olympia& York may have met secretly with Michael D. Dingman, chairman and chief executive officer of Henley, in an effort to smooth over a rift between the two one- time suitors for Santa Fe, a Chicago- based railroad and energy concern",VERB,30
5987,5987,1504,1,"As he has in previous contests this year, Vice President Bush rode President Reagan's coattails",VERB,11
29993,29993,3088,1,"Similar in appearance and texture to petroleum- based plastics, the plastic decomposes into water and carbon dioxide when attacked by certain enzymes in the soil",VERB,18
20376,20376,3563,1,"And the court rejected the attempt to foster patriotism through compulsion as an insult to the American tradition: "" To believe that patriotism will not flourish if patriotic ceremonies are voluntary and spontaneous instead of a compulsory routine is to make an unflattering estimate of the appeal of our institutions to free minds.'",VERB,25
11381,11381,1669,1,Failure to pull off the buy- back can only add to problems that have dragged Home Shopping's stock down from a peak of$ 47 a share in January 1987 and left management with credibility problems,VERB,14
1270,1270,151,1,"So, as the team investigating the disaster homed in on two top generals, on May 27 President Zia dissolved the civilian side of the government, alleging the civilians were corrupt and that Pakistan needed more religion",VERB,18
21747,21747,1570,1,Reports from Afghanistan described experimental Soviet chemical or biological agents that put people to sleep without their knowing what was happening,VERB,14
22509,22509,2332,1,"This destroys cancerous cells but also wipes out the patient's "" good "" white blood cells that guard the immune system, leaving a patient vulnerable for almost a month to death by infection",VERB,1
25210,25210,1296,1,"Scattered arbitrage trading between stocks and stock- index futures kicked in early in the day, further depressing stock and futures prices, traders said",VERB,9
7732,7732,3622,1,"Indiana Rep. Andrew Jacobs, a Democrat who's neutral in the presidential- nomination contest, says Mr. Gephardt reminds him of a time in his life when he had to eat a lot of dinners at a drive- in restaurant",VERB,28
6177,6177,1694,1,Mr. Joseph wasn't worried because the company was riding high when Ms. Bruck started her research in 1985,VERB,3
31563,31563,921,1,"In a city where night life leans toward kids cruising on weekends, Gene Harris and his cohorts have filled a void and then some",VERB,18
34311,34311,305,1,"For years cable touted itself as the incubator for new kinds of shows the networks wouldn't touch -- like "" Shandling, "" rejected initially by the networks partly for its quirks: The star plays himself and talks to the audience more than he talks to the cast",VERB,16
17474,17474,661,1,""" We' ve got the kids, plus all their teen- age friends who do nothing but eat",VERB,16
7638,7638,3528,1,"A former major, he was kicked out of the army in 1979 for advocating the overthrow of the government",VERB,5
5768,5768,1285,1,"The rate increase by West Germany was a surprise, however, because some economists thought the Bundesbank wouldn't risk cooling its domestic economy",VERB,18
35370,35370,1364,1,"Because of such saturation, German officials argue, cutting already low interest rates or pumping up a budget deficit that is already a higher percentage of their economy than the U.S. deficit, would lead to rampant inflation",VERB,13
29599,29599,2694,1,"An immense, loving labor of critical scholarly skills is poured into the study of this remarkable woman, who will be a discovery to many readers, as she was to me",VERB,9
35411,35411,1405,1,"And expense- account fliers, who learned long ago to construct elaborate flight schemes to earn extra mileage, now are battling to pick up dinner tabs to grab mileage linked to charge- card purchases",VERB,26
37012,37012,3379,1,"On the other hand, the potential for the dollar to resume its recent slide if the trade report is disappointing raises the possibility that the Federal Reserve could push interest rates higher, both to boost the dollar and to cool the economy",VERB,39
16161,16161,3085,1,"Jaime Rosenthal said he was stepping down as President Azcona's economic adviser, but staying on as vice president",VERB,5
8713,8713,2358,1,""" Advertisers are expected to drag their heels a little bit -LRB- now -RRB-, arguing that, hey, there just aren't that many eyeballs out there.'",VERB,5
10371,10371,286,1,"Mr. Hauke "" is looking for a much more costly repair that is nonstandard and would knock the price beyond the the{$ 500} limit for a buy- back.'",VERB,16
21314,21314,1137,1,They also became a major element in the more- than- doubling of the Nikkei average in the two years to last October because of the huge amount of money they pumped into the market,VERB,30
15543,15543,2467,1,"But it mistakenly grabs protein -LRB- a -RRB- instead of plasminogen, pulling it, with its bag of fat and cholesterol, into the artery wall",VERB,3
22620,22620,2443,1,"Wordsworth called him the "" marvellous boy "" and the phrase stuck in literary memory like a Homeric tag line",VERB,11
9550,9550,2076,1,That measure assumed surpluses were the problem; now the surpluses are evaporating,VERB,11
36932,36932,3299,1,"Although a study for the Justice Department found that more than 99% of all telephone traffic flows through the local networks, the Bell companies fear that a significant portion of their business could be drained off",VERB,16
20912,20912,362,1,"Six years ago, Mr. Slusher stumbled across Harry Fisher while reading about Medal of Honor winners",VERB,5
23995,23995,81,1,Seagram must decide by Feb. 9 whether to come up with a higher offer that would knock Grand Met out of the bidding war and frustrate its expansion strategy,VERB,16
5340,5340,857,1,"Though all the rough spots haven't been smoothed yet, the city's already had sufficient success to serve as a model for Liverpool, Newcastle and those other northerners rich in little but the past",VERB,7
12400,12400,2688,1,Nearly every scene seems to be missing something,VERB,6
35682,35682,1676,1,"For most promoters, the preferred scam is "" pump and dump "" -- pump up the per- share price with hot air and hype, then dump the stock on duped investors for immense profits",VERB,13
37170,37170,3537,1,Mr. Manzi said Lotus's strategy of designing compatible versions of 1- 2- 3 for many different computers besides International Business Machines Corp .- compatible personal computers is convincing more corporate buyers to stick with Lotus,VERB,32
14364,14364,1288,1,"A military group led by two men described as supporters of former ruler Ne Win took power in embattled Burma, and angry citizens armed with homemade weapons poured into Rangoon's streets to reject the new regime only hours after it was announced",VERB,27
33410,33410,3141,1,""" He ate and slept until he looked like he was going to break, "" recalls Kathleen Perry",VERB,4
26239,26239,2698,1,"But as we survey a world that is about to commemorate Good Friday, Passover and Easter, we are struck by religion's large presence in the political affairs of secular life",VERB,18
20520,20520,3707,1,"In recent years, Drexel has poured far more resources into areas such as high- yield, "" junk "" bonds, merger and acquisition advice and mortgage- backed securities",VERB,5
24760,24760,846,1,"Finally, that act would streamline procedures, allowing states to set or change individual permits without needless EPA review; EPA to issue targeted requirements rather than comprehensive federal cleanup plans that destroy local initiatives; and enforcement to become both swifter and fairer through self- executing citations reviewed by expert administrative law judges, not cases pursued in hundreds of backlogged district courts",VERB,30
31607,31607,965,1,"Last week after months of litigation, the company was officially dissolved, and the trademark was sold for$ 8 million to a Stamford, Conn., investment firm",VERB,10
8765,8765,2410,1,"The agreement also helps avoid bickering between Texaco and its independent- minded unit, which pledged to lend its vital aid in the sale",VERB,16
32939,32939,2670,1,"Business confidence remains buoyant despite the October market crash, according to the survey, though it has cooled somewhat since the previous poll",VERB,16
9816,9816,3088,1,"Similar in appearance and texture to petroleum- based plastics, the plastic decomposes into water and carbon dioxide when attacked by certain enzymes in the soil",VERB,18
9398,9398,1924,1,""" Too many people found themselves stuck with long dollar positions, "" said a trader in New York",VERB,6
4496,4496,13,1,GE has poured more than$ 200 million into designing better turbine parts,VERB,2
36710,36710,3077,1,""" It has taken a long time because there's this inertia to stick with traditional media advertising and coupons.'",VERB,12
10540,10540,455,1,There's a lot riding on these tires,VERB,3
30185,30185,3280,1,"For only$ 4.95, it advises me to wrinkle up my nose, pucker my lips, grit my teeth -LRB- but not too tightly -RRB-, smile for a while, open my mouth wide, drop my jaw and roll my eyes around to relax",VERB,35
15334,15334,2258,1,""" No one's knocking down the door anymore, "" said Paul Lovegren, senior account executive at Wassendorf& Son Co., Cedar Falls, Iowa",VERB,3
25546,25546,1632,1,"The Australian experience might be of interest to the U.S., which just agreed to pump nearly$ 1 billion of development aid into the Philippines",VERB,14
34046,34046,40,1,At Bobby's house she is forthright in saying she wants to sleep with him; why is she then accused of being devious,VERB,11
8811,8811,2456,1,"The current junior team members missed out on Minkey, which began last year, but they did benefit from Olympic profits in the form of a one- time$ 1.2 million payment disbursed by the U.S. Olympic Committee",VERB,5
30834,30834,192,1,"New England Telephone says the campaign makes it the first local phone company to break with the "" reach out and touch someone "" style of advertising popularized by Ma Bell",VERB,21
16396,16396,3320,1,It recently sued a small local factory that was knocking off its knock- off with a game called Entrepreneurs,VERB,9
12747,12747,3035,1,"And he scored the highest- charting guitar instrumental album in a dozen years when his "" Surfing With the Alien, "" released on the independent Relativity label, rode into Billboard's Top Thirty",VERB,27
26491,26491,2950,1,"In Mr. Kupfer's "" Ring, "" a nuclear war has melted most of the world and made shopping difficult",VERB,10
2053,2053,934,1,"The focus on takeover issues provided market players with a chance to "" keep the juices flowing without going to sleep, "" said Edward P. Nicoski, a market analyst at Piper Jaffray& Hopwood, Minneapolis",VERB,16
6727,6727,2244,1,"Scott fit in well here, buying youngsters' prize animals at the county fair and helping fix up the high- school football field",VERB,15
9955,9955,3227,1,""" Certainly the place where Chambers wrote' Witness' and where the' pumpkin papers' that ultimately indicted Hiss were kept is a place of considerable historical importance and meets the minimal requirements, "" said Tony Dolan, a Reagan speechwriter who planted the idea of the historical designation with Mr. Hodel",VERB,39
11160,11160,1075,1,"A young woman, dying of cancer, is killed by a doctor",VERB,7
9205,9205,1731,1,"Money managers who pattern their portfolios on this index usually buy the new additions, causing a flurry of activity and pumping up the price of the shares",VERB,20
16554,16554,3478,1,"In addition to representing the approximately 1, 300 wineries in this country, the association also is targeting for membership thousands more wine- grape growers, according to Richard Feeney, the group's executive director",VERB,16
31185,31185,543,1,"Astrophysicist Fang Lizhi, China's most outspoken dissident, made a provocative appearance at Beijing University, calling for less Communist Party control and rejecting demands that he stick to science and not delve into social issues",VERB,25
7415,7415,2932,1,"Steelworkers, mineworkers, millworkers, and the like know that what they get they get only by sticking together and winning it at the bargaining table",VERB,15
11027,11027,942,1,"He added, "" Hal -LRB- Riney -RRB- flew into Miami this morning and offered us certain reassurances about the relationship that led us to the decision.'",VERB,7
9663,9663,2189,1,"And true to German tradition, the club has its own Stammtisch, a table at a local beer hall where club members gather once a week to drink and gab",VERB,26
4336,4336,3217,1,"Last month, Thiokol said it settled the last suit with the estates of the seven crew members killed in the Challenger",VERB,17
21490,21490,1313,1,"NTN Toyo Bearing Co., a Japanese firm with plants in the U.S., is being besieged by potential buyers and has lead times of seven to 13 months",VERB,14
17956,17956,1143,1,"By following a trait as it flows through several generations and across vast branches of a family, scientists can see whether it is the result of chance or whether it "" segregates "" in a pattern that is probably due to the inheritance of a gene",VERB,6
21983,21983,1806,1,"As previously reported, Eastern, locked in a longstanding labor- management feud, has contracted with Orion Air, a unit of Primark Corp., to provide pilots to fly Eastern aircraft should contract talks end in a strike",VERB,25
25449,25449,1535,1,"American life being filled with headaches, aspirin began to catch on",VERB,3
4184,4184,3065,1,"Issues of race and racism would seem to be central to the Duke Ellington story, but film maker Carter touches on them only enough to tantalize us, no more",VERB,19
35545,35545,1539,1,The last clatterings of a standing ovation die down,VERB,7
12720,12720,3008,1,"U.S. drug agents estimate that about 40% of all the cocaine and marijuana pouring into America comes through the Bahamas; of that, at times as much as half may have been run through Bimini, agents say",VERB,13
7153,7153,2670,1,"Business confidence remains buoyant despite the October market crash, according to the survey, though it has cooled somewhat since the previous poll",VERB,16
33032,33032,2763,1,"As I drank water and ate for the first time in two days, my determination to continue the opposition crusade was strengthened",VERB,2
9109,9109,1635,1,"Now he relies on a rather uncomfortable machine to force air down his trachea, but he is sleeping better than ever, and so is Mrs. Ponce",VERB,17
11115,11115,1030,1,"Money continues to pour into venture- capital funds, but investors are becoming increasingly selective about the partnerships with which they place money",VERB,3
9031,9031,1557,1,"One of their favorite songs has the line: "" It rains and rains Until the stones will break.'",VERB,10
37030,37030,3397,1,"Your July 11 editorial ""' Breach' of Faith "" on the Krasnoyarsk radar, the AntiBallistic Missile Treaty, the strategic defense initiative, etc. misses the point",VERB,22
19981,19981,3168,1,"Mr. Meese of course had good personal reasons for the infernal device he left behind; Washington's Democrats have been trying to destroy Ed Meese since the day he arrived in town, for no reason other than that he looked like an easier target than Ronald Reagan",VERB,21
7468,7468,3358,1,"Mr. Cossa's grain bin may be filling up, but just last month another 100 peasants -- looking for food and security -- moved into the village to escape the fighting in the countryside",VERB,6
16879,16879,3423,1,"In 1986, the company slipped into the red with a loss of 40 million marks on massive inventory write- downs on out- of- fashion products that missed new leisure trends set by emerging competitors",VERB,26
13156,13156,3444,1,""" It will be very difficult for the Japanese to come in on an assault basis and knock them out of the box.'",VERB,17
32946,32946,2677,1,"But the latest- quarter results were about flat with the second quarter's$ 7.2 million, or 17 cents a share, as the rate of new orders cooled a bit from the previous period's hot pace",VERB,25
32583,32583,1941,1,"Thanks to further development of previously discovered reserves in Alaska and the Gulf of Mexico, BP America is one of the few North American oil producers that pumped more crude oil last year than in 1986",VERB,27
10349,10349,264,1,"Beginning this week, says Steve Freed, an agricultural analyst for Dean Witter Reynolds in Chicago, the corn yield will drop 5% for every week it rains less than normal",VERB,25
14957,14957,1881,1,"But at some point the market will cool, so Siemens figures it had better start selling to tomorrow's customers today",VERB,7
13435,13435,3723,1,"The Suez group has said it will dissolve the Belgian company's current 23-member board and create a two- tier management, with a chief executive running day- to- day operations and a management committee that defines strategy",VERB,7
23201,23201,3024,1,"His selection now evokes memories of the Boston- Austin axis struck when Mr. Dukakis's political hero, John Kennedy, picked Sen. Lyndon Johnson as his running mate in 1960",VERB,10
27378,27378,100,1,""" Where I live, in Silkstone in Yorkshire, we just had a memorial service as we put up a monument for some kids who were killed underground about 100 years ago -- about 80 kids, three, four, and five years of age, "" she said",VERB,25
20858,20858,308,1,"So we're scoping the situation, kicking back, and all of a sudden this guy gets this insane barrel, then does a full- on airplane floater, then a full- on wraparound cutback, then a full- on snap reentry",VERB,5
2237,2237,1118,1,"After rattling off Bell Atlantic, BellSouth and Southwestern Bell, he stumbled",VERB,10
31477,31477,835,1,"None of this seems to have damped the spirits of the hall's backers, who plan to kick off a new fund- raising drive this fall",VERB,16
34796,34796,790,1,""" And from it flow many of the phenomena which we find disturbing in the Kremlin's conduct of foreign policy: the secretiveness, the lack of frankness, the duplicity, the wary suspiciousness and the basic unfriendliness of purpose.'",VERB,4
8370,8370,2761,1,"There are a host of reasons why the January price increase should be sticking and why prices might go up another few cents in July, when by tradition the industry will reset them",VERB,13
30688,30688,46,1,"The insurance industry, facing mounting competition on several fronts, is undergoing a personnel and cost retrenchment such as those that have struck the securities and banking industries",VERB,21
