,label,expression,dataset,position,id,context,text
837,1,dissolve,TroFi_ORIGSPLIT,[148 156],TroFi.o.584,"A state judge in Manhattan ordered White & Case to provide an accounting of the firm 's assets as of June 30 , the day lawyers in the firm voted to dissolve their partnership and re-form without longtime partner Evan R. Dawson .","A state judge in Manhattan ordered White & Case to provide an accounting of the firm 's assets as of June 30 , the day lawyers in the firm voted to [PET_BOUNDARY]dissolve[PET_BOUNDARY]dissolve"
841,1,absorb,TroFi_ORIGSPLIT,[85 91],TroFi.o.43,"The House-passed version also includes the 4 % raise , but would require agencies to absorb only half of the cost .","The House-passed version also includes the 4 % raise , but would require agencies to [PET_BOUNDARY]absorb[PET_BOUNDARY]absorb"
34,1,roll,TroFi_ORIGSPLIT,[14 18],TroFi.o.2865,"She wanted to roll over his IRA into one in her own name , so she sought the IRS 's opinion .",She wanted to [PET_BOUNDARY]roll[PET_BOUNDARY]roll
856,1,stumbled,TroFi_ORIGSPLIT,[123 131],TroFi.o.3483,"Peter Lynch , who runs Fidelity Investments ' mammoth Magellan Fund , said the recent performance of the big funds , which stumbled badly late last year , should shoot down the theory that they are `` over the hill . ''/''","Peter Lynch , who runs Fidelity Investments ' mammoth Magellan Fund , said the recent performance of the big funds , which [PET_BOUNDARY]stumbled[PET_BOUNDARY]stumbled"
1446,1,flooded,TroFi_ORIGSPLIT,[52 59],TroFi.o.1448,"`` Dog cases were flooding the court system that 's flooded already , '' Mr. Margolis , the animal behaviorist and expert witness , says .",`` Dog cases were flooding the court system that 's [PET_BOUNDARY]flooded[PET_BOUNDARY]flooded
529,1,drag,TroFi_ORIGSPLIT,[141 145],TroFi.o.664,"That implies production slowdowns , which could result in job losses and weaker consumer spending , which in turn would cause the economy to drag its heels further .","That implies production slowdowns , which could result in job losses and weaker consumer spending , which in turn would cause the economy to [PET_BOUNDARY]drag[PET_BOUNDARY]drag"
1307,1,filling,TroFi_ORIGSPLIT,[18 25],TroFi.o.1266,He is laboriously filling out the cash-flow statement his bank requires for a spring-planting loan .,He is laboriously [PET_BOUNDARY]filling[PET_BOUNDARY]filling
1952,1,absorb,TroFi_ORIGSPLIT,[21 27],TroFi.o.35,"Now , do all of them absorb it and grab it ?","Now , do all of them [PET_BOUNDARY]absorb[PET_BOUNDARY]absorb"
575,1,planting,TroFi_ORIGSPLIT,[69 77],TroFi.o.2414,"It is time to join the X-maquis , go gray like artemisia , and start planting toward the xeric year 2000 .","It is time to join the X-maquis , go gray like artemisia , and start [PET_BOUNDARY]planting[PET_BOUNDARY]planting"
63,1,destroy,TroFi_ORIGSPLIT,[37 44],TroFi.o.443,"`` If Roger had purposely set out to destroy all morale in what was once the most confident and secure company going , he could n't have done a better job , '' Mr. Lee quotes an unnamed GM executive .",`` If Roger had purposely set out to [PET_BOUNDARY]destroy[PET_BOUNDARY]destroy
252,1,touched,TroFi_ORIGSPLIT,[20 27],TroFi.o.3652,Other House members touched by scandal were locked in tight races .,Other House members [PET_BOUNDARY]touched[PET_BOUNDARY]touched
1481,1,plowing,TroFi_ORIGSPLIT,[61 68],TroFi.o.2493,Tyson Foods said that despite Holly Farms ' rejection it was plowing ahead with its offer .,Tyson Foods said that despite Holly Farms ' rejection it was [PET_BOUNDARY]plowing[PET_BOUNDARY]plowing
888,1,besieged,TroFi_ORIGSPLIT,[125 133],TroFi.o.262,"People split their tickets from the presidential line to the House line because they know who the incumbent is , having been besieged by mail from the House member 's office and ads from his campaign and having been helped by his constituent case workers .","People split their tickets from the presidential line to the House line because they know who the incumbent is , having been [PET_BOUNDARY]besieged[PET_BOUNDARY]besieged"
83,1,plowing,TroFi_ORIGSPLIT,[79 86],TroFi.o.2490,Most African governments pay lip service but not much else to the principle of plowing those hunting revenues back into the rural communities .,Most African governments pay lip service but not much else to the principle of [PET_BOUNDARY]plowing[PET_BOUNDARY]plowing
1495,1,destroy,TroFi_ORIGSPLIT,[151 158],TroFi.o.419,"But a KKR spokesman , saying the RJR-Shearson group would sell more RJR assets in a takeover than KKR , denied any such plan: `` They think we want to destroy Atlanta ?","But a KKR spokesman , saying the RJR-Shearson group would sell more RJR assets in a takeover than KKR , denied any such plan: `` They think we want to [PET_BOUNDARY]destroy[PET_BOUNDARY]destroy"
187,1,rolled,TroFi_ORIGSPLIT,[73 79],TroFi.o.2906,To get some idea of how far back down the mountain American politics has rolled consider that the biggest individual political decision George Bush and Michael Dukakis have made so far in their runs for the presidency is selecting Dan Quayle and Lloyd Bentsen as their running mates .,To get some idea of how far back down the mountain American politics has [PET_BOUNDARY]rolled[PET_BOUNDARY]rolled
887,1,dissolves,TroFi_ORIGSPLIT,[89 98],TroFi.o.642,"The paved highway abruptly turns into a dirt road , and South Africa , without warning , dissolves into Bophuthatswana .","The paved highway abruptly turns into a dirt road , and South Africa , without warning , [PET_BOUNDARY]dissolves[PET_BOUNDARY]dissolves"
1548,1,fix,TroFi_ORIGSPLIT,[72 75],TroFi.o.1309,"Now it falls to William H. Spoor , the 65-year-old former chairman , to fix things .","Now it falls to William H. Spoor , the 65-year-old former chairman , to [PET_BOUNDARY]fix[PET_BOUNDARY]fix"
1104,1,cooling,TroFi_ORIGSPLIT,[112 119],TroFi.o.334,He thinks equity investors are bothered that short-term interest rates have n't eased despite the evidence of a cooling economy .,He thinks equity investors are bothered that short-term interest rates have n't eased despite the evidence of a [PET_BOUNDARY]cooling[PET_BOUNDARY]cooling
772,1,destroying,TroFi_ORIGSPLIT,[65 75],TroFi.o.508,"Second , the U.S. has tried to squeeze Panama 's economy without destroying it , both to spare ordinary Panamanians further suffering and to permit recovery once Gen. Noriega goes .","Second , the U.S. has tried to squeeze Panama 's economy without [PET_BOUNDARY]destroying[PET_BOUNDARY]destroying"
1425,1,flows,TroFi_ORIGSPLIT,[ 98 103],TroFi.o.1623,"With huge amounts of debt needed to pay for megadeals , buyers are seeking targets with rich cash flows to cover interest costs on that debt .","With huge amounts of debt needed to pay for megadeals , buyers are seeking targets with rich cash [PET_BOUNDARY]flows[PET_BOUNDARY]flows"
1241,1,flooding,TroFi_ORIGSPLIT,[30 38],TroFi.o.1463,THIS YEAR marketers are again flooding supermarket shelves with new products -- everything from Cajun popcorn to ketchup in spray cans .,THIS YEAR marketers are again [PET_BOUNDARY]flooding[PET_BOUNDARY]flooding
928,1,stuck,TroFi_ORIGSPLIT,[29 34],TroFi.o.3424,"The Nasdaq composite index , stuck in a narrow range since the beginning of September , slipped 0.28 to 384.20 .","The Nasdaq composite index , [PET_BOUNDARY]stuck[PET_BOUNDARY]stuck"
1899,1,roll,TroFi_ORIGSPLIT,[162 166],TroFi.o.2877,"Whatever , I got tired staring at it night after night , though I liked the eerie scene of shrouded , ghostly warriors standing silently on platforms that slowly roll them down the road into oblivion .","Whatever , I got tired staring at it night after night , though I liked the eerie scene of shrouded , ghostly warriors standing silently on platforms that slowly [PET_BOUNDARY]roll[PET_BOUNDARY]roll"
1199,1,riding,TroFi_ORIGSPLIT,[49 55],TroFi.o.2814,"The new minicomputer is hot , and the company is riding the first flush of demand for some faster new mainframes and software .","The new minicomputer is hot , and the company is [PET_BOUNDARY]riding[PET_BOUNDARY]riding"
446,1,touched,TroFi_ORIGSPLIT,[51 58],TroFi.o.3640,"At a recent Los Angeles fund-raiser , the governor touched a chord when he invoked his immigrant heritage .","At a recent Los Angeles fund-raiser , the governor [PET_BOUNDARY]touched[PET_BOUNDARY]touched"
1054,1,dragged,TroFi_ORIGSPLIT,[75 82],TroFi.o.688,"Big technology stocks , hit hard by yesterday 's downturn on Wall Street , dragged down the main over-the-counter market indicators .","Big technology stocks , hit hard by yesterday 's downturn on Wall Street , [PET_BOUNDARY]dragged[PET_BOUNDARY]dragged"
1398,1,cooled,TroFi_ORIGSPLIT,[111 117],TroFi.o.306,"Business confidence remains buoyant despite the October market crash , according to the survey , though it has cooled somewhat since the previous poll .","Business confidence remains buoyant despite the October market crash , according to the survey , though it has [PET_BOUNDARY]cooled[PET_BOUNDARY]cooled"
1579,1,rests,TroFi_ORIGSPLIT,[68 73],TroFi.o.2749,"However , the final outcome of negotiations on these joint ventures rests largely on whether Texaco can fight off Mr. Icahn at the annual meeting .","However , the final outcome of negotiations on these joint ventures [PET_BOUNDARY]rests[PET_BOUNDARY]rests"
1028,1,flooded,TroFi_ORIGSPLIT,[108 115],TroFi.o.1412,"In the weeks that followed , South Korean television sets , Taiwanese cassette players and imported clothes flooded shop windows -- apparently the harvest of a new policy that allows businessmen to import goods with foreign currency held abroad .","In the weeks that followed , South Korean television sets , Taiwanese cassette players and imported clothes [PET_BOUNDARY]flooded[PET_BOUNDARY]flooded"
1202,1,targeting,TroFi_ORIGSPLIT,[118 127],TroFi.o.3581,"Federal prosecutors in Texas , California and Florida are particularly burdened with bank fraud investigations , many targeting savings and loans that failed after speculative lending binges .","Federal prosecutors in Texas , California and Florida are particularly burdened with bank fraud investigations , many [PET_BOUNDARY]targeting[PET_BOUNDARY]targeting"
1094,1,smoothed,TroFi_ORIGSPLIT,[114 122],TroFi.o.3047,What many French voters hope is that they will be electing a moderate president whose wilder tendencies have been smoothed by two uncomfortable years of rubbing shoulders with Mr. Chirac and the free market .,What many French voters hope is that they will be electing a moderate president whose wilder tendencies have been [PET_BOUNDARY]smoothed[PET_BOUNDARY]smoothed
564,1,lend,TroFi_ORIGSPLIT,[68 72],TroFi.o.2084,"Still , market participants say the firmer U.S. interest rates will lend support to the dollar if tomorrow 's report shows that the trade gap widened in June .","Still , market participants say the firmer U.S. interest rates will [PET_BOUNDARY]lend[PET_BOUNDARY]lend"
461,1,kicks,TroFi_ORIGSPLIT,[15 20],TroFi.o.1843,The son-in-law kicks in his earnings from a factory job -- and raises a pig on the rooftop .,The son-in-law [PET_BOUNDARY]kicks[PET_BOUNDARY]kicks
1425,1,targeted,TroFi_ORIGSPLIT,[113 121],TroFi.o.3540,"If the `` done deal '' is undone by one of the regulatory bodies , he expects back-up bidders to move in and has targeted a worstcase price of $ 22 a share .","If the `` done deal '' is undone by one of the regulatory bodies , he expects back-up bidders to move in and has [PET_BOUNDARY]targeted[PET_BOUNDARY]targeted"
489,1,dance,TroFi_ORIGSPLIT,[35 40],TroFi.o.371,`` You 're not going to be able to dance and diddle here . ''/'',`` You 're not going to be able to [PET_BOUNDARY]dance[PET_BOUNDARY]dance
695,1,filled,TroFi_ORIGSPLIT,[72 78],TroFi.o.1248,The executives ' positions at their previous agencies have n't yet been filled .,The executives ' positions at their previous agencies have n't yet been [PET_BOUNDARY]filled[PET_BOUNDARY]filled
1269,1,attack,TroFi_ORIGSPLIT,[164 170],TroFi.o.124,"But critics complain that the blitz of big fines , which generally are settled for half or less of the proposed amount , was a bombastic gimmick that did little to attack the root problems of workplace illness and injury .","But critics complain that the blitz of big fines , which generally are settled for half or less of the proposed amount , was a bombastic gimmick that did little to [PET_BOUNDARY]attack[PET_BOUNDARY]attack"
1832,1,lend,TroFi_ORIGSPLIT,[117 121],TroFi.o.2071,"Mr. Hopfield , known mainly for his work on neural networks , believes that electronically controllable polymers may lend themselves to the complicated wiring of neural networks .","Mr. Hopfield , known mainly for his work on neural networks , believes that electronically controllable polymers may [PET_BOUNDARY]lend[PET_BOUNDARY]lend"
628,1,dissolve,TroFi_ORIGSPLIT,[158 166],TroFi.o.588,"And its matter-of-fact citizens are taking the long view-as befits a place where , in the words of Mr. Dyer 's Boonville history , `` past and present slowly dissolve one into the other . ''/''","And its matter-of-fact citizens are taking the long view-as befits a place where , in the words of Mr. Dyer 's Boonville history , `` past and present slowly [PET_BOUNDARY]dissolve[PET_BOUNDARY]dissolve"
1490,1,absorb,TroFi_ORIGSPLIT,[174 180],TroFi.o.6,"As a result , total investment from all sources , domestic and foreign , of about 16 % of gross national product is still way short of the 25 % analysts believe is needed to absorb a fast-expanding labor force .","As a result , total investment from all sources , domestic and foreign , of about 16 % of gross national product is still way short of the 25 % analysts believe is needed to [PET_BOUNDARY]absorb[PET_BOUNDARY]absorb"
1011,1,touched,TroFi_ORIGSPLIT,[146 153],TroFi.o.3658,The dollar ended slightly higher against the other major currencies as profit-taking helped it bounce back after it dipped below 1.8000 marks and touched 126.00 yen in early Asia trading .,The dollar ended slightly higher against the other major currencies as profit-taking helped it bounce back after it dipped below 1.8000 marks and [PET_BOUNDARY]touched[PET_BOUNDARY]touched
1454,1,cooling,TroFi_ORIGSPLIT,[47 54],TroFi.o.328,But Madison Avenue 's interest in Mr. Tyson is cooling because of the barrage of negative publicity about an alleged suicide attempt and his stormy marriage to actress Robin Givens .,But Madison Avenue 's interest in Mr. Tyson is [PET_BOUNDARY]cooling[PET_BOUNDARY]cooling
1470,1,destroyed,TroFi_ORIGSPLIT,[171 180],TroFi.o.482,The CDC report did not deal with the so-called `` good cholesterol '' -- the high-density form of lipoprotein that gathers up cholesterol in the body and carries it to be destroyed .,The CDC report did not deal with the so-called `` good cholesterol '' -- the high-density form of lipoprotein that gathers up cholesterol in the body and carries it to be [PET_BOUNDARY]destroyed[PET_BOUNDARY]destroyed
1010,1,fill,TroFi_ORIGSPLIT,[58 62],TroFi.o.1183,"Back then in 1876 , Wagner nearly went bankrupt trying to fill up his new theater , and a good many who did attend , among them Tchaikovsky , left word of the boredom they barely conquered listening to this gigantic parable of love , lust , power and greed dovetailed over decades out of quaint Nordic myths and some 200 leitmotives .","Back then in 1876 , Wagner nearly went bankrupt trying to [PET_BOUNDARY]fill[PET_BOUNDARY]fill"
752,1,struck,TroFi_ORIGSPLIT,[40 46],TroFi.o.3367,Scientists in their labs when the virus struck called reinforcements for help .,Scientists in their labs when the virus [PET_BOUNDARY]struck[PET_BOUNDARY]struck
1208,1,fix,TroFi_ORIGSPLIT,[189 192],TroFi.o.1290,-- The justices refused to hear an antitrust appeal by actor Paul Newman and director George Roy Hill in a suit charging that MCA Inc. and its Universal City Studios Inc. unit conspired to fix the percentage of film revenue paid to artists .,-- The justices refused to hear an antitrust appeal by actor Paul Newman and director George Roy Hill in a suit charging that MCA Inc. and its Universal City Studios Inc. unit conspired to [PET_BOUNDARY]fix[PET_BOUNDARY]fix
175,1,kicks,TroFi_ORIGSPLIT,[85 90],TroFi.o.1842,"Says William Beadle , president of the Better Business Bureau of Utah: `` When greed kicks in , common sense many times just flies right out the window . ''/''","Says William Beadle , president of the Better Business Bureau of Utah: `` When greed [PET_BOUNDARY]kicks[PET_BOUNDARY]kicks"
1655,1,withered,TroFi_ORIGSPLIT,[16 24],TroFi.o.3718,"Love shrank and withered , and all that remained was a quickening of the pulse , a rise in blood pressure and stomach contractions chasing each other in a horrible loneliness ; the loneliness of the wave absorbed by the sand , which never returns to the sea .",Love shrank and [PET_BOUNDARY]withered[PET_BOUNDARY]withered
1449,1,examine,TroFi_ORIGSPLIT,[ 94 101],TroFi.o.1092,"The approach is Socratic , using stories , questions and open discussion to allow students to examine these ethical concepts .","The approach is Socratic , using stories , questions and open discussion to allow students to [PET_BOUNDARY]examine[PET_BOUNDARY]examine"
202,1,dissolved,TroFi_ORIGSPLIT,[101 110],TroFi.o.633,"The lower court had enjoined the effect of its decision , pending the appeal , but the appeals court dissolved the injunction .","The lower court had enjoined the effect of its decision , pending the appeal , but the appeals court [PET_BOUNDARY]dissolved[PET_BOUNDARY]dissolved"
930,1,fill,TroFi_ORIGSPLIT,[ 8 12],TroFi.o.1192,Locusts fill the eerie silence of old battlegrounds ; peasants give live locusts to their babies as toys .,Locusts [PET_BOUNDARY]fill[PET_BOUNDARY]fill
355,1,strike,TroFi_ORIGSPLIT,[ 99 105],TroFi.o.3296,"Workers at General Motors Corp. 's truck assembly complex in Pontiac , Mich . , are threatening to strike for the second time in less than a year .","Workers at General Motors Corp. 's truck assembly complex in Pontiac , Mich . , are threatening to [PET_BOUNDARY]strike[PET_BOUNDARY]strike"
1151,1,fix,TroFi_ORIGSPLIT,[234 237],TroFi.o.1298,"Edward A. Brennan , chairman and chief executive officer , repeated to analysts something he said he recently told his managers about Sears 's businesses: `` If it is n't achieving its expected return on capital , their mandate is to fix it in a timely fashion , or exit the position and redeploy assets . ''/''","Edward A. Brennan , chairman and chief executive officer , repeated to analysts something he said he recently told his managers about Sears 's businesses: `` If it is n't achieving its expected return on capital , their mandate is to [PET_BOUNDARY]fix[PET_BOUNDARY]fix"
1258,1,pouring,TroFi_ORIGSPLIT,[29 36],TroFi.o.2568,"`` As long as the rains come pouring down on our land , we have hope . ''/''",`` As long as the rains come [PET_BOUNDARY]pouring[PET_BOUNDARY]pouring
1305,1,sleep,TroFi_ORIGSPLIT,[59 64],TroFi.o.2944,At Bobby 's house she is forthright in saying she wants to sleep with him ; why is she then accused of being devious ?,At Bobby 's house she is forthright in saying she wants to [PET_BOUNDARY]sleep[PET_BOUNDARY]sleep
1704,1,examined,TroFi_ORIGSPLIT,[138 146],TroFi.o.1108,"But that has n't occurred ; meanwhile , it may be a healthy thing that politicians are on notice that character issues may be more deeply examined .","But that has n't occurred ; meanwhile , it may be a healthy thing that politicians are on notice that character issues may be more deeply [PET_BOUNDARY]examined[PET_BOUNDARY]examined"
1352,1,dissolved,TroFi_ORIGSPLIT,[47 56],TroFi.o.610,A merger accord between Braniff and Pan Am was dissolved after Braniff failed to get sufficient cost concessions from Pan Am unions .,A merger accord between Braniff and Pan Am was [PET_BOUNDARY]dissolved[PET_BOUNDARY]dissolved
283,1,dragging,TroFi_ORIGSPLIT,[40 48],TroFi.o.726,The U.S. side was angry that talks were dragging .,The U.S. side was angry that talks were [PET_BOUNDARY]dragging[PET_BOUNDARY]dragging
215,1,targeting,TroFi_ORIGSPLIT,[62 71],TroFi.o.3597,"Traditions die hard , and the Fed has n't shaken its habit of targeting the real economy -- under the notion that inflation , too much money chasing too few goods , is prevented by curtailing the production of goods .","Traditions die hard , and the Fed has n't shaken its habit of [PET_BOUNDARY]targeting[PET_BOUNDARY]targeting"
876,1,rest,TroFi_ORIGSPLIT,[27 31],TroFi.o.2705,"By the time he was laid to rest in a solemn procession of 100 garbage trucks , a frenzied struggle for control of his empire was under way .",By the time he was laid to [PET_BOUNDARY]rest[PET_BOUNDARY]rest
1329,1,pumping,TroFi_ORIGSPLIT,[236 243],TroFi.o.2655,"Union Carbide announced after the market closed May 18 , a Wednesday , that it was cutting its quarterly dividend by 46 % and that it would offer 15 million new common shares as a means of reducing the company 's heavy debt load and of pumping more cash into the operation .","Union Carbide announced after the market closed May 18 , a Wednesday , that it was cutting its quarterly dividend by 46 % and that it would offer 15 million new common shares as a means of reducing the company 's heavy debt load and of [PET_BOUNDARY]pumping[PET_BOUNDARY]pumping"
367,1,cools,TroFi_ORIGSPLIT,[ 6 11],TroFi.o.351,"If it cools off , they worry about lower earnings , which also would hurt the market .",If it [PET_BOUNDARY]cools[PET_BOUNDARY]cools
1681,1,filled,TroFi_ORIGSPLIT,[51 57],TroFi.o.1229,"Levi Strauss & Co. moved from a 13-page booklet `` filled with details and procedures '' to a half-page statement of principles , says a spokeswoman .",Levi Strauss & Co. moved from a 13-page booklet `` [PET_BOUNDARY]filled[PET_BOUNDARY]filled
1618,1,stepped,TroFi_ORIGSPLIT,[29 36],TroFi.o.3116,"But in recent weeks , it has stepped up criticism of the Aquino government and attracted a cross-section of old-time politicians .","But in recent weeks , it has [PET_BOUNDARY]stepped[PET_BOUNDARY]stepped"
557,1,dissolving,TroFi_ORIGSPLIT,[25 35],TroFi.o.646,"JAMIE SECURITIES Inc. is dissolving , firm officials have said , but the company has n't formally announced the move .",JAMIE SECURITIES Inc. is [PET_BOUNDARY]dissolving[PET_BOUNDARY]dissolving
88,1,targeted,TroFi_ORIGSPLIT,[85 93],TroFi.o.3544,"It also was the buyer of Safeway Stores Inc . , another grocery chain unsuccessfully targeted by the Hafts .","It also was the buyer of Safeway Stores Inc . , another grocery chain unsuccessfully [PET_BOUNDARY]targeted[PET_BOUNDARY]targeted"
1528,1,eating,TroFi_ORIGSPLIT,[38 44],TroFi.o.882,"Domestic private consumption has been eating up about $ 3 billion or more a year , even during the war .",Domestic private consumption has been [PET_BOUNDARY]eating[PET_BOUNDARY]eating
145,1,planted,TroFi_ORIGSPLIT,[125 132],TroFi.o.2384,"Last week , after a team had gone through its paces , one of the handlers forgot to remove a stick of dynamite that had been planted in the suitcase .","Last week , after a team had gone through its paces , one of the handlers forgot to remove a stick of dynamite that had been [PET_BOUNDARY]planted[PET_BOUNDARY]planted"
295,1,attacked,TroFi_ORIGSPLIT,[115 123],TroFi.o.202,"The rate found by the study , which is designed to be definitive and to squelch second guessing , already is being attacked as too low .","The rate found by the study , which is designed to be definitive and to squelch second guessing , already is being [PET_BOUNDARY]attacked[PET_BOUNDARY]attacked"
1765,1,pumped,TroFi_ORIGSPLIT,[34 40],TroFi.o.2600,But last year a team of investors pumped about $ 3 million in new equity into the company and restructured some of its debt .,But last year a team of investors [PET_BOUNDARY]pumped[PET_BOUNDARY]pumped
1472,1,knocking,TroFi_ORIGSPLIT,[64 72],TroFi.o.2033,"At the time , his feeling was that `` even with the tax changes knocking out a lot of IRA money . .. the industry is expected to thrive and become more competitive over the next few years . ''/''","At the time , his feeling was that `` even with the tax changes [PET_BOUNDARY]knocking[PET_BOUNDARY]knocking"
1604,1,poured,TroFi_ORIGSPLIT,[ 9 15],TroFi.o.2541,They 've poured millions of dollars into lawmakers ' campaign coffers .,They 've [PET_BOUNDARY]poured[PET_BOUNDARY]poured
1568,1,drag,TroFi_ORIGSPLIT,[147 151],TroFi.o.660,"In fact , the biggest problem facing a Jimmy Snyder or Gary Hart today is n't the loss of job or candidacy but the likelihood that he will have to drag his offense forever , like a tin bell , all across the land .","In fact , the biggest problem facing a Jimmy Snyder or Gary Hart today is n't the loss of job or candidacy but the likelihood that he will have to [PET_BOUNDARY]drag[PET_BOUNDARY]drag"
1299,1,escaping,TroFi_ORIGSPLIT,[111 119],TroFi.o.990,"Among the problems that can be addressed , and perhaps resolved , at the joint session is the output currently escaping OPEC 's quotas .","Among the problems that can be addressed , and perhaps resolved , at the joint session is the output currently [PET_BOUNDARY]escaping[PET_BOUNDARY]escaping"
279,1,evaporated,TroFi_ORIGSPLIT,[150 160],TroFi.o.1034,"Recent fears of a weakening dollar , a sudden surge in inflation and a possible disappearance of foreign investors from the U.S. markets have all but evaporated .","Recent fears of a weakening dollar , a sudden surge in inflation and a possible disappearance of foreign investors from the U.S. markets have all but [PET_BOUNDARY]evaporated[PET_BOUNDARY]evaporated"
1706,1,stumble,TroFi_ORIGSPLIT,[184 191],TroFi.o.3446,"At the State Fair in Lincoln early this month , Mr. Karnes prompted a furor when he said , `` We need fewer farmers at this point in time , '' a remark that underlined his tendency to stumble into gaffes .","At the State Fair in Lincoln early this month , Mr. Karnes prompted a furor when he said , `` We need fewer farmers at this point in time , '' a remark that underlined his tendency to [PET_BOUNDARY]stumble[PET_BOUNDARY]stumble"
616,1,destroys,TroFi_ORIGSPLIT,[51 59],TroFi.o.515,"Eric Johnson , the researcher , found that it also destroys certain kinds of botulism .","Eric Johnson , the researcher , found that it also [PET_BOUNDARY]destroys[PET_BOUNDARY]destroys"
900,1,flourished,TroFi_ORIGSPLIT,[126 136],TroFi.o.1510,"The explanation seems to be that Mr. Linh , though born in the north , spent most of his life in the south , where capitalism flourished until the Communists took over in 1975 .","The explanation seems to be that Mr. Linh , though born in the north , spent most of his life in the south , where capitalism [PET_BOUNDARY]flourished[PET_BOUNDARY]flourished"
675,1,grab,TroFi_ORIGSPLIT,[153 157],TroFi.o.1724,"The suspension likely will accelerate inter-union warfare , as the electricians step up their recruitment drive at new sites , while other unions try to grab electricians ' members in factories where they represent the minority , Mr. Metcalfe says .","The suspension likely will accelerate inter-union warfare , as the electricians step up their recruitment drive at new sites , while other unions try to [PET_BOUNDARY]grab[PET_BOUNDARY]grab"
1102,1,fill,TroFi_ORIGSPLIT,[24 28],TroFi.o.1190,"In the second race , to fill the upperhouse Diet seat vacated by Mr. Sato 's campaign for the governorship , the pro-tax reform candidate , Kentaro Ishihara , won by an even wider margin .","In the second race , to [PET_BOUNDARY]fill[PET_BOUNDARY]fill"
398,1,eating,TroFi_ORIGSPLIT,[192 198],TroFi.o.893,"The honor of these Pulitzer-predators will be vindicated only if Mr. Anderson does all sorts of demeaning acts pursuant to article 48a of the Civil Code of California , mostly in the order of eating humble pie .","The honor of these Pulitzer-predators will be vindicated only if Mr. Anderson does all sorts of demeaning acts pursuant to article 48a of the Civil Code of California , mostly in the order of [PET_BOUNDARY]eating[PET_BOUNDARY]eating"
466,1,target,TroFi_ORIGSPLIT,[ 94 100],TroFi.o.3518,"If so , human cells may also make similar proteins -- potentially confusing immune cells that target foreign stress proteins and inducing them to attack a person 's own cells .","If so , human cells may also make similar proteins -- potentially confusing immune cells that [PET_BOUNDARY]target[PET_BOUNDARY]target"
1499,1,absorbing,TroFi_ORIGSPLIT,[58 67],TroFi.o.89,"The difference: An ever wealthier South Korea can imagine absorbing the poorer , less-populated Communist North , but Taiwan , no matter how rich , would be swallowed whole by the massive Chinese mainland .",The difference: An ever wealthier South Korea can imagine [PET_BOUNDARY]absorbing[PET_BOUNDARY]absorbing
1850,1,die,TroFi_ORIGSPLIT,[167 170],TroFi.o.580,"`` We 're waiting for inspiration , one way or the other , '' one equity salesman said , adding that `` at the moment , there 's absolutely nothing to make the market die a death nor spur it on . ''/''","`` We 're waiting for inspiration , one way or the other , '' one equity salesman said , adding that `` at the moment , there 's absolutely nothing to make the market [PET_BOUNDARY]die[PET_BOUNDARY]die"
45,1,fill,TroFi_ORIGSPLIT,[53 57],TroFi.o.1188,"Elise holds out empty arms , pleading with Andrew to fill them , but the chasm is too wide , the distance traveled in different directions too great .","Elise holds out empty arms , pleading with Andrew to [PET_BOUNDARY]fill[PET_BOUNDARY]fill"
1824,1,missed,TroFi_ORIGSPLIT,[ 7 13],TroFi.o.2293,Yet he missed the mark on his beliefs that money has no `` cost '' and interest rates are the `` price '' of money .,Yet he [PET_BOUNDARY]missed[PET_BOUNDARY]missed
163,1,evaporate,TroFi_ORIGSPLIT,[72 81],TroFi.o.1005,"But party leaders ' hopes of writing a broadly worded document began to evaporate , as early versions of platform planks were cluttered with specific promises .",But party leaders ' hopes of writing a broadly worded document began to [PET_BOUNDARY]evaporate[PET_BOUNDARY]evaporate
1176,1,examined,TroFi_ORIGSPLIT,[33 41],TroFi.o.1129,"Two years later a planning group examined the town 's economic future , leading to the incorporation of the Greencastle Development Center in September 1986 .",Two years later a planning group [PET_BOUNDARY]examined[PET_BOUNDARY]examined
406,1,flourish,TroFi_ORIGSPLIT,[ 98 106],TroFi.o.1483,"Indeed , the one truly revolutionary asssumption at loose in the world now is economic: Economies flourish in free markets .","Indeed , the one truly revolutionary asssumption at loose in the world now is economic: Economies [PET_BOUNDARY]flourish[PET_BOUNDARY]flourish"
1089,1,smoothed,TroFi_ORIGSPLIT,[164 172],TroFi.o.3046,"Typically , he says , a company that discovers irregularities asks the offending executive to resign without a pension or severance pay , and the affair is quietly smoothed over .","Typically , he says , a company that discovers irregularities asks the offending executive to resign without a pension or severance pay , and the affair is quietly [PET_BOUNDARY]smoothed[PET_BOUNDARY]smoothed"
1322,1,stepping,TroFi_ORIGSPLIT,[25 33],TroFi.o.3163,"Eastern Airlines Inc. is stepping up its marketing war in the busy , competitive Northeast shuttle-service market , offering discounts of as much as 30 % for passengers buying tickets in bulk .",Eastern Airlines Inc. is [PET_BOUNDARY]stepping[PET_BOUNDARY]stepping
63,1,dragging,TroFi_ORIGSPLIT,[174 182],TroFi.o.721,"Oil shares , higher at the end of the morning session on a flurry of merger rumors , gave back most of their gains in the afternoon , while financials such as brokers fell , dragging down the Nikkei index .","Oil shares , higher at the end of the morning session on a flurry of merger rumors , gave back most of their gains in the afternoon , while financials such as brokers fell , [PET_BOUNDARY]dragging[PET_BOUNDARY]dragging"
