,Unnamed: 0,text,label
2146,6334,"first-time writer-director dylan kidd also has a good ear for dialogue , and the characters sound like real people .",0
1141,6068,". . . a cheap , ludicrous attempt at serious horror .",0
1194,5597,"with a tone as variable as the cinematography , schaeffer's film never settles into the light-footed enchantment the material needs , and the characters' quirks and foibles never jell into charm .",0
1111,9960,"'pocas ideas interesantes , un final pseudo místico que no corresponde al tono general del filme y que deja una sensación de inconformidad que hace pensar más de una vez si vale la pena ir a la taquilla y reclamar el precio del boleto . '",0
1219,8971,rarely does a film so graceless and devoid of merit as this one come along .,0
1699,5588,an inelegant combination of two unrelated shorts that falls far short of the director's previous work in terms of both thematic content and narrative strength .,0
2182,7617,imagine the james woods character from videodrome making a home movie of audrey rose and showing it to the kid from the sixth sense and you've imagined the ring .,0
2004,7929,"the story itself is uninteresting , and the songs are painfully undistinguished : they might be giants' so to be one of us may be the most tuneless tune ever composed .",0
2008,9504,"not that any of us should be complaining when a film clocks in around 90 minutes these days , but the plotting here leaves a lot to be desired .",0
1579,8994,"jam-packed with literally bruising jokes . every five minutes or so , someone gets clocked .",0
1752,9002,"after the setup , the air leaks out of the movie , flattening its momentum with about an hour to go .",0
1809,7342,van wilder brings a whole new meaning to the phrase 'comedy gag . ' at least one scene is so disgusting that viewers may be hard pressed to retain their lunch .,0
1832,6118,each scene wreaks of routine ; the film never manages to generate a single threat of suspense .,0
2017,5376,"stinks from start to finish , like a wet burlap sack of gloom .",0
1585,8035,"it's a bad sign when you're rooting for the film to hurry up and get to its subjects' deaths just so the documentary will be over , but it's indicative of how uncompelling the movie is unless it happens to cover your particular area of interest .",0
1560,9281,"impostor doesn't do much with its template , despite a remarkably strong cast .",0
1363,8790,the concept is a hoot . the trailer is a riot . the movie is a dud .,0
2009,10651,narc is all menace and atmosphere .,0
1760,6453,did the film inform and educate me ? yes . did it move me to care about what happened in 1915 armenia ? no . and that is where ararat went astray .,0
1872,8274,"maybe it's the star power of the cast or the redundant messages , but something aboul "" full frontal "" seems , well , contrived .",0
1800,6131,"the piano teacher , like its title character , is repellantly out of control .",0
1135,5859,"given the fact that virtually no one is bound to show up at theatres for it , the project should have been made for the tube .",0
1527,6957,"the longer the movie goes , the worse it gets , but it's actually pretty good in the first few minutes .",0
1298,9305,"aside from the fact that the film idiotically uses the website feardotcom . com or the improperly hammy performance from poor stephen rea , the film gets added disdain for the fact that it is nearly impossible to look at or understand .",0
1639,7690,"when perry fists a bull at the moore farm , it's only a matter of time before he gets the upper hand in matters of the heart .",0
1787,7276,"deadeningly dull , mired in convoluted melodrama , nonsensical jargon and stiff-upper-lip laboriousness .",0
2183,8909,". . . expands the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape .",0
1763,9642,"[creates] the worst kind of mythologizing , the kind that sacrifices real heroism and abject suffering for melodrama .",0
1297,8990,"the sum of all fears pretends to be a serious exploration of nuclear terrorism , but it's really nothing more than warmed-over cold war paranoia .",0
1134,9454,it recycles every cliché about gays in what is essentially an extended soap opera .,0
1867,8707,"with more character development this might have been an eerie thriller ; with better payoffs , it could have been a thinking man's monster movie .",0
1696,9160,"a loud , ugly , irritating movie without any of its satirical salvos hitting a discernible target .",0
1283,9900,a fairly harmless but ultimately lifeless feature-length afterschool special .,0
1634,8676,"eccentric enough to stave off doldrums , caruso's self-conscious debut is also eminently forgettable .",0
1989,6690,it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy .,0
1914,10062,"a pint-sized 'goodfellas' designed to appeal to the younger set , it's not a very good movie in any objective sense , but it does mostly hold one's interest .",0
1307,10256,the master of disguise is awful . it's pauly shore awful . don't say you weren't warned .,0
1666,6621,"it sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations .",0
1971,9362,"a low-budget affair , tadpole was shot on digital video , and the images often look smeary and blurry , to the point of distraction . then again , in a better movie , you might not have noticed .",0
1263,6482,"once one experiences mr . haneke's own sadistic tendencies toward his audience , one is left with a sour taste in one's mouth , and little else .",0
1259,5558,"a lack of thesis makes maryam , in the end , play out with the intellectual and emotional impact of an after-school special .",0
2078,8163,"a gorgeous , somnolent show that is splendidly mummified and thoroughly unsurprising .",0
1224,7818,made by jackasses for jackasses .,0
2129,5857,. . . standard guns versus martial arts cliche with little new added .,0
1580,10221,"none of this has the suavity or classical familiarity of bond , but much of it is good for a laugh . the problem with "" xxx "" is that its own action isn't very effective .",0
1379,7027,harland williams is so funny in drag he should consider permanent sex-reassignment .,0
1146,5619,the inherent limitations of using a video game as the source material movie are once again made all too clear in this schlocky horror/action hybrid .,0
1905,8199,"as an actor , the rock is aptly named .",0
1184,10124,"this picture is murder by numbers , and as easy to be bored by as your abc's , despite a few whopping shootouts .",0
1327,8466,"i think it was plato who said , 'i think , therefore i know better than to rush to the theatre for this one . '",0
1513,7806,"all that ( powerpuff girls ) charm is present in the movie , but it's spread too thin .",0
1470,7664,all i can say is fuhgeddaboutit .,0
1941,5863,"unfortunately , carvey's rubber-face routine is no match for the insipid script he has crafted with harris goldberg .",0
1333,6537,"'men in black ii creates a new threat for the mib , but recycles the same premise .",0
1801,7963,"plays as hollow catharsis , with lots of tears but very little in the way of insights .",0
2049,8515,it never rises to its clever what-if concept .,0
2184,9903,amazingly lame .,0
1802,6992,sacrifices the value of its wealth of archival foot-age with its less-than-objective stance .,0
2164,7899,"suffers from rambling , repetitive dialogue and the visual drabness endemic to digital video .",0
1592,7103,"there's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging .",0
1850,6011,"too smart to ignore but a little too smugly superior to like , this could be a movie that ends up slapping its target audience in the face by shooting itself in the foot .",0
1554,6159,"dogtown is hollow , self-indulgent , and - worst of all - boring .",0
1875,5959,. . . this isn't even a movie we can enjoy as mild escapism ; it is one in which fear and frustration are provoked to intolerable levels .,0
1490,8224,has something to say . . . but it is a statement and issue worthy of a much more thoughtfulness and insight than a melodramatic and wholly predictable thriller .,0
1406,9042,"at least it's a fairly impressive debut from the director , charles stone iii .",0
2070,10440,"the main characters are simply named the husband , the wife and the kidnapper , emphasizing the disappointingly generic nature of the entire effort .",0
1199,7274,"with virtually no interesting elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge .",0
1630,9501,"the leads are so unmemorable , despite several attempts at lengthy dialogue scenes , that one eventually resents having to inhale this gutter romancer's secondhand material .",0
1886,7754,shallow .,0
2104,7099,"[director] o'fallon manages to put some lovely pictures up on the big screen , but his skill at telling a story -- he also contributed to the screenplay -- falls short .",0
1150,8689,"a gushy episode of "" m * a * s * h "" only this time from an asian perspective .",0
1889,6064,the hackneyed story about an affluent damsel in distress who decides to fight her bully of a husband is simply too overdone .,0
1679,5576,an ugly-duckling tale so hideously and clumsily told it feels accidental .,0
1116,9993,"long before it's over , you'll be thinking of 51 ways to leave this loser .",0
1142,5825,"i've had more interesting -- and , dare i say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama .",0
1614,6053,so-so entertainment .,0
1786,5823,hugh grant's act is so consuming that sometimes it's difficult to tell who the other actors in the movie are .,0
1647,8246,"no , it's not nearly as good as any of its influences .",0
1602,6055,'the château is never quite able to overcome the cultural moat surrounding its ludicrous and contrived plot . ',0
1716,6545,it's fitting that a movie as artificial and soulless as the country bears owes its genesis to an animatronic display at disneyland .,0
1499,6649,"stuffy , full of itself , morally ambiguous and nothing to shout about .",0
1929,7538,"the movie feels like it's going to be great , and it carries on feeling that way for a long time , but takeoff just never happens .",0
1761,6520,jaglom offers the none-too-original premise that everyone involved with moviemaking is a con artist and a liar .,0
1177,5970,. . . a pretentious mess . . .,0
1960,5348,"such master screenwriting comes courtesy of john pogue , the yale grad who previously gave us "" the skulls "" and last year's "" rollerball . "" enough said , except : film overboard !",0
1591,9779,"fans of plympton's shorts may marginally enjoy the film , but it is doubtful this listless feature will win him any new viewers .",0
1366,7966,"the reason i found myself finally unmoved by this film , which is immaculately produced and has serious things to say , is that it comes across rather too plainly as allegory .",0
2082,9201,"the movie turns out to be [assayas'] homage to the gallic 'tradition of quality , ' in all its fusty squareness .",0
1264,9342,"the movie has generic virtues , and despite a lot of involved talent , seems done by the numbers .",0
1604,7034,"the words , 'frankly , my dear , i don't give a damn , ' have never been more appropriate .",0
1995,6318,sex with strangers will shock many with its unblinking frankness . but what is missing from it all is a moral . what is the filmmakers' point ? why did they deem it necessary to document all this emotional misery ?,0
1451,7366,"for anyone who grew up on disney's 1950 treasure island , or remembers the 1934 victor fleming classic , this one feels like an impostor .",0
1335,8587,"there are deeply religious and spiritual people in this world who would argue that entering a church , synagogue or temple doesn't mean you have to check your brain at the door . the same should go for movie theaters .",0
1986,5995,"aside from showing us in explicit detail how difficult it is to win over the two-drink-minimum crowd , there's little to be learned from watching 'comedian'",0
2173,9941,"the entire point of a shaggy dog story , of course , is that it goes nowhere , and this is classic nowheresville in every sense .",0
1813,6125,"feels like the work of someone who may indeed have finally aged past his prime . . . and , perhaps more than he realizes , just wants to be liked by the people who can still give him work .",0
1846,5517,a cleverly crafted but ultimately hollow mockumentary .,0
1563,7501,"it wants to be thought of as a subversive little indie film , but it has all the qualities of a modern situation comedy .",0
1240,5447,"j . lo will earn her share of the holiday box office pie , although this movie makes one thing perfectly clear : she's a pretty woman , but she's no working girl .",0
1204,6098,"no matter how firmly director john stainton has his tongue in his cheek , the fact remains that a wacky concept does not a movie make .",0
1977,8051,"the angst-ridden , affluent slacker characters are more grating than engaging .",0
1180,6958,"while it's genuinely cool to hear characters talk about early rap records ( sugar hill gang , etc . ) , the constant referencing of hip-hop arcana can alienate even the savviest audiences .",0
1964,7503,"shadyac shoots his film like an m . night shyamalan movie , and he frequently maintains the same snail's pace ; he just forgot to add any genuine tension .",0
2190,8148,"apallingly absurd . . . the chemistry or lack thereof between newton and wahlberg could turn an imax theater into a 9 "" black and white portable tv .",0
1903,10213,an unfortunate title for a film that has nothing endearing about it .,0
1838,9381,these are textbook lives of quiet desperation .,0
1608,9934,"van wilder has a built-in audience , but only among those who are drying out from spring break and are still unconcerned about what they ingest .",0
1454,8694,"entertaining enough , but nothing new",0
1291,6190,es triste tener que decirles que lo único grato de la cinta es el cuerpo desnudo de la heather . . .,0
1854,6078,"90 punitive minutes of eardrum-dicing gunplay , screeching-metal smashups , and flaccid odd-couple sniping .",0
1652,9490,"director elie chouraqui , who co-wrote the script , catches the chaotic horror of war , but why bother if you're going to subjugate truth to the tear-jerking demands of soap opera ?",0
1409,5749,"children of the century , though well dressed and well made , ultimately falls prey to the contradiction that afflicts so many movies about writers .",0
1677,9399,"a 'girls gone wild' video for the boho art-house crowd , the burning sensation isn't a definitive counter-cultural document -- its makers aren't removed and inquisitive enough for that .",0
1139,8215,there's nothing provocative about this film save for the ways in which it studiously avoids provoking thought .,0
2027,10033,"a shoddy male hip hop fantasy filled with guns , expensive cars , lots of naked women and rocawear clothing .",0
1821,7128,"for each chuckle there are at least 10 complete misses , many coming from the amazingly lifelike tara reid , whose acting skills are comparable to a cardboard cutout .",0
1294,7242,"samira makhmalbaf's new film blackboards is much like the ethos of a stream of consciousness , although , it's unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal",0
1942,6272,"hope keeps arising that the movie will live up to the apparent skills of its makers and the talents of its actors , but it doesn't .",0
1101,10399,the story alone could force you to scratch a hole in your head .,0
1853,6999,"pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r . abrams , in their feature debut .",0
1567,8777,lazily directed by charles stone iii . . . from a leaden script by matthew cirulnick and novelist thulani davis .,0
1248,10063,get out your pooper-scoopers .,0
1300,10048,"sheridan is painfully bad , a fourth-rate jim carrey who doesn't understand the difference between dumb fun and just plain dumb .",0
1687,9127,"serviceable at best , slightly less than serviceable at worst .",0
1104,9449,boring and meandering .,0
2011,7047,"the stripped-down approach does give the film a certain timeless quality , but the measured pace and lack of dramatic inflection can also seem tedious .",0
1864,8289,on the right track to something that's creepy and effective . . . it's just going to take more than a man in a bullwinkle costume to get there .,0
1901,8353,about as cutting-edge as pet rock : the movie .,0
1924,10151,a dark comedy that goes for sick and demented humor simply to do so . the movie is without intent .,0
1432,9344,"it's a terrible movie in every regard , and utterly painful to watch .",0
2145,6596,"normally , rohmer's talky films fascinate me , but when he moves his setting to the past , and relies on a historical text , he loses the richness of characterization that makes his films so memorable .",0
1166,7648,aspires for the piquant but only really achieves a sort of ridiculous sourness .,0
1231,6266,one of those films that seems tailor made to air on pay cable to offer some modest amusements when one has nothing else to watch .,0
1122,7558,"[director] byler may yet have a great movie in him , but charlotte sometimes is only half of one .",0
1940,9239,"there's some good material in their story about a retail clerk wanting more out of life , but the movie too often spins its wheels with familiar situations and repetitive scenes .",0
1632,5947,"a 94-minute travesty of unparalleled proportions , writer-director parker seems to go out of his way to turn the legendary wit's classic mistaken identity farce into brutally labored and unfunny hokum .",0
1281,7730,diane lane shines in unfaithful . almost everything else is wan .,0
1543,7573,"the thriller side of this movie is falling flat , as the stalker doesn't do much stalking , and no cop or lawyer grasps the concept of actually investigating the case .",0
1467,6597,"i highly recommend irwin , but not in the way this film showcases him .",0
1795,5408,"there's a reason the studio didn't offer an advance screening . "" the adventures of pluto nash "" is a big time stinker .",0
1258,10264,"watching "" ending "" is too often like looking over the outdated clothes and plastic knickknacks at your neighbor's garage sale . you can't believe anyone would really buy this stuff .",0
2124,10567,"blade ii has a brilliant director and charismatic star , but it suffers from rampant vampire devaluation .",0
1984,6486,"for those of us who respond more strongly to storytelling than computer-generated effects , the new star wars installment hasn't escaped the rut dug by the last one .",0
1420,6947,"this is not the undisputed worst boxing movie ever , but it's certainly not a champion - the big loser is the audience .",0
1542,5753,a close-to-solid espionage thriller with the misfortune of being released a few decades too late .,0
2031,8121,"blessed with immense physical prowess he may well be , but ahola is simply not an actor . and in truth , cruel as it may sound , he makes arnold schwarzenegger look like spencer tracy .",0
1575,9420,this sort of cute and cloying material is far from zhang's forte and it shows .,0
1277,10400,"ultimately , sarah's dedication to finding her husband seems more psychotic than romantic , and nothing in the movie makes a convincing case that one woman's broken heart outweighs all the loss we witness .",0
1613,10067,"more busy than exciting , more frantic than involving , more chaotic than entertaining .",0
1244,8324,the gantzes' interviews tend to let the guys off the hook .,0
1215,8157,"while obviously an extremely personal work , it remains inextricably stuck in an emotionally unavailable rut .",0
1319,10586,"purports to be a hollywood satire but winds up as the kind of film that should be the target of something deeper and more engaging . oh , and more entertaining , too .",0
1594,7885,"had the film boasted a clearer , more memorable , the creepiness would have gotten under the skin .",0
1336,9157,"schnitzler's film has a great hook , some clever bits and well-drawn , if standard issue , characters , but is still only partly satisfying .",0
2007,8046,a standard haunted house tale transplanted to the high seas .,0
1719,7989,"the makers have forsaken the entertaining elements of the original and , instead , rehash old jokes and leave any life at the doorstep . i like frank the pug , though .",0
2085,5451,"off the hook is overlong and not well-acted , but credit writer-producer-director adam watstein with finishing it at all .",0
1756,10463,gaping plot holes sink this 'sub'-standard thriller and drag audience enthusiasm to crush depth .,0
2166,7151,. . . the film suffers from a lack of humor ( something needed to balance out the violence ) . . .,0
1492,9703,"ultimately , clarity matters , both in breaking codes and making movies . enigma lacks it .",0
1913,6975,oh come on . like you couldn't smell this turkey rotting from miles away .,0
1438,6271,it's probably not easy to make such a worthless film . . .,0
1338,7179,"dull , lifeless , and amateurishly assembled .",0
1514,8611,"much like robin williams , death to smoochy has already reached its expiration date .",0
1203,5804,the maudlin way its story unfolds suggests a director fighting against the urge to sensationalize his material .,0
1912,7087,vera's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them .,0
1792,8669,the film virtually chokes on its own self-consciousness .,0
1653,6099,a sub-formulaic slap in the face to seasonal cheer .,0
1253,7971,high crimes miscasts nearly every leading character .,0
2046,8330,"involving at times , but lapses quite casually into the absurd .",0
1519,8223,"you would be better off investing in the worthy emi recording that serves as the soundtrack , or the home video of the 1992 malfitano-domingo production .",0
1925,7592,"acting , particularly by tambor , almost makes "" never again "" worthwhile , but [writer/director] schaeffer should follow his titular advice",0
1668,8136,a harmless and mildly amusing family comedy .,0
2134,7451,"so what is the point ? lovingly choreographed bloodshed taking place in a pristine movie neverland , basically .",0
1804,9950,"when 'science fiction' takes advantage of the fact that its intended audience hasn't yet had much science , it does a disservice to the audience and to the genre .",0
2118,7606,. . . too gory to be a comedy and too silly to be an effective horror film .,0
1477,9502,the script ? please .,0
1195,9909,. . . about as exciting to watch as two last-place basketball teams playing one another on the final day of the season .,0
1121,5922,this mess of a movie is nothing short of a travesty of a transvestite comedy .,0
1769,5851,"in the name of an allegedly inspiring and easily marketable flick , the emperor's club turns a blind eye to the very history it pretends to teach .",0
1932,5612,"some of the computer animation is handsome , and various amusing sidekicks add much-needed levity to the otherwise bleak tale , but overall the film never rises above mediocrity .",0
1672,10623,feels strangely hollow at its emotional core .,0
1274,8504,"just entertaining enough not to hate , too mediocre to love .",0
2005,9765,"a bizarre piece of work , with premise and dialogue at the level of kids' television and plot threads as morose as teen pregnancy , rape and suspected murder",0
1343,6581,"a standard police-oriented drama that , were it not for de niro's participation , would have likely wound up a tnt original .",0
1249,6481,"it's a very sincere work , but it would be better as a diary or documentary .",0
2152,5495,"at its best , it's black hawk down with more heart . at its worst , it's rambo- meets-john ford .",0
1745,6722,"kenneth branagh's energetic sweet-and-sour performance as a curmudgeonly british playwright grounds this overstuffed , erratic dramedy in which he and his improbably forbearing wife contend with craziness and child-rearing in los angeles .",0
1975,7062,"a morose little soap opera about three vapid , insensitive people who take turns hurting each other . it's a feature-length adaptation of one of those "" can this marriage be saved ? "" columns from ladies home journal . . .",0
1866,9149,the movie's heavy-handed screenplay navigates a fast fade into pomposity and pretentiousness .,0
1313,6126,"trailer park magnolia : too long , too cutesy , too sure of its own importance , and possessed of that peculiar tension of being too dense & about nothing at all .",0
1325,6448,i'm not sure these words have ever been together in the same sentence : this erotic cannibal movie is boring .,0
1275,6733,"in both the writing and cutting , it does not achieve the kind of dramatic unity that transports you . you end up simply admiring this bit or that , this performance or that .",0
1671,8114,. . . surprisingly inert for a movie in which the main character travels back and forth between epochs .,0
1356,7712,"the movie takes itself too seriously and , as a result , it makes for only intermittent fun .",0
2123,5397,"isn't as sharp as the original . . . despite some visual virtues , 'blade ii' just doesn't cut it .",0
1505,6846,indifferently implausible popcorn programmer of a movie .,0
2057,8879,"call me a cold-hearted curmudgeon for not being able to enjoy a mindless action movie , but i believe a movie can be mindless without being the peak of all things insipid .",0
1556,6209,"the most opaque , self-indulgent and just plain goofy an excuse for a movie as you can imagine .",0
1397,8538,"the film is a confusing melange of tones and styles , one moment a romantic trifle and the next a turgid drama .",0
1288,9564,"i believe silberling had the best intentions here , but he just doesn't have the restraint to fully realize them .",0
1658,7267,"there's no emotional pulse to solaris . with an emotional sterility to match its outer space setting , soderbergh's spectacular swing for the fence yields only a spectacular whiff .",0
1662,5611,"it's hard to imagine any recent film , independent or otherwise , that makes as much of a mess as this one .",0
1534,10199,"though uniformly well acted , especially by young ballesta and galan ( a first-time actor ) , writer/director achero manas's film is schematic and obvious .",0
1642,8517,this story of unrequited love doesn't sustain interest beyond the first half-hour .,0
1362,5731,paxton's uneven directorial debut fails to unlock the full potential of what is in many ways a fresh and dramatically substantial spin on the genre .,0
1308,9676,"it's hard to believe that a relationship like holly and marina's could survive the hothouse emotions of teendom , and its longevity gets more inexplicable as the characterizations turn more crassly reductive .",0
1718,8982,it's a bad action movie because there's no rooting interest and the spectacle is grotesque and boring .,0
1654,6265,"if jews were catholics , this would be catechism",0
1717,7073,"like all abstract art , the film does not make this statement in an easily accessible way , and -- unless prewarned -- it would be very possible for a reasonably intelligent person to sit through its tidal wave of imagery and not get this vision at all .",0
1190,10368,nearly all the fundamentals you take for granted in most films are mishandled here .,0
1537,8742,"it could have been something special , but two things drag it down to mediocrity -- director clare peploe's misunderstanding of marivaux's rhythms , and mira sorvino's limitations as a classical actress .",0
1489,8614,an often unfunny romp .,0
1966,5898,it's such a mechanical endeavor [that] it never bothers to question why somebody might devote time to see it .,0
1686,8354,"with generic sets and b-grade special effects , jason is about as convincing on the sci-fi front as tv's defunct cleopatra 2525 .",0
1530,6548,an uneven look into a grim future that doesn't come close to the level of intelligence and visual splendour that can be seen in other films based on philip k . dick stories .,0
1811,6280,not one moment in the enterprise didn't make me want to lie down in a dark room with something cool to my brow .,0
1620,6804,an incoherent jumble of a film that's rarely as entertaining as it could have been .,0
1927,6864,"the techno tux is good for a few laughs , as are chan and hewitt , but when such a good design turns out to be a cheap knockoff , we can't recommend anything but a rental for the tuxedo .",0
1290,9854,that such a horrible movie could have sprung from such a great one is one of the year's worst cinematic tragedies .,0
2102,6837,"nicks , seemingly uncertain what's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy .",0
1117,7816,feels like six different movies fighting each other for attention .,0
1119,7737,undercover brother doesn't go far enough . it's just a silly black genre spoof .,0
1690,9120,"it is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",0
1709,8082,the sort of movie that gives tastelessness a bad rap .,0
1115,7851,lawrence preaches strictly to the converted .,0
2174,10167,"flat , misguided comedy .",0
1411,6822,bottom-rung new jack city wannabe .,0
1396,5415,"deadly dull , pointless meditation on losers in a gone-to-seed hotel .",0
1100,5701,"77 minutes of pokemon may not last 4ever , it just seems like it does . my only wish is that celebi could take me back to a time before i saw this movie and i could just skip it .",0
1498,8529,"the action here is unusually tame , the characters are too simplistic to maintain interest , and the plot offers few surprises .",0
1352,8539,"obviously , a lot of people wasted a lot of their time ( including mine ) on something very inconsequential .",0
2020,9198,"it's dull , spiritless , silly and monotonous : an ultra-loud blast of pointless mayhem , going nowhere fast .",0
2066,5983,has all the right elements but completely fails to gel together .,0
1496,5586,"watching the powerpuff girls movie , my mind kept returning to one anecdote for comparison : the cartoon in japan that gave people seizures .",0
1410,6863,"it's another video movie photographed like a film , with the bad lighting that's often written off as indie film naturalism .",0
1107,6158,the film thrusts the inchoate but already eldritch christian right propaganda machine into national media circles .,0
1842,9542,deuces wild is an encyclopedia of cliches that shoplifts shamelessly from farewell-to-innocence movies like the wanderers and a bronx tale without cribbing any of their intelligence .,0
1815,6471,it's as if de palma spent an hour setting a fancy table and then served up kraft macaroni and cheese .,0
1557,8432,what's really sad is to see two academy award winning actresses ( and one academy award winning actor ) succumb to appearing in this junk that's tv sitcom material at best .,0
1724,5445,"some episodes work , some don't .",0
2058,6464,"this movie is so bad , that it's almost worth seeing because it's so bad .",0
1863,7336,"even film silliness needs a little gravity , beyond good hair and humping .",0
1271,6509,coppola has made a film of intoxicating atmosphere and little else .,0
1213,6844,looks and feels like a project better suited for the small screen .,0
1145,8122,the cartoon that isn't really good enough to be on afternoon tv is now a movie that isn't really good enough to be in theaters .,0
1675,8166,the film apparently takes place in a fantasy world where people in hotel hallways recite poetry in voice-over instead of speaking to each other .,0
2172,7013,"delivers the same old same old , tarted up with latin flava and turned out by hollywood playas .",0
2153,7662,"an earnest racial-issues picture that might have gotten respectful critical praise in a different era -- say , the '60s .",0
1357,6710,"'lovely and amazing , ' unhappily , is neither . . . excessively strained and contrived .",0
1250,8715,this is not a jackie chan movie . it's just a movie that happens to have jackie chan in it . and that makes all the difference .,0
1384,8839,arty gay film .,0
1631,8293,murder by numbers is like a couple of mediocre tv-movie -of-the-week films clumsily stuck together .,0
2106,9802,"as david letterman and the onion have proven , the worst of tragedies can be fertile sources of humor , but lawrence has only a fleeting grasp of how to develop them .",0
2030,9296,it's the funniest american comedy since graffiti bridge .,0
1348,8016,despite some gulps the film is a fuzzy huggy .,0
1108,9716,a somewhat disappointing and meandering saga .,0
1930,5606,why spend $9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby ?,0
1640,8967,more of an intriguing curiosity than a gripping thriller .,0
1730,6699,the result is an 'action film' mired in stasis .,0
1113,5477,one lousy movie .,0
1229,6145,this overproduced piece of dreck is shockingly bad and absolutely unnecessary . hmmmmight i suggest that the wayward wooden one end it all by stuffing himself into an electric pencil sharpener ?,0
1588,9075,this mistaken-identity picture is so film-culture referential that the final product is a ghost .,0
1916,7210,"does paint some memorable images . . . , but makhmalbaf keeps her distance from the characters",0
1868,5476,"what with all the blanket statements and dime-store ruminations on vanity , the worries of the rich and sudden wisdom , the film becomes a sermon for most of its running time .",0
1218,6788,"in the process of trimming the movie to an expeditious 84 minutes , director roger kumble seems to have dumped a whole lot of plot in favor of . . . outrageous gags .",0
2113,9310,"while this film has an 'a' list cast and some strong supporting players , the tale -- like its central figure , vivi -- is just a little bit hard to love .",0
1659,7687,"schmaltzy and unfunny , adam sandler's cartoon about hanukkah is numbingly bad , little nicky bad , 10 worst list bad .",0
1643,9997,"such a wildly uneven hit-and-miss enterprise , you can't help suspecting that it was improvised on a day-to-day basis during production .",0
1852,9609,a reality-snubbing hodgepodge .,0
1627,9060,"alas , the black-and-white archival footage of their act showcases pretty mediocre shtick .",0
2056,8032,"filmmakers have to dig deep to sink this low . fortunately for all involved , this movie is likely to disappear as quickly as an ice cube thrown into a pot of boiling water .",0
1487,5469,everything is pegged into the groove of a new york dating comedy with 'issues' to simplify .,0
1826,7844,at the bottom rung of the series' entries .,0
1132,8616,"twenty years later , reggio still knows how to make a point with poetic imagery , but his ability to startle has been stifled by the very prevalence of the fast-forward technology that he so stringently takes to task .",0
1944,8894,millions of dollars heaped upon a project of such vast proportions need to reap more rewards than spiffy bluescreen technique and stylish weaponry .,0
2194,5794,"ultimately . . . the movie is too heady for children , and too preachy for adults .",0
1879,8479,"who is this movie for ? not kids , who don't need the lesson in repugnance . it's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are 'edgy . '",0
1270,8472,"the kids in the audience at the preview screening seemed bored , cheering the pratfalls but little else ; their parents , wise folks that they are , read books .",0
2143,10597,"the santa clause 2 is a barely adequate babysitter for older kids , but i've got to give it thumbs down .",0
1713,10259,'opening up' the play more has partly closed it down .,0
2133,7425,"while the film misfires at every level , the biggest downside is the paucity of laughter in what's supposed to be a comedy .",0
1187,5665,"hampered -- no , paralyzed -- by a self-indulgent script . . . that aims for poetry and ends up sounding like satire .",0
1197,8612,an annoying orgy of excess and exploitation that has no point and goes nowhere .,0
1394,6117,"it is that rare combination of bad writing , bad direction and bad acting -- the trifecta of badness .",0
1949,6655,one just waits grimly for the next shock without developing much attachment to the characters .,0
2089,8825,a family-friendly fantasy that ends up doing very little with its imaginative premise .,0
1733,8297,"showtime is one of the hapless victims of the arrogant "" if we put together a wry white man and a chatty black man and give them guns , the movie will be funny "" syndrome .",0
1200,8355,not sweet enough to liven up its predictable story and will leave even fans of hip-hop sorely disappointed .,0
2092,10435,not just unlikable . disturbing . disgusting . without any redeeming value whatsoever .,0
1885,6408,"despite auteuil's performance , it's a rather listless amble down the middle of the road , where the thematic ironies are too obvious and the sexual politics too smug .",0
1407,7225,"works hard to establish rounded characters , but then has nothing fresh or particularly interesting to say about them .",0
1587,6289,"the characters are based on stock clichés , and the attempt to complicate the story only defies credibility .",0
1402,8904,a tedious parable about honesty and good sportsmanship .,0
1963,8332,"anemic , pretentious .",0
1332,7762,"the furious coherence that [deniro] brings to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the end , less like a movie than like the filmed reading of a script in need of polishing .",0
1510,9005,a bit too derivative to stand on its own as the psychological thriller it purports to be .,0
1486,10552,". . . a ho-hum affair , always watchable yet hardly memorable .",0
2065,6426,a film that suffers because of its many excesses .,0
1629,5479,"plodding , peevish and gimmicky .",0
2125,6287,. . . too contrived to be as naturally charming as it needs to be .,0
1791,6637,goes on and on to the point of nausea .,0
